op_id,pdf_path,well_family,report_date,main_activity,sub_activity,state,primary_label,all_labels,remark_preview
7056,C:\Users\user\Downloads\eilink_ra_ds\eilink_ra_ds\data\raw_pdfs\15_9_F_12_2008_01_03.pdf,15_9_F_12,2008-01-03,drilling,c,ok,MAKE_UP,MAKE_UP|TOOLBOX_TALK,Held tool box talk prior to making up the Adjustment sub setting tool. asing
7057,C:\Users\user\Downloads\eilink_ra_ds\eilink_ra_ds\data\raw_pdfs\15_9_F_12_2008_01_03.pdf,15_9_F_12,2008-01-03,drilling,c,ok,TRIP_IN,TRIP_IN|MAKE_UP,Picked/made up the Adjustment sub setting tool. RIH from surface to 21 m. Took weight. Turned string 90º and passed obstruction. Continued RIH to 27.5 m. asing
7058,C:\Users\user\Downloads\eilink_ra_ds\eilink_ra_ds\data\raw_pdfs\15_9_F_12_2008_01_03.pdf,15_9_F_12,2008-01-03,drilling,c,ok,CASING,CASING,Applied 140 bars to the Adjustment sub setting tool. Slowly pulled up to land in Latching ring groove and took over pull of 30 MT. String at ±27.1 m. Bled off the pressure in the string and k asing ep
7059,C:\Users\user\Downloads\eilink_ra_ds\eilink_ra_ds\data\raw_pdfs\15_9_F_12_2008_01_03.pdf,15_9_F_12,2008-01-03,drilling,c,ok,TRIP_OUT,TRIP_OUT,POOH with Adjustment sub setting tool. Checked and function tested the Adjustment sub setting tool. No marks operated ok. asing
7060,C:\Users\user\Downloads\eilink_ra_ds\eilink_ra_ds\data\raw_pdfs\15_9_F_12_2008_01_03.pdf,15_9_F_12,2008-01-03,drilling,c,ok,OTHER,OTHER,Changed out to back up Adjustment sub setting tool. asing
7061,C:\Users\user\Downloads\eilink_ra_ds\eilink_ra_ds\data\raw_pdfs\15_9_F_12_2008_01_03.pdf,15_9_F_12,2008-01-03,drilling,c,ok,REPAIR,REPAIR,Evaluation meeting with onshore organisation. Meanwhile performed general maintenance on the rig floor. asing
7062,C:\Users\user\Downloads\eilink_ra_ds\eilink_ra_ds\data\raw_pdfs\15_9_F_12_2008_01_03.pdf,15_9_F_12,2008-01-03,drilling,c,ok,TRIP_IN,TRIP_IN|TOOLBOX_TALK,Held tool box talk prior to RIH with the Adjustment sub setting tool. asing
7063,C:\Users\user\Downloads\eilink_ra_ds\eilink_ra_ds\data\raw_pdfs\15_9_F_12_2008_01_03.pdf,15_9_F_12,2008-01-03,drilling,c,ok,TRIP_OUT,TRIP_OUT|TRIP_IN|CASING,Attempted to turn the Adjustment sub setting tool string using chain tongs. Made up TDS: RIH with Adjustment sub setting tool. Engaged the Adjustment sub setting tool in the vertical key sl asing ots.
7064,C:\Users\user\Downloads\eilink_ra_ds\eilink_ra_ds\data\raw_pdfs\15_9_F_12_2008_01_03.pdf,15_9_F_12,2008-01-03,drilling,c,ok,REPAIR,REPAIR,Evaluation meeting with onshore organisation. Meanwhile performed general maintenance on the rig floor. asing
7065,C:\Users\user\Downloads\eilink_ra_ds\eilink_ra_ds\data\raw_pdfs\15_9_F_12_2008_01_03.pdf,15_9_F_12,2008-01-03,drilling,c,ok,TRIP_OUT,TRIP_OUT|TRIP_IN|CASING,"RIH with Adjustment sub setting tool. Applied 140 bars to the Adjustment sub setting tool. Took 10 MT over pull. Bled off the pressure. Ran back in 1cm, and pulled up slowly with 2 RPM rot asing ation"
7066,C:\Users\user\Downloads\eilink_ra_ds\eilink_ra_ds\data\raw_pdfs\15_9_F_12_2008_01_03.pdf,15_9_F_12,2008-01-03,drilling,c,ok,TRIP_IN,TRIP_IN|MAKE_UP,Made up the Straddle cup tester. RIH and positioned the straddle cup tester across the Adjustment sub. Pressure tested same 20/345 bars 5/10 mins. asing
7067,C:\Users\user\Downloads\eilink_ra_ds\eilink_ra_ds\data\raw_pdfs\15_9_F_12_2008_01_03.pdf,15_9_F_12,2008-01-03,drilling,c,ok,TRIP_OUT,TRIP_OUT|TOOLBOX_TALK,Held tool box talk prior to POOH with Straddle cup tester and lay out same. Performed same. asing
7068,C:\Users\user\Downloads\eilink_ra_ds\eilink_ra_ds\data\raw_pdfs\15_9_F_12_2008_01_03.pdf,15_9_F_12,2008-01-03,drilling,c,ok,FISHING,FISHING,Held tool box prior to lay out Red Baron Spear assy. Performed same. asing
7069,C:\Users\user\Downloads\eilink_ra_ds\eilink_ra_ds\data\raw_pdfs\15_9_F_12_2008_01_03.pdf,15_9_F_12,2008-01-03,drilling,b,ok,TRIP_IN,TRIP_IN,RIH and installed secondary Bowl protector at 20 m. op/wellhea d equipment
7070,C:\Users\user\Downloads\eilink_ra_ds\eilink_ra_ds\data\raw_pdfs\15_9_F_12_2008_01_03.pdf,15_9_F_12,2008-01-03,drilling,c,ok,TOOLBOX_TALK,TOOLBOX_TALK,"Cleared the rig floor. Held tool box talk prior to pick/make up 9.567"" drift. asing"
7071,C:\Users\user\Downloads\eilink_ra_ds\eilink_ra_ds\data\raw_pdfs\15_9_F_12_2008_01_03.pdf,15_9_F_12,2008-01-03,drilling,c,ok,EQUIPMENT_FAILURE,EQUIPMENT_FAILURE|TRIP_IN|BOP_OPERATION,"Picked/made up 9.567"" drift. RIH with 9.567"" drift from surface to 45 m. asing Equipment Failure Information Start time Depth mMD Depth mTVD Sub Equip -- Syst Class Operation Downtime ((min)) Equipmen"
7072,C:\Users\user\Downloads\eilink_ra_ds\eilink_ra_ds\data\raw_pdfs\15_9_F_12_2008_01_04.pdf,15_9_F_12,2008-01-04,drilling,casing,ok,TRIP_IN,TRIP_IN,"Continued RIH with 9.567"" drift from 45 m to 150 m."
7073,C:\Users\user\Downloads\eilink_ra_ds\eilink_ra_ds\data\raw_pdfs\15_9_F_12_2008_01_04.pdf,15_9_F_12,2008-01-04,drilling,casing,ok,TRIP_OUT,TRIP_OUT|LAY_DOWN,"POOH with 9.567"" drift from 150 m to surface. Laid out the 9.567"" drift."
7074,C:\Users\user\Downloads\eilink_ra_ds\eilink_ra_ds\data\raw_pdfs\15_9_F_12_2008_01_04.pdf,15_9_F_12,2008-01-04,drilling,casing,ok,TOOLBOX_TALK,TOOLBOX_TALK,Held tool box talk prior to make/pick up GTV plug retrieving tool. Performed same.
7075,C:\Users\user\Downloads\eilink_ra_ds\eilink_ra_ds\data\raw_pdfs\15_9_F_12_2008_01_04.pdf,15_9_F_12,2008-01-04,drilling,casing,ok,OTHER,OTHER,Changed to power slips.
7076,C:\Users\user\Downloads\eilink_ra_ds\eilink_ra_ds\data\raw_pdfs\15_9_F_12_2008_01_04.pdf,15_9_F_12,2008-01-04,drilling,casing,ok,TRIP_IN,TRIP_IN,RIH with the GTV plug retrieving tool from surface to 630 m.
7077,C:\Users\user\Downloads\eilink_ra_ds\eilink_ra_ds\data\raw_pdfs\15_9_F_12_2008_01_04.pdf,15_9_F_12,2008-01-04,drilling,casing,ok,MAKE_UP,MAKE_UP,Made up to TDS and took up/down weight 93/88 MT neutral 91 MT. Rotated the string at 10 RPM with 2 kNm.
7078,C:\Users\user\Downloads\eilink_ra_ds\eilink_ra_ds\data\raw_pdfs\15_9_F_12_2008_01_04.pdf,15_9_F_12,2008-01-04,drilling,casing,ok,TRIP_IN,TRIP_IN,RIH and tagged plug at 635.4 m. Set down 12 MT picked up 20 MT over pull. Slacked off the neutral weight and turned the string ¼ turn to the left. Pulled up and the GTV plug retrieving tool had diseng
7079,C:\Users\user\Downloads\eilink_ra_ds\eilink_ra_ds\data\raw_pdfs\15_9_F_12_2008_01_04.pdf,15_9_F_12,2008-01-04,drilling,casing,ok,CIRCULATE,CIRCULATE,"Lined up and circulated down string with 200 lpm / 5 RPM / 1000 Nm, 0.5 m above the plug. Pulled out 2.5 m increased rate 1100 - 2400 lpm / 30 RPM. Washed out the Hi-vis pill over shakers."
7080,C:\Users\user\Downloads\eilink_ra_ds\eilink_ra_ds\data\raw_pdfs\15_9_F_12_2008_01_04.pdf,15_9_F_12,2008-01-04,drilling,casing,ok,TRIP_IN,TRIP_IN,RIH with the GTV plug retrieving tool to engage the GTV plug at 635.4 m.
7081,C:\Users\user\Downloads\eilink_ra_ds\eilink_ra_ds\data\raw_pdfs\15_9_F_12_2008_01_04.pdf,15_9_F_12,2008-01-04,drilling,casing,ok,OTHER,OTHER,Latched GTV plug with LTCT retrieval tool according to BOT instructions. Released plug and allowed rubber element to relax for 15 mins prior to pulling plug.
7082,C:\Users\user\Downloads\eilink_ra_ds\eilink_ra_ds\data\raw_pdfs\15_9_F_12_2008_01_04.pdf,15_9_F_12,2008-01-04,drilling,casing,ok,TRIP_OUT,TRIP_OUT,"POOH with GTV plug from 641 m to 21 m MD on 5 1/2"" DP. Removed PS-21 slips and installed masterbushing."
7083,C:\Users\user\Downloads\eilink_ra_ds\eilink_ra_ds\data\raw_pdfs\15_9_F_12_2008_01_04.pdf,15_9_F_12,2008-01-04,drilling,casing,ok,OTHER,OTHER,Pulled LTCT head/GTV plug to surface. Observed nominal seat protector caught with GTV plug. Prepared for working on MS-seal setting tool.
7084,C:\Users\user\Downloads\eilink_ra_ds\eilink_ra_ds\data\raw_pdfs\15_9_F_12_2008_01_04.pdf,15_9_F_12,2008-01-04,drilling,casing,ok,OTHER,OTHER,"Picked up 13 3/8"" MS-seal setting tool. Attempted to dismantle/split tool - nogo. Laid down MS-seal setting tool."
7085,C:\Users\user\Downloads\eilink_ra_ds\eilink_ra_ds\data\raw_pdfs\15_9_F_12_2008_01_04.pdf,15_9_F_12,2008-01-04,drilling,casing,ok,TRIP_IN,TRIP_IN|BOP_OPERATION,"Picked up 13 3/8"" seat protector running tool. RIH and installed nominal seat protector in surface wellhead at 20 m MD."
7086,C:\Users\user\Downloads\eilink_ra_ds\eilink_ra_ds\data\raw_pdfs\15_9_F_12_2008_01_04.pdf,15_9_F_12,2008-01-04,completion,circulating c,ok,MAKE_UP,MAKE_UP|TOOLBOX_TALK,"Held toolbox talk prior to making up 7"" x 9 5/8"" x 10 3/4"" clean out string. onditioning"
7087,C:\Users\user\Downloads\eilink_ra_ds\eilink_ra_ds\data\raw_pdfs\15_9_F_12_2008_01_04.pdf,15_9_F_12,2008-01-04,completion,circulating c,ok,OTHER,OTHER,"Changed from 5 1/2"" to 3 1/2"" handling gear. Picked up clean out assy #1 comprising of 7"" scraper and magnet subs and hung off in rotary. onditioning"
7088,C:\Users\user\Downloads\eilink_ra_ds\eilink_ra_ds\data\raw_pdfs\15_9_F_12_2008_01_04.pdf,15_9_F_12,2008-01-04,completion,circulating c,ok,WELL_CONTROL,WELL_CONTROL,Cleared rigfloor. Prepared well control equipment. onditioning
7089,C:\Users\user\Downloads\eilink_ra_ds\eilink_ra_ds\data\raw_pdfs\15_9_F_12_2008_01_04.pdf,15_9_F_12,2008-01-04,completion,circulating c,ok,TOOLBOX_TALK,TOOLBOX_TALK,"Held toolbox talk prior to picking up 3 1/2"" singles. Ran 3 1/2"" drillpipe to 425 m MD. onditioning"
7090,C:\Users\user\Downloads\eilink_ra_ds\eilink_ra_ds\data\raw_pdfs\15_9_F_12_2008_01_04.pdf,15_9_F_12,2008-01-04,completion,circulating c,ok,WELL_CONTROL,WELL_CONTROL|MAKE_UP,Made up kick joint with FOSV and tested same - ok. onditioning
7091,C:\Users\user\Downloads\eilink_ra_ds\eilink_ra_ds\data\raw_pdfs\15_9_F_12_2008_01_04.pdf,15_9_F_12,2008-01-04,completion,circulating c,ok,CASING,CASING|MAKE_UP,"Changed from 3 1/2"" to 5"" handling equipment. Picked up and made up clean out assy #2 comprising of X-over, PBR mill and liner top dress mill. onditioning"
7092,C:\Users\user\Downloads\eilink_ra_ds\eilink_ra_ds\data\raw_pdfs\15_9_F_12_2008_01_05.pdf,15_9_F_12,2008-01-05,completion,circulating con,ok,MAKE_UP,MAKE_UP,"Picked up and made up clean out assy #3 comprising of 9 5/8"" scraper, magnet, drift and x-over. Cleared rigfloor. Checked dies on PRS. Moved 2 ea damag ditioning ed 5 1/2"" drillpipe stands."
7093,C:\Users\user\Downloads\eilink_ra_ds\eilink_ra_ds\data\raw_pdfs\15_9_F_12_2008_01_05.pdf,15_9_F_12,2008-01-05,completion,circulating con,ok,TRIP_IN,TRIP_IN,"RIH with clean out assemblies on 5"" DP from 443 m to 893 m MD. ditioning"
7094,C:\Users\user\Downloads\eilink_ra_ds\eilink_ra_ds\data\raw_pdfs\15_9_F_12_2008_01_05.pdf,15_9_F_12,2008-01-05,completion,circulating con,ok,DRILL,DRILL|TOOLBOX_TALK,Performed toolbox talk / handover meeting with new drilling crew. ditioning
7095,C:\Users\user\Downloads\eilink_ra_ds\eilink_ra_ds\data\raw_pdfs\15_9_F_12_2008_01_05.pdf,15_9_F_12,2008-01-05,completion,circulating con,ok,TRIP_IN,TRIP_IN,"Continued to RIH with clean out assemblies on 5"" DP from 893 m to 1800 m MD. ditioning"
7096,C:\Users\user\Downloads\eilink_ra_ds\eilink_ra_ds\data\raw_pdfs\15_9_F_12_2008_01_05.pdf,15_9_F_12,2008-01-05,completion,circulating con,ok,TRIP_IN,TRIP_IN|MAKE_UP,"RIH with clean out assemblies from 1800 m to 1885 m MD. Picked up and made up clean out assy#4 comprising of 10 3/4"" scraper, magnet and x-over to 5 ditioning 1/2"" DP."
7097,C:\Users\user\Downloads\eilink_ra_ds\eilink_ra_ds\data\raw_pdfs\15_9_F_12_2008_01_05.pdf,15_9_F_12,2008-01-05,completion,circulating con,ok,TRIP_IN,TRIP_IN,"RIH with clean out assemblies from 1885 m to 1930 m MD on 5 1/2"" DP. ditioning"
7098,C:\Users\user\Downloads\eilink_ra_ds\eilink_ra_ds\data\raw_pdfs\15_9_F_12_2008_01_05.pdf,15_9_F_12,2008-01-05,completion,circulating con,ok,OTHER,OTHER,Checked tugger lines and FWD PRS due to high winds in the range of 50-60 knots. ditioning
7099,C:\Users\user\Downloads\eilink_ra_ds\eilink_ra_ds\data\raw_pdfs\15_9_F_12_2008_01_05.pdf,15_9_F_12,2008-01-05,completion,circulating con,ok,TRIP_IN,TRIP_IN,"Continued to RIH with clean out assemblies from 1930 m to 2290 m MD on 5 1/2"" DP. Observed dropped object from FWD PRS vertical hose bundel. Halted ditioning operation for further investigation."
7100,C:\Users\user\Downloads\eilink_ra_ds\eilink_ra_ds\data\raw_pdfs\15_9_F_12_2008_01_05.pdf,15_9_F_12,2008-01-05,completion,circulating con,ok,REPAIR,REPAIR,Investigated situation. Found 3 ea hose bundle securing pins dropped to rigfloor. Each pin approx 20 cm / 220 grammes. Halted operation as it was impossi ditioning ble to repair the damage due to high
7101,C:\Users\user\Downloads\eilink_ra_ds\eilink_ra_ds\data\raw_pdfs\15_9_F_12_2008_01_05.pdf,15_9_F_12,2008-01-05,interruption,other,ok,LAY_DOWN,LAY_DOWN|REPAIR|WAIT,"Waiting on improved weather conditions to perform repair on FWD PRS. Wind speed 60 knots. Meanwhile : -Performed general maintenance on aft IR -Performed general housekeeping and cleaning in moonpool,"
7102,C:\Users\user\Downloads\eilink_ra_ds\eilink_ra_ds\data\raw_pdfs\15_9_F_12_2008_01_06.pdf,15_9_F_12,2008-01-06,interruption,other,ok,REPAIR,REPAIR|WAIT,Waiting on improved weather conditions to perform repair on FWD PRS. Wind speed 60-70 knots. Meanwhile : -Performed general housekeeping -Secured drillstring and parked TDS for maintenance -Injected s
7103,C:\Users\user\Downloads\eilink_ra_ds\eilink_ra_ds\data\raw_pdfs\15_9_F_12_2008_01_06.pdf,15_9_F_12,2008-01-06,interruption,other,ok,REPAIR,REPAIR,"Waitied on improved weather conditions to perform inspection and repair of FWD PRS. Meanwhile : -Performed general cleaning in moonpool, pitroom and shakers -Injected slop/overflush in F-12 annulus. I"
7104,C:\Users\user\Downloads\eilink_ra_ds\eilink_ra_ds\data\raw_pdfs\15_9_F_12_2008_01_06.pdf,15_9_F_12,2008-01-06,interruption,waiting on,ok,OTHER,OTHER,Performed derrick inspection after high winds. weather
7105,C:\Users\user\Downloads\eilink_ra_ds\eilink_ra_ds\data\raw_pdfs\15_9_F_12_2008_01_06.pdf,15_9_F_12,2008-01-06,interruption,other,ok,REPAIR,REPAIR,Inspected FWD PRS. Dragchain and hoses were severly twisted and partly torn down. Assessed situation and found damage to severe for immediate repair. Pre pared for making repairs on AFT PRS instead.
7106,C:\Users\user\Downloads\eilink_ra_ds\eilink_ra_ds\data\raw_pdfs\15_9_F_12_2008_01_06.pdf,15_9_F_12,2008-01-06,interruption,other,ok,TOOLBOX_TALK,TOOLBOX_TALK,Held toolbox talk prior to using work basket.
7107,C:\Users\user\Downloads\eilink_ra_ds\eilink_ra_ds\data\raw_pdfs\15_9_F_12_2008_01_06.pdf,15_9_F_12,2008-01-06,interruption,other,ok,OTHER,OTHER,"Inspected FWD PRS dragchain for loose items, removed and secured accordingly."
7108,C:\Users\user\Downloads\eilink_ra_ds\eilink_ra_ds\data\raw_pdfs\15_9_F_12_2008_01_06.pdf,15_9_F_12,2008-01-06,interruption,other,ok,OTHER,OTHER,Brought scaffolding material to drillfloor and prepared for buliding scaffolding in derrick. Found that scaffolding job could not commence due to high winds and w orking hours regulations.
7109,C:\Users\user\Downloads\eilink_ra_ds\eilink_ra_ds\data\raw_pdfs\15_9_F_12_2008_01_06.pdf,15_9_F_12,2008-01-06,interruption,other,ok,OTHER,OTHER,"Waited on improved weather condtions and/or qualified rest for scaffolding crew. Meanwhile : -Changed oil cooler on TDS -Performed general cleaning in moonpool, pitroom and shakers"
7110,C:\Users\user\Downloads\eilink_ra_ds\eilink_ra_ds\data\raw_pdfs\15_9_F_12_2008_01_07.pdf,15_9_F_12,2008-01-07,interruption,other,ok,OTHER,OTHER,Waited on qualified rest for scaffolding crew. Meanwhile : -Changed oil cooler on TDS -Brought scaffolding material to derrick -Emptied skimmer tank -Made measurements for spare parts on FWD PRS -Chec
7111,C:\Users\user\Downloads\eilink_ra_ds\eilink_ra_ds\data\raw_pdfs\15_9_F_12_2008_01_07.pdf,15_9_F_12,2008-01-07,interruption,other,ok,OTHER,OTHER,Seafastened AFT PRS.
7112,C:\Users\user\Downloads\eilink_ra_ds\eilink_ra_ds\data\raw_pdfs\15_9_F_12_2008_01_07.pdf,15_9_F_12,2008-01-07,interruption,other,ok,TOOLBOX_TALK,TOOLBOX_TALK,Held toolbox talk prior to building scaffolding around AFT PRS. Built scaffolding. Prepared security net for installation underneath AFT PRS working area.
7113,C:\Users\user\Downloads\eilink_ra_ds\eilink_ra_ds\data\raw_pdfs\15_9_F_12_2008_01_07.pdf,15_9_F_12,2008-01-07,interruption,other,ok,REPAIR,REPAIR|TOOLBOX_TALK,Held toolbox talk. Installed canvas around scaffolding. Prepared for installing security net. Had to abort manriding operations due to maintenance of Siemens syste m and risk of main power loss.
7114,C:\Users\user\Downloads\eilink_ra_ds\eilink_ra_ds\data\raw_pdfs\15_9_F_12_2008_01_07.pdf,15_9_F_12,2008-01-07,interruption,other,ok,OTHER,OTHER,Performed upgrade of Siemens system. Meanwhile continued to install canvas around scaffolding. Prepared lights for installation on scaffolding work platform.
7115,C:\Users\user\Downloads\eilink_ra_ds\eilink_ra_ds\data\raw_pdfs\15_9_F_12_2008_01_07.pdf,15_9_F_12,2008-01-07,interruption,other,ok,OTHER,OTHER,Installed security net around AFT PRS scaffolding platform. Transferred tools and equipment to derrrick.
7116,C:\Users\user\Downloads\eilink_ra_ds\eilink_ra_ds\data\raw_pdfs\15_9_F_12_2008_01_07.pdf,15_9_F_12,2008-01-07,interruption,other,ok,OTHER,OTHER,Mechanics worked on AFT PRS.
7117,C:\Users\user\Downloads\eilink_ra_ds\eilink_ra_ds\data\raw_pdfs\15_9_F_12_2008_01_07.pdf,15_9_F_12,2008-01-07,interruption,other,ok,EQUIPMENT_FAILURE,EQUIPMENT_FAILURE|BOP_OPERATION|RIG_DOWN,Held toolbox talk. Rigged down security net due to wrong allignment/position of PRS relative to scaffolding platform. Equipment Failure Information Start Depth Sub Equip -- Syst Class Operation Downti
7118,C:\Users\user\Downloads\eilink_ra_ds\eilink_ra_ds\data\raw_pdfs\15_9_F_12_2008_01_08.pdf,15_9_F_12,2008-01-08,interruption,other,ok,DRILL,DRILL|RIG_DOWN|REPAIR,Waited on qualified rest for scaffolding crews. Meanwhile : -Continued rigging down security net -Performed service on TDS -Tested MS-seal setting tool -General houskeeipng in drilling areas
7119,C:\Users\user\Downloads\eilink_ra_ds\eilink_ra_ds\data\raw_pdfs\15_9_F_12_2008_01_08.pdf,15_9_F_12,2008-01-08,interruption,other,ok,OTHER,OTHER,Prepared for removing scaffolding around AFT PRS.
7120,C:\Users\user\Downloads\eilink_ra_ds\eilink_ra_ds\data\raw_pdfs\15_9_F_12_2008_01_08.pdf,15_9_F_12,2008-01-08,interruption,other,ok,OTHER,OTHER,Removed part of scaffolding around AFT PRS.
7121,C:\Users\user\Downloads\eilink_ra_ds\eilink_ra_ds\data\raw_pdfs\15_9_F_12_2008_01_08.pdf,15_9_F_12,2008-01-08,interruption,other,ok,OTHER,OTHER,Turned AFT PRS 180 deg for better access to upper drive / shaft.
7122,C:\Users\user\Downloads\eilink_ra_ds\eilink_ra_ds\data\raw_pdfs\15_9_F_12_2008_01_08.pdf,15_9_F_12,2008-01-08,interruption,other,ok,OTHER,OTHER,Installed security net underneath AFT PRS.
7123,C:\Users\user\Downloads\eilink_ra_ds\eilink_ra_ds\data\raw_pdfs\15_9_F_12_2008_01_08.pdf,15_9_F_12,2008-01-08,interruption,other,ok,LAY_DOWN,LAY_DOWN,Rebuilt scaffolding around AFT PRS. Meanwhile laid out TCP guns on top of tubing in STB AFT bay.
7124,C:\Users\user\Downloads\eilink_ra_ds\eilink_ra_ds\data\raw_pdfs\15_9_F_12_2008_01_08.pdf,15_9_F_12,2008-01-08,interruption,other,ok,REPAIR,REPAIR,Performed repair work on AFT PRS upper drive. Meanwhile tested Siemens/ESD system.
7125,C:\Users\user\Downloads\eilink_ra_ds\eilink_ra_ds\data\raw_pdfs\15_9_F_12_2008_01_08.pdf,15_9_F_12,2008-01-08,,,,REPAIR,REPAIR,interruption -- other okNot able to do effective/continuous repair of AFT PRS due to interruptions in power supply from ongoing test of Siemens/ESD system.
7126,C:\Users\user\Downloads\eilink_ra_ds\eilink_ra_ds\data\raw_pdfs\15_9_F_12_2008_01_08.pdf,15_9_F_12,2008-01-08,interruption,other,ok,OTHER,OTHER,Finished testing of Siemens/ESD system. Worked on AFT PRS upper drive.
7127,C:\Users\user\Downloads\eilink_ra_ds\eilink_ra_ds\data\raw_pdfs\15_9_F_12_2008_01_09.pdf,15_9_F_12,2008-01-09,interruption,other,ok,REPAIR,REPAIR,Performed repair work on AFT PRS upper drive. Meanwhile removed cantilever hatch and prepared for lifting Xmas tree from transport basket to moonpool.
7128,C:\Users\user\Downloads\eilink_ra_ds\eilink_ra_ds\data\raw_pdfs\15_9_F_12_2008_01_09.pdf,15_9_F_12,2008-01-09,drilling,bop,ok,BOP_OPERATION,BOP_OPERATION|REPAIR,Function pipe rams and HCR's on BOP - ok. Function tested annular preventer - closing time 42 sec versus requirement of 30 s. Meanwhile performed repair wor activities k on AFT PRS upper drive.
7129,C:\Users\user\Downloads\eilink_ra_ds\eilink_ra_ds\data\raw_pdfs\15_9_F_12_2008_01_09.pdf,15_9_F_12,2008-01-09,interruption,other,ok,BOP_OPERATION,BOP_OPERATION|LAY_DOWN|REPAIR,"Performed repair work on AFT PRS upper drive. Meanwhile : -Lifted Xmas tree from moonpool -Prepared hose from moonpool to wellhead -Laid out 7"" pup joints"
7130,C:\Users\user\Downloads\eilink_ra_ds\eilink_ra_ds\data\raw_pdfs\15_9_F_12_2008_01_09.pdf,15_9_F_12,2008-01-09,interruption,other,ok,REPAIR,REPAIR,Performed repair work on AFT PRS upper drive Meanwhile : -Cleaned cameras in derrick -Worked on dragchain for crane in moonpool -Tested new V-ICIS software for mudpumps -Reset V-ICIS control system af
7131,C:\Users\user\Downloads\eilink_ra_ds\eilink_ra_ds\data\raw_pdfs\15_9_F_12_2008_01_09.pdf,15_9_F_12,2008-01-09,interruption,other,ok,REPAIR,REPAIR,Performed repair work on AFT PRS upper drive. Halted repair work due to high winds above set limitations for working in heights. Winds > 40 knots.
7132,C:\Users\user\Downloads\eilink_ra_ds\eilink_ra_ds\data\raw_pdfs\15_9_F_12_2008_01_09.pdf,15_9_F_12,2008-01-09,interruption,other,ok,REPAIR,REPAIR,Waited for weather condtions to improve for resuming AFT PRS repair work. Meanwhile : -Lifted subseas caps from main deck to Centralizer deck -ROV closed valve on DCI hose for pressure testing
7133,C:\Users\user\Downloads\eilink_ra_ds\eilink_ra_ds\data\raw_pdfs\15_9_F_12_2008_01_10.pdf,15_9_F_12,2008-01-10,interruption,other,ok,CEMENT,CEMENT|BOP_OPERATION|REPAIR,Waited for weather condtions to improve for resuming AFT PRS repair work. Meanwhile : -Blinded pop off and tested DCI hose using cement unit to 200 bar / 10 min - ok -ROV opened valve on DCI hose -Ins
7134,C:\Users\user\Downloads\eilink_ra_ds\eilink_ra_ds\data\raw_pdfs\15_9_F_12_2008_01_10.pdf,15_9_F_12,2008-01-10,interruption,other,ok,DRILL,DRILL|CEMENT|REPAIR,Waited for weather condtions to improve for resuming AFT PRS repair work. Meanwhile : -Removed lead target in cement unit test line -Performed general maintenance in drilling areas -Cleaned pits Winds
7135,C:\Users\user\Downloads\eilink_ra_ds\eilink_ra_ds\data\raw_pdfs\15_9_F_12_2008_01_11.pdf,15_9_F_12,2008-01-11,interruption,other,ok,BOP_OPERATION,BOP_OPERATION|REPAIR,"Waited for weather condtions to improve for resuming AFT PRS repair work. Meanwhile : -Performed maintenance on BX elevators -Function tested annular preventer, 28 seconds to close (determined from re"
7136,C:\Users\user\Downloads\eilink_ra_ds\eilink_ra_ds\data\raw_pdfs\15_9_F_12_2008_01_11.pdf,15_9_F_12,2008-01-11,interruption,other,ok,OTHER,OTHER,Performed derrick inspect after period of high winds. Inspected scaffolding work platform.
7137,C:\Users\user\Downloads\eilink_ra_ds\eilink_ra_ds\data\raw_pdfs\15_9_F_12_2008_01_11.pdf,15_9_F_12,2008-01-11,interruption,other,ok,REPAIR,REPAIR,Waited for weather condtions to improve for resuming AFT PRS repair work. Winds : 04:00 40 knots 06:00 39 knots
7138,C:\Users\user\Downloads\eilink_ra_ds\eilink_ra_ds\data\raw_pdfs\15_9_F_12_2008_01_11.pdf,15_9_F_12,2008-01-11,interruption,other,ok,REPAIR,REPAIR,Performed crown block inspection prior to accessing scaffolding platform for continued repair.
7139,C:\Users\user\Downloads\eilink_ra_ds\eilink_ra_ds\data\raw_pdfs\15_9_F_12_2008_01_11.pdf,15_9_F_12,2008-01-11,interruption,other,ok,REPAIR,REPAIR,Continued working on AFT PRS upper drive. Meanwhile : -Assisted in repairing AFT PRS -Cleaned pits -Functioned flowline isolation valve wih 1450 psi -Function tested AFT PRS
7140,C:\Users\user\Downloads\eilink_ra_ds\eilink_ra_ds\data\raw_pdfs\15_9_F_12_2008_01_11.pdf,15_9_F_12,2008-01-11,interruption,other,ok,TOOLBOX_TALK,TOOLBOX_TALK,Held toolbox talk prior to remvoing scaffolding.
7141,C:\Users\user\Downloads\eilink_ra_ds\eilink_ra_ds\data\raw_pdfs\15_9_F_12_2008_01_11.pdf,15_9_F_12,2008-01-11,interruption,other,ok,OTHER,OTHER,Removed tools and equipment from AFT PRS scaffolding platform.
7142,C:\Users\user\Downloads\eilink_ra_ds\eilink_ra_ds\data\raw_pdfs\15_9_F_12_2008_01_11.pdf,15_9_F_12,2008-01-11,interruption,other,ok,OTHER,OTHER,Assissted scaffolding crews in removing scaffolding from derrick.
7143,C:\Users\user\Downloads\eilink_ra_ds\eilink_ra_ds\data\raw_pdfs\15_9_F_12_2008_01_11.pdf,15_9_F_12,2008-01-11,interruption,other,ok,TOOLBOX_TALK,TOOLBOX_TALK,Held toolbox talk / handover meeting for continuation of removing scaffolding.
