op_id,pdf_path,well_family,report_date,main_activity,sub_activity,state,primary_label,all_labels,remark_preview
1,C:\Users\user\Downloads\eilink_ra_ds\eilink_ra_ds\data\raw_pdfs\15_9_19_A_1997_07_26.pdf,15_9_19,1997-07-26,drilling,trip,ok,TRIP_IN,TRIP_IN,MU BAKER WINDOWMASTER WHIPSTOCK + MILLING ASSEMBLY & ASSOCIATED BHA. CONTINUE TIH WITH DP.
2,C:\Users\user\Downloads\eilink_ra_ds\eilink_ra_ds\data\raw_pdfs\15_9_19_A_1997_07_26.pdf,15_9_19,1997-07-26,drilling,trip,ok,TRIP_IN,TRIP_IN,"CONTINUED TIH WITH WINDOWMASTER WHIPSTOCK & MILLING ASSEMBLY. TAGGED 9 5/8"" BRIDGE-PLUG AT 2211 M DPM."
3,C:\Users\user\Downloads\eilink_ra_ds\eilink_ra_ds\data\raw_pdfs\15_9_19_A_1997_07_26.pdf,15_9_19,1997-07-26,drilling,drill,ok,DRILL,DRILL,ORIENTED WHIPSTOCK USING MWD. SET ANCHOR ON WHIPSTOCK.
4,C:\Users\user\Downloads\eilink_ra_ds\eilink_ra_ds\data\raw_pdfs\15_9_19_A_1997_07_26.pdf,15_9_19,1997-07-26,drilling,drill,ok,CASING,CASING,"CUT WINDOW IN 9 5/8"" CASING USING WHIPSTOCK. TOP OF WINDOW = 2202 M MD - BOTTOM OF WINDOW = 2207 M MD. PUMPED 5 M3 HI-VIS PILL WHILE MILLING AT 2205 M."
5,C:\Users\user\Downloads\eilink_ra_ds\eilink_ra_ds\data\raw_pdfs\15_9_19_A_1997_07_26.pdf,15_9_19,1997-07-26,drilling,drill,ok,DRILL,DRILL,DRILLED/MILLED NEW FORMATION FROM 2207 - 2213 M. PUMPED 5 M3 HI-VIS PILL WHILE DRILLING AT 2208 M.
6,C:\Users\user\Downloads\eilink_ra_ds\eilink_ra_ds\data\raw_pdfs\15_9_19_A_1997_07_26.pdf,15_9_19,1997-07-26,drilling,drill,ok,DRILL,DRILL,"REAMED WINDOW. AFTER APPROXIMATELY 20 TIMES, STILL UNABLE TO GO DOWN THROUGH WINDOW WITHOUT ROTATING - BASED ON USING MAXIMUM OF 12 M T WEIGHT. REAMED 5 ADDITIONAL TIMES - NOW ABLE TO SLACK-OFF & PICK"
7,C:\Users\user\Downloads\eilink_ra_ds\eilink_ra_ds\data\raw_pdfs\15_9_19_A_1997_07_26.pdf,15_9_19,1997-07-26,drilling,circulat,ok,CIRCULATE,CIRCULATE,PUMPED 10 M3 HI-VIS PILL & CIRCULATED HOLE CLEAN AT 2000 LPM. ing conditioning
8,C:\Users\user\Downloads\eilink_ra_ds\eilink_ra_ds\data\raw_pdfs\15_9_19_A_1997_07_27.pdf,15_9_19,1997-07-27,drilling,cir,ok,CIRCULATE,CIRCULATE,COMPLETED CIRCULATING HOLE CLEAN. FLUSHED CHOKE & KILL LINES. culating con ditioning
9,C:\Users\user\Downloads\eilink_ra_ds\eilink_ra_ds\data\raw_pdfs\15_9_19_A_1997_07_27.pdf,15_9_19,1997-07-27,drilling,trip,ok,TRIP_OUT,TRIP_OUT|DRILL|FLOW_CHECK,"FLOW CHECKED, PUMPED SLUG & POOH TO PU DRILLING BHA."
10,C:\Users\user\Downloads\eilink_ra_ds\eilink_ra_ds\data\raw_pdfs\15_9_19_A_1997_07_27.pdf,15_9_19,1997-07-27,interruption,,fail,REPAIR,REPAIR,BURST HYDRAULIC HOSE ON UPPER RACKING ARM - REPAIRED SAME. -- maintain
11,C:\Users\user\Downloads\eilink_ra_ds\eilink_ra_ds\data\raw_pdfs\15_9_19_A_1997_07_27.pdf,15_9_19,1997-07-27,drilling,trip,ok,TRIP_OUT,TRIP_OUT,CONTINUED TO POOH WITH MILLING ASSEMBLY.
12,C:\Users\user\Downloads\eilink_ra_ds\eilink_ra_ds\data\raw_pdfs\15_9_19_A_1997_07_27.pdf,15_9_19,1997-07-27,drilling,trip,ok,OTHER,OTHER,COMPLETED LD MILLING ASSEMBLY.
13,C:\Users\user\Downloads\eilink_ra_ds\eilink_ra_ds\data\raw_pdfs\15_9_19_A_1997_07_27.pdf,15_9_19,1997-07-27,drilling,trip,ok,DRILL,DRILL,MU DRILLING BHA; MOTOR TESTED OK.
14,C:\Users\user\Downloads\eilink_ra_ds\eilink_ra_ds\data\raw_pdfs\15_9_19_A_1997_07_27.pdf,15_9_19,1997-07-27,drilling,trip,ok,TRIP_IN,TRIP_IN,TIH WITH BHA TO 800 M.
15,C:\Users\user\Downloads\eilink_ra_ds\eilink_ra_ds\data\raw_pdfs\15_9_19_A_1997_07_27.pdf,15_9_19,1997-07-27,interruption,,fail,BOP_OPERATION,BOP_OPERATION,ATTEMPTED TO PERFORM WEEKLY BOP FUNCTION TEST USING YELLOW POD. NO FUNCTION OF EITHER ANNULAR POSSIBLE. -- maintain
16,C:\Users\user\Downloads\eilink_ra_ds\eilink_ra_ds\data\raw_pdfs\15_9_19_A_1997_07_27.pdf,15_9_19,1997-07-27,drilling,trip,ok,TRIP_IN,TRIP_IN,CONTINUED TO TIH TO 2193 M WHILE PULLING YELLOW POD.
17,C:\Users\user\Downloads\eilink_ra_ds\eilink_ra_ds\data\raw_pdfs\15_9_19_A_1997_07_27.pdf,15_9_19,1997-07-27,interruption,,fail,OTHER,OTHER,FOUND CRIMPED PILOT LINE IN POD HOSE. CHANGED PILOT LINE FOR ANNULARS' REGULATOR. RERAN YELLOW POD & LATCHED-UP. -- maintain
18,C:\Users\user\Downloads\eilink_ra_ds\eilink_ra_ds\data\raw_pdfs\15_9_19_A_1997_07_27.pdf,15_9_19,1997-07-27,drilling,bo,ok,OTHER,OTHER,FUNCTION TESTED BOPS USING YELLOW POD - FROM RIG FLOOR PANEL. p activities
19,C:\Users\user\Downloads\eilink_ra_ds\eilink_ra_ds\data\raw_pdfs\15_9_19_A_1997_07_27.pdf,15_9_19,1997-07-27,interruption,,fail,EQUIPMENT_FAILURE,EQUIPMENT_FAILURE|FISHING|DRILL,ORIENTED BIT/MOTOR & SLACKED-OFF THROUGH WINDOW.REAMED F/2208-2212M. STARTED DRILLING-SPP INCREASED 35BAR&TDS STALLED Ø16300NM.FREED STUCK -- fish STRING USING 32 MT O/PULL-TORQUE STILL TRAPPED IN STR
20,C:\Users\user\Downloads\eilink_ra_ds\eilink_ra_ds\data\raw_pdfs\15_9_19_A_1997_07_27.pdf,15_9_19,1997-07-27,drilling,dril,fail,CASING,CASING,"ATTEMPTED SEVERAL TIMES TO PASS THROUGH WINDOW - UNABLE TO GO BELOW 2202 M - TOP OF WINDOW IN 9 5/8"" CASING. l"
21,C:\Users\user\Downloads\eilink_ra_ds\eilink_ra_ds\data\raw_pdfs\15_9_19_A_1997_07_27.pdf,15_9_19,1997-07-27,drilling,trip,fail,EQUIPMENT_FAILURE,EQUIPMENT_FAILURE|TRIP_OUT|DRILL,"FLOW CHECKED, PUMPED SLUG & POOH WITH DRILLING BHA. BIT WAS DAMAGED - 6 OUT OF 9 BLADES ON BIT WERE DAMAGED/BROKEN. NO OTHER DAMAGE TO BHA COMPONENTS NOTED."
22,C:\Users\user\Downloads\eilink_ra_ds\eilink_ra_ds\data\raw_pdfs\15_9_19_A_1997_07_28.pdf,15_9_19,1997-07-28,drilling,trip,ok,TRIP_IN,TRIP_IN,MU MILLING BHA & TIH TO WHIPSTOCK.
23,C:\Users\user\Downloads\eilink_ra_ds\eilink_ra_ds\data\raw_pdfs\15_9_19_A_1997_07_28.pdf,15_9_19,1997-07-28,drilling,drill,fail,OTHER,OTHER,MILLED FROM 2202-2205 M. DECREASE IN ROP - NOT MAKING ANY PROGRESS IN MILLING THROUGH WINDOW.
24,C:\Users\user\Downloads\eilink_ra_ds\eilink_ra_ds\data\raw_pdfs\15_9_19_A_1997_07_28.pdf,15_9_19,1997-07-28,drilling,trip,fail,TRIP_OUT,TRIP_OUT|FLOW_CHECK,"FLOWCHECKED, PUMPED SLUG & POOH WITH MILLING BHA."
25,C:\Users\user\Downloads\eilink_ra_ds\eilink_ra_ds\data\raw_pdfs\15_9_19_A_1997_07_28.pdf,15_9_19,1997-07-28,drilling,trip,ok,TRIP_IN,TRIP_IN,"TIH TO 2187 M WITH 9 5/8"" BRIDGE PLUG ON DP."
26,C:\Users\user\Downloads\eilink_ra_ds\eilink_ra_ds\data\raw_pdfs\15_9_19_A_1997_07_28.pdf,15_9_19,1997-07-28,drilling,other,ok,OTHER,OTHER,SET BRIDGE PLUG AT 2187 M L.A.T. CONFIRMED SETTING BY SLACKING-OFF 10 MT DOWN ON PLUG.
27,C:\Users\user\Downloads\eilink_ra_ds\eilink_ra_ds\data\raw_pdfs\15_9_19_A_1997_07_28.pdf,15_9_19,1997-07-28,drilling,circulating,ok,CIRCULATE,CIRCULATE,PUMPED 10 M3 HI-VIS PILL & CIRCULATED OUT. conditioning
28,C:\Users\user\Downloads\eilink_ra_ds\eilink_ra_ds\data\raw_pdfs\15_9_19_A_1997_07_28.pdf,15_9_19,1997-07-28,drilling,trip,ok,TRIP_OUT,TRIP_OUT|FLOW_CHECK,"FLOWCHECKED, PUMPED SLUG & POOH WITH EZSV M.S.T."
29,C:\Users\user\Downloads\eilink_ra_ds\eilink_ra_ds\data\raw_pdfs\15_9_19_A_1997_07_29.pdf,15_9_19,1997-07-29,drilling,trip,ok,TRIP_IN,TRIP_IN,MU BAKER WINDOWMASTER WHIPSTOCK ASSEMBLY. TIH WITH BHA ON DP.
30,C:\Users\user\Downloads\eilink_ra_ds\eilink_ra_ds\data\raw_pdfs\15_9_19_A_1997_07_29.pdf,15_9_19,1997-07-29,drilling,trip,ok,TRIP_IN,TRIP_IN,COMPLETED TIH WITH WHIPSTOCK TO 2170 M.
31,C:\Users\user\Downloads\eilink_ra_ds\eilink_ra_ds\data\raw_pdfs\15_9_19_A_1997_07_29.pdf,15_9_19,1997-07-29,interruption,sidetra,fail,CIRCULATE,CIRCULATE,ATTEMPTED TO CIRCULATE; STRING PLUGGED. RU & REVERSE CIRCULATED 1 DRILLSTRING VOLUME & UNPLUGGED STRING. ck
32,C:\Users\user\Downloads\eilink_ra_ds\eilink_ra_ds\data\raw_pdfs\15_9_19_A_1997_07_29.pdf,15_9_19,1997-07-29,interruption,sidetra,ok,DRILL,DRILL,ORIENTED WHIPSTOCK USING MWD. SET ANCHOR ON WHIPSTOCK. ck
33,C:\Users\user\Downloads\eilink_ra_ds\eilink_ra_ds\data\raw_pdfs\15_9_19_A_1997_07_29.pdf,15_9_19,1997-07-29,interruption,sidetra,ok,CASING,CASING,"CUT WINDOW IN 9 5/8"" CASING USING WHIPSTOCK. TOP OF WINDOW = 2178 M; BOTTOM OF WINDOW = 2183 M. FLOW RATE = APPROX. 1000 L ck PM AT 74 BAR."
34,C:\Users\user\Downloads\eilink_ra_ds\eilink_ra_ds\data\raw_pdfs\15_9_19_A_1997_07_29.pdf,15_9_19,1997-07-29,interruption,sidetra,ok,DRILL,DRILL,DRILLED/MILLED NEW FORMATION FROM 2183 - 2198M. FLOW RATE = 1500 LPM AT 125 BAR. ck
35,C:\Users\user\Downloads\eilink_ra_ds\eilink_ra_ds\data\raw_pdfs\15_9_19_A_1997_07_30.pdf,15_9_19,1997-07-30,interruption,sidetrack,ok,DRILL,DRILL,FINISHED DRILLING TO 2202 M - TOTAL OF 19 M OF FORMATION DRILLED BEYOND WINDOW'S BOTTOM. PU & SO THROUGH WINDOW 5 TIMES - N O PROBLEMS.
36,C:\Users\user\Downloads\eilink_ra_ds\eilink_ra_ds\data\raw_pdfs\15_9_19_A_1997_07_30.pdf,15_9_19,1997-07-30,drilling,circulating cond,ok,CIRCULATE,CIRCULATE|BOP_OPERATION,PU ABOVE TOP OF WINDOW & PUMPED 5 M3 HI-VIS PILL. CIRCULATED HOLE CLEAN AT 2000 LPM AT 195 BAR. FLUSHED CHOKE & KILL LINES & B itioning OOSTED RISER.
37,C:\Users\user\Downloads\eilink_ra_ds\eilink_ra_ds\data\raw_pdfs\15_9_19_A_1997_07_30.pdf,15_9_19,1997-07-30,drilling,trip,ok,TRIP_OUT,TRIP_OUT|DRILL,POOH TO MU DRILLING BHA.
38,C:\Users\user\Downloads\eilink_ra_ds\eilink_ra_ds\data\raw_pdfs\15_9_19_A_1997_07_30.pdf,15_9_19,1997-07-30,drilling,trip,ok,OTHER,OTHER,FINISHED HANDLING WHIPSTOCK/MILLING BHA.
39,C:\Users\user\Downloads\eilink_ra_ds\eilink_ra_ds\data\raw_pdfs\15_9_19_A_1997_07_30.pdf,15_9_19,1997-07-30,drilling,trip,ok,TRIP_IN,TRIP_IN|DRILL,"MU DRILLING BHA & TIH TO 430 M WITH NEW 8 1/2"" PDC BIT."
40,C:\Users\user\Downloads\eilink_ra_ds\eilink_ra_ds\data\raw_pdfs\15_9_19_A_1997_07_30.pdf,15_9_19,1997-07-30,drilling,other,ok,OTHER,OTHER,S/C DRILLINE.
41,C:\Users\user\Downloads\eilink_ra_ds\eilink_ra_ds\data\raw_pdfs\15_9_19_A_1997_07_30.pdf,15_9_19,1997-07-30,interruption,maintain,fail,REPAIR,REPAIR,ELECTRICAL PROBLEM WITH TOP DRIVE SYSTEM; REPAIRED SAME.
42,C:\Users\user\Downloads\eilink_ra_ds\eilink_ra_ds\data\raw_pdfs\15_9_19_A_1997_07_30.pdf,15_9_19,1997-07-30,drilling,trip,ok,TRIP_IN,TRIP_IN,CONTINUED TO TIH TO 2161 M.
43,C:\Users\user\Downloads\eilink_ra_ds\eilink_ra_ds\data\raw_pdfs\15_9_19_A_1997_07_30.pdf,15_9_19,1997-07-30,drilling,trip,ok,DRILL,DRILL,ORIENTED TOOL-FACE.
44,C:\Users\user\Downloads\eilink_ra_ds\eilink_ra_ds\data\raw_pdfs\15_9_19_A_1997_07_30.pdf,15_9_19,1997-07-30,drilling,trip,ok,TRIP_IN,TRIP_IN|CIRCULATE|CASING,RIH SLOWLY-NO ROTATION OR CIRCULATION-FROM 2161 - 2190 M. WINDOW IN CASING FROM 2178 - 2183 M. MADE CHECK TRIP TO 2175 M; NO P ROBLEMS PASSING THROUGH WINDOW.
45,C:\Users\user\Downloads\eilink_ra_ds\eilink_ra_ds\data\raw_pdfs\15_9_19_A_1997_07_30.pdf,15_9_19,1997-07-30,drilling,trip,ok,EQUIPMENT_FAILURE,EQUIPMENT_FAILURE|CIRCULATE,BROKE CIRCULATION. WASHED DOWN FROM 2190 - 2202 M / TD.
46,C:\Users\user\Downloads\eilink_ra_ds\eilink_ra_ds\data\raw_pdfs\15_9_19_A_1997_07_30.pdf,15_9_19,1997-07-30,drilling,drill,ok,DRILL,DRILL,"DRILLED/ORIENTED 8 1/2"" HOLE FROM 2202 - 2311 M."
47,C:\Users\user\Downloads\eilink_ra_ds\eilink_ra_ds\data\raw_pdfs\15_9_19_A_1997_07_31.pdf,15_9_19,1997-07-31,drilling,drill,ok,DRILL,DRILL,"DRILLED/ORIENTED 8 1/2"" HOLE FROM 2311 - 2405 M ."
48,C:\Users\user\Downloads\eilink_ra_ds\eilink_ra_ds\data\raw_pdfs\15_9_19_A_1997_07_31.pdf,15_9_19,1997-07-31,drilling,drill,ok,DRILL,DRILL,"DRILLED/ORIENTED 8 1/2"" HOLE FROM 2405-2653 M."
49,C:\Users\user\Downloads\eilink_ra_ds\eilink_ra_ds\data\raw_pdfs\15_9_19_A_1997_07_31.pdf,15_9_19,1997-07-31,drilling,circulating,ok,CIRCULATE,CIRCULATE,CIRCULATED TO CLEAN HOLE. conditioning
50,C:\Users\user\Downloads\eilink_ra_ds\eilink_ra_ds\data\raw_pdfs\15_9_19_A_1997_07_31.pdf,15_9_19,1997-07-31,drilling,drill,ok,DRILL,DRILL,"DRILLED/ORIENTED 8 1/2"" HOLE FROM 2653 - 2711 M ."
51,C:\Users\user\Downloads\eilink_ra_ds\eilink_ra_ds\data\raw_pdfs\15_9_19_A_1997_08_01.pdf,15_9_19,1997-08-01,drilling,drill,ok,DRILL,DRILL,"DRILLED/ORIENTED 8 1/2"" HOLE FROM 2711 - 2768 M. HAD PROBLEMS TURNING WELLPATH TO THE RIGHT."
52,C:\Users\user\Downloads\eilink_ra_ds\eilink_ra_ds\data\raw_pdfs\15_9_19_A_1997_08_01.pdf,15_9_19,1997-08-01,drilling,circulating,ok,TRIP_OUT,TRIP_OUT|CIRCULATE,CIRCULATED HOLE CLEAN IN PREPARATION FOR TRIP OUT. conditioning
53,C:\Users\user\Downloads\eilink_ra_ds\eilink_ra_ds\data\raw_pdfs\15_9_19_A_1997_08_01.pdf,15_9_19,1997-08-01,drilling,trip,ok,TRIP_OUT,TRIP_OUT|SURVEY,"POOH FOR BHA CHANGE DUE TO DIRECTIONAL PROBLEM - NOT ENOUGH TURN TO RIGHT IN AZIMUTH. NOTE-NO PROBLEM IN TOH THROUGH 9 5/8"" CASIN G WINDOW. UNABLE TO DOWNLOAD MEMORY FROM MWD AFTER TRYING FOR 1 HOUR."
54,C:\Users\user\Downloads\eilink_ra_ds\eilink_ra_ds\data\raw_pdfs\15_9_19_A_1997_08_01.pdf,15_9_19,1997-08-01,drilling,trip,ok,TRIP_IN,TRIP_IN,"INCREASED AKO MOTOR FROM 1,2 DEGREES TO 1,5 DEGREES & MU INSERT BIT FOR DIRECTIONAL REASON/CONTROL. TIH TO 2768 M -TD. NOTE-TOOK 5 M T WEIGHT TO PASS THROUGH WINDOW WITH MOTOR/BIT."
55,C:\Users\user\Downloads\eilink_ra_ds\eilink_ra_ds\data\raw_pdfs\15_9_19_A_1997_08_01.pdf,15_9_19,1997-08-01,drilling,circulating,ok,CIRCULATE,CIRCULATE|SURVEY,CIRCULATED HOLE CLEAN IN PREPARATION FOR RUNNING GYRO SURVEY INSIDE OF DRILLSTRING. (CIRCULATION RATE = 2500 LPM AT 290 BAR.) NOTE: PR conditioning EPARED/RU TO RUN GYRO WHILE CIRCULATING.
56,C:\Users\user\Downloads\eilink_ra_ds\eilink_ra_ds\data\raw_pdfs\15_9_19_A_1997_08_01.pdf,15_9_19,1997-08-01,drilling,survey,ok,CIRCULATE,CIRCULATE|SURVEY,CONTINUED CIRCULATING WHILE RU TO RUN GYRO.
57,C:\Users\user\Downloads\eilink_ra_ds\eilink_ra_ds\data\raw_pdfs\15_9_19_A_1997_08_02.pdf,15_9_19,1997-08-02,drilling --,,ok,CIRCULATE,CIRCULATE|SURVEY,CONTINUED CIRCULATING WHILE RU TO RUN GYRO. survey
58,C:\Users\user\Downloads\eilink_ra_ds\eilink_ra_ds\data\raw_pdfs\15_9_19_A_1997_08_02.pdf,15_9_19,1997-08-02,drilling --,,ok,TRIP_OUT,TRIP_OUT|TRIP_IN|SURVEY,MU SIDE-ENTRY SUB INTO DRILLSTRING & RIH WITH GYRO ON ATLAS E/LINE. BIT 1 JOINT OFF BOTTOM DURING SURVEY. RAN GYRO FROM 1880 TO 2710 M. POOH WITH GY survey RO & RD SIDE-ENTRY SUB.
59,C:\Users\user\Downloads\eilink_ra_ds\eilink_ra_ds\data\raw_pdfs\15_9_19_A_1997_08_02.pdf,15_9_19,1997-08-02,drilling --,,ok,DRILL,DRILL,DRILLED FROM 2768 - 2771 M / SLIDING. drill
60,C:\Users\user\Downloads\eilink_ra_ds\eilink_ra_ds\data\raw_pdfs\15_9_19_A_1997_08_02.pdf,15_9_19,1997-08-02,drilling --,,ok,DRILL,DRILL,"DRILLED FROM 2771-2783 M. DECREASE IN ROP - TOOK APPROX. 2,5 HRS. TO DRILL LAST METER. drill"
61,C:\Users\user\Downloads\eilink_ra_ds\eilink_ra_ds\data\raw_pdfs\15_9_19_A_1997_08_02.pdf,15_9_19,1997-08-02,drilling --,,ok,TRIP_OUT,TRIP_OUT|FLOW_CHECK,FLOW CHECKED & PUMPED SLUG. POOH TO 2190 M WITH NO PROBLEMS. trip
62,C:\Users\user\Downloads\eilink_ra_ds\eilink_ra_ds\data\raw_pdfs\15_9_19_A_1997_08_02.pdf,15_9_19,1997-08-02,drilling --,,fail,CIRCULATE,CIRCULATE|DRILL,CIRCULATED W/2500LPM & ORIENTED TOOLFACE PRIOR TO PULLING THROUGH CSG. WINDOW. HOLE PACKED-OFF & STRING TORQUED-UP & LOST CIRC-STRING STUCK 2 drill MIN. WORKED STRING FREE BY GOING DOWNWARDS;MAX WEIGH
63,C:\Users\user\Downloads\eilink_ra_ds\eilink_ra_ds\data\raw_pdfs\15_9_19_A_1997_08_02.pdf,15_9_19,1997-08-02,drilling --,,fail,CIRCULATE,CIRCULATE|DRILL,WORKED STRING DOWN TO 2199 M BIT DEPTH - 16 M BELOW WINDOW'S BOTTOM. HOLE PACKED-OFF;LOST CIRCULATION SEVERAL TIMES. ATTEMPTED TO ESTABLISH CI drill RCULATION - IN STEPS - AT DIFFERENT FLOW RATES WHIL
64,C:\Users\user\Downloads\eilink_ra_ds\eilink_ra_ds\data\raw_pdfs\15_9_19_A_1997_08_02.pdf,15_9_19,1997-08-02,drilling --,,fail,TRIP_OUT,TRIP_OUT|CIRCULATE|DRILL,FINALLY ESTABLISHED CIRCULATION WITH FULL RETURNS AT 1860 LPM/164 BAR. STARTED MOVING UPWARDS TOWARD WINDOW-STOPPED AT 2188 M. ORIENTED TOOL- F drill ACE & THEN FLOW CHECKED. STARTED PULLING UP WHILE 
65,C:\Users\user\Downloads\eilink_ra_ds\eilink_ra_ds\data\raw_pdfs\15_9_19_A_1997_08_02.pdf,15_9_19,1997-08-02,drilling --,,ok,TRIP_OUT,TRIP_OUT|BOP_OPERATION|FLOW_CHECK,AT 2167 M - FLOW CHECKED FOR 15 MINUTES; HOLE STATIC. FLUSHED CHOKE & KILL LINES & BOOSTED RISER CLEAN. CONTINUED TO POOH WITH BHA. trip
66,C:\Users\user\Downloads\eilink_ra_ds\eilink_ra_ds\data\raw_pdfs\15_9_19_A_1997_08_03.pdf,15_9_19,1997-08-03,drilling,trip,ok,TRIP_OUT,TRIP_OUT,COMPLETED POOH.INSERT BIT WAS CORED-OUT.
67,C:\Users\user\Downloads\eilink_ra_ds\eilink_ra_ds\data\raw_pdfs\15_9_19_A_1997_08_03.pdf,15_9_19,1997-08-03,drilling,bop activi,ok,EQUIPMENT_FAILURE,EQUIPMENT_FAILURE|BOP_OPERATION,RAN BOP TEST TOOL TO WELLHEAD.TESTED PIPE RAMS & FAIL SAFE VALVES TO 20/345 BAR; TESTED BOTH ANNULARS TO 20/241 BAR. TESTED ON YELLOW ties POD. FUNCTION TESTED ON BLUE POD - FROM SUBSEA CONTROL ROOM.
68,C:\Users\user\Downloads\eilink_ra_ds\eilink_ra_ds\data\raw_pdfs\15_9_19_A_1997_08_03.pdf,15_9_19,1997-08-03,drilling,bop activi,ok,TRIP_OUT,TRIP_OUT|BOP_OPERATION,COMPLETED POOH WITH BOP TEST TOOL. ties
69,C:\Users\user\Downloads\eilink_ra_ds\eilink_ra_ds\data\raw_pdfs\15_9_19_A_1997_08_03.pdf,15_9_19,1997-08-03,drilling,trip,ok,TRIP_IN,TRIP_IN,MU SLICK BHA FOR CHECK TRIP & TIH TO 752 M.
70,C:\Users\user\Downloads\eilink_ra_ds\eilink_ra_ds\data\raw_pdfs\15_9_19_A_1997_08_03.pdf,15_9_19,1997-08-03,drilling,bop activi,ok,OTHER,OTHER,TESTED 2-TDS SAFETY VALVES & 1-KELLY COCK TO 35/345 BAR -5/10 MINUTES. ties
71,C:\Users\user\Downloads\eilink_ra_ds\eilink_ra_ds\data\raw_pdfs\15_9_19_A_1997_08_03.pdf,15_9_19,1997-08-03,drilling,trip,ok,TRIP_IN,TRIP_IN,CONTINUED TO TIH TO 2081 M.
72,C:\Users\user\Downloads\eilink_ra_ds\eilink_ra_ds\data\raw_pdfs\15_9_19_A_1997_08_03.pdf,15_9_19,1997-08-03,drilling,trip,ok,CIRCULATE,CIRCULATE|CASING,ESTABLISHED CIRC AT 2500 LPM.WASHED DOWN TO CASING WINDOW. RAN THROUGH WINDOW & PU THROUGH WINDOW WITHOUT PUMPING - NO PROBLEM S. CIRCULATED AT 1500 LPM & ROTATED AT 50 RPM & RAN THROUGH WINDOW - NO P
73,C:\Users\user\Downloads\eilink_ra_ds\eilink_ra_ds\data\raw_pdfs\15_9_19_A_1997_08_03.pdf,15_9_19,1997-08-03,drilling,ream,ok,TIGHT_HOLE,TIGHT_HOLE|TRIP_IN|DRILL,CONTINUED TIH; TOOK WEIGHT AT 2207 M. REAMED FROM 2207 - 2245 M; TIGHT HOLE FROM 2207 - 2226 M. HAD TENDENCY OF PACKING-OFF. 16300 NM= MA XIMUM TORQUE EXPERIENCED.
74,C:\Users\user\Downloads\eilink_ra_ds\eilink_ra_ds\data\raw_pdfs\15_9_19_A_1997_08_03.pdf,15_9_19,1997-08-03,drilling,trip,ok,TRIP_IN,TRIP_IN,"CONTINUED TIH; WASHED DOWN LAST 38 M TO TD - 2783 M. 0,5 M OF FILL ON BOTTOM."
75,C:\Users\user\Downloads\eilink_ra_ds\eilink_ra_ds\data\raw_pdfs\15_9_19_A_1997_08_03.pdf,15_9_19,1997-08-03,drilling,circulatin,ok,CIRCULATE,CIRCULATE,"CIRCULATED AT 2500 LPM - 204 BAR - TO CLEAN HOLE. WORKED BIT ON BOTTOM BECAUSE OF PREVIOUS BIT'S CONDITION. EXCESSIVE AMOUNT OF CUTTIN g conditioning GS BACK DURING CIRCULATION; AFTER BOTTOMS UP, CAVI"
76,C:\Users\user\Downloads\eilink_ra_ds\eilink_ra_ds\data\raw_pdfs\15_9_19_A_1997_08_03.pdf,15_9_19,1997-08-03,drilling,circulatin,ok,CIRCULATE,CIRCULATE,"INCREASED MUD WEIGHT FROM 1,50 SG TO 1,54 SG WHILE CIRCULATING AT 2200 LPM. AFTER 1,54 MUD AROUND, INCREASED FLOW RATE TO 2500 LPM - 210 g conditioning BAR - WITH NO LOSSES."
77,C:\Users\user\Downloads\eilink_ra_ds\eilink_ra_ds\data\raw_pdfs\15_9_19_A_1997_08_03.pdf,15_9_19,1997-08-03,drilling,trip,ok,TRIP_OUT,TRIP_OUT|DRILL|FLOW_CHECK,"FLOW CHECKED, PUMPED SLUG & POOH TO MU DRILLING BHA."
78,C:\Users\user\Downloads\eilink_ra_ds\eilink_ra_ds\data\raw_pdfs\15_9_19_A_1997_08_04.pdf,15_9_19,1997-08-04,drilling,circulating c,ok,CIRCULATE,CIRCULATE,"WITH TOP OF DCS 10M BELOW WINDOW, CIRCULATED BOTTOMS UP AT 2231 M BIT DEPTH. 2000 LPM = 127 BAR. NO UNUSUAL AMOUNT OF CUTTINGS A onditioning T SHAKERS."
79,C:\Users\user\Downloads\eilink_ra_ds\eilink_ra_ds\data\raw_pdfs\15_9_19_A_1997_08_04.pdf,15_9_19,1997-08-04,drilling,trip,ok,TRIP_OUT,TRIP_OUT,"CONTINUED POOH - MAXIMUM DRAG THROUGH WINDOW = 2,25 MT."
80,C:\Users\user\Downloads\eilink_ra_ds\eilink_ra_ds\data\raw_pdfs\15_9_19_A_1997_08_04.pdf,15_9_19,1997-08-04,drilling,trip,ok,DRILL,DRILL,MU NEW INSERT BIT - EHP43AFLDK - & MU SLICK DRILLING BHA WITH MOTOR & MWD.
81,C:\Users\user\Downloads\eilink_ra_ds\eilink_ra_ds\data\raw_pdfs\15_9_19_A_1997_08_04.pdf,15_9_19,1997-08-04,drilling,trip,ok,TRIP_IN,TRIP_IN|CIRCULATE|DRILL,RIH TO 2160M. ESTABLISHED CIRC WITH 2500 LPM AND ORIENTED TOOLFACE. RUN THROUGH WINDOW WITH NO ROTATION OR CIRCULATION AND CO NTINUED RIH WITH NO PROBLEMS. WASHED LAST STAND TO TD.
