pdf_path,pdf_filename,well_family,rank,keyword,tfidf_score
C:\Users\user\Downloads\eilink_ra_ds\eilink_ra_ds\data\raw_pdfs\15_9_F_10_2009_04_29.pdf,15_9_F_10_2009_04_29.pdf,15_9_F_10,6,lcm,0.175223
C:\Users\user\Downloads\eilink_ra_ds\eilink_ra_ds\data\raw_pdfs\15_9_F_10_2009_04_29.pdf,15_9_F_10_2009_04_29.pdf,15_9_F_10,7,ton,0.169457
C:\Users\user\Downloads\eilink_ra_ds\eilink_ra_ds\data\raw_pdfs\15_9_F_10_2009_04_29.pdf,15_9_F_10_2009_04_29.pdf,15_9_F_10,8,circulated min,0.167779
C:\Users\user\Downloads\eilink_ra_ds\eilink_ra_ds\data\raw_pdfs\15_9_F_10_2009_04_29.pdf,15_9_F_10_2009_04_29.pdf,15_9_F_10,9,ream,0.165696
C:\Users\user\Downloads\eilink_ra_ds\eilink_ra_ds\data\raw_pdfs\15_9_F_10_2009_04_29.pdf,15_9_F_10_2009_04_29.pdf,15_9_F_10,10,reciprocated pipe,0.16015
C:\Users\user\Downloads\eilink_ra_ds\eilink_ra_ds\data\raw_pdfs\15_9_F_10_2009_04_30.pdf,15_9_F_10_2009_04_30.pdf,15_9_F_10,1,static loss,0.212455
C:\Users\user\Downloads\eilink_ra_ds\eilink_ra_ds\data\raw_pdfs\15_9_F_10_2009_04_30.pdf,15_9_F_10_2009_04_30.pdf,15_9_F_10,2,min conditioning,0.212455
C:\Users\user\Downloads\eilink_ra_ds\eilink_ra_ds\data\raw_pdfs\15_9_F_10_2009_04_30.pdf,15_9_F_10_2009_04_30.pdf,15_9_F_10,3,reamed min,0.186843
C:\Users\user\Downloads\eilink_ra_ds\eilink_ra_ds\data\raw_pdfs\15_9_F_10_2009_04_30.pdf,15_9_F_10_2009_04_30.pdf,15_9_F_10,4,conditioning flow,0.160586
C:\Users\user\Downloads\eilink_ra_ds\eilink_ra_ds\data\raw_pdfs\15_9_F_10_2009_04_30.pdf,15_9_F_10_2009_04_30.pdf,15_9_F_10,5,conditioning,0.158865
C:\Users\user\Downloads\eilink_ra_ds\eilink_ra_ds\data\raw_pdfs\15_9_F_10_2009_04_30.pdf,15_9_F_10_2009_04_30.pdf,15_9_F_10,6,circulated shoe,0.150743
C:\Users\user\Downloads\eilink_ra_ds\eilink_ra_ds\data\raw_pdfs\15_9_F_10_2009_04_30.pdf,15_9_F_10_2009_04_30.pdf,15_9_F_10,7,shoe min,0.150743
C:\Users\user\Downloads\eilink_ra_ds\eilink_ra_ds\data\raw_pdfs\15_9_F_10_2009_04_30.pdf,15_9_F_10_2009_04_30.pdf,15_9_F_10,8,power drive,0.145585
C:\Users\user\Downloads\eilink_ra_ds\eilink_ra_ds\data\raw_pdfs\15_9_F_10_2009_04_30.pdf,15_9_F_10_2009_04_30.pdf,15_9_F_10,9,conditioning circulated,0.12956
C:\Users\user\Downloads\eilink_ra_ds\eilink_ra_ds\data\raw_pdfs\15_9_F_10_2009_04_30.pdf,15_9_F_10_2009_04_30.pdf,15_9_F_10,10,took ton,0.127357
C:\Users\user\Downloads\eilink_ra_ds\eilink_ra_ds\data\raw_pdfs\15_9_F_10_2009_05_01.pdf,15_9_F_10_2009_05_01.pdf,15_9_F_10,1,wear bushing,0.159828
C:\Users\user\Downloads\eilink_ra_ds\eilink_ra_ds\data\raw_pdfs\15_9_F_10_2009_05_01.pdf,15_9_F_10_2009_05_01.pdf,15_9_F_10,2,wear,0.154395
C:\Users\user\Downloads\eilink_ra_ds\eilink_ra_ds\data\raw_pdfs\15_9_F_10_2009_05_01.pdf,15_9_F_10_2009_05_01.pdf,15_9_F_10,3,washpipe,0.152847
C:\Users\user\Downloads\eilink_ra_ds\eilink_ra_ds\data\raw_pdfs\15_9_F_10_2009_05_01.pdf,15_9_F_10_2009_05_01.pdf,15_9_F_10,4,conditioning picked,0.143228
C:\Users\user\Downloads\eilink_ra_ds\eilink_ra_ds\data\raw_pdfs\15_9_F_10_2009_05_01.pdf,15_9_F_10_2009_05_01.pdf,15_9_F_10,5,tally,0.135759
C:\Users\user\Downloads\eilink_ra_ds\eilink_ra_ds\data\raw_pdfs\15_9_F_10_2009_05_01.pdf,15_9_F_10_2009_05_01.pdf,15_9_F_10,6,cleaned rigfloor,0.132538
C:\Users\user\Downloads\eilink_ra_ds\eilink_ra_ds\data\raw_pdfs\15_9_F_10_2009_05_01.pdf,15_9_F_10_2009_05_01.pdf,15_9_F_10,7,tool stand,0.129859
C:\Users\user\Downloads\eilink_ra_ds\eilink_ra_ds\data\raw_pdfs\15_9_F_10_2009_05_01.pdf,15_9_F_10_2009_05_01.pdf,15_9_F_10,8,box talk,0.120242
C:\Users\user\Downloads\eilink_ra_ds\eilink_ra_ds\data\raw_pdfs\15_9_F_10_2009_05_01.pdf,15_9_F_10_2009_05_01.pdf,15_9_F_10,9,bushing,0.117764
C:\Users\user\Downloads\eilink_ra_ds\eilink_ra_ds\data\raw_pdfs\15_9_F_10_2009_05_01.pdf,15_9_F_10_2009_05_01.pdf,15_9_F_10,10,pulling tool,0.112864
C:\Users\user\Downloads\eilink_ra_ds\eilink_ra_ds\data\raw_pdfs\15_9_F_10_2009_05_02.pdf,15_9_F_10_2009_05_02.pdf,15_9_F_10,1,tesco cds,0.225027
C:\Users\user\Downloads\eilink_ra_ds\eilink_ra_ds\data\raw_pdfs\15_9_F_10_2009_05_02.pdf,15_9_F_10_2009_05_02.pdf,15_9_F_10,2,cds,0.225027
C:\Users\user\Downloads\eilink_ra_ds\eilink_ra_ds\data\raw_pdfs\15_9_F_10_2009_05_02.pdf,15_9_F_10_2009_05_02.pdf,15_9_F_10,3,cds tool,0.225027
C:\Users\user\Downloads\eilink_ra_ds\eilink_ra_ds\data\raw_pdfs\15_9_F_10_2009_05_02.pdf,15_9_F_10_2009_05_02.pdf,15_9_F_10,4,tesco,0.201106
C:\Users\user\Downloads\eilink_ra_ds\eilink_ra_ds\data\raw_pdfs\15_9_F_10_2009_05_02.pdf,15_9_F_10_2009_05_02.pdf,15_9_F_10,5,casing obm,0.197898
C:\Users\user\Downloads\eilink_ra_ds\eilink_ra_ds\data\raw_pdfs\15_9_F_10_2009_05_02.pdf,15_9_F_10_2009_05_02.pdf,15_9_F_10,6,stands casing,0.173286
C:\Users\user\Downloads\eilink_ra_ds\eilink_ra_ds\data\raw_pdfs\15_9_F_10_2009_05_02.pdf,15_9_F_10_2009_05_02.pdf,15_9_F_10,7,rih stands,0.173286
C:\Users\user\Downloads\eilink_ra_ds\eilink_ra_ds\data\raw_pdfs\15_9_F_10_2009_05_02.pdf,15_9_F_10_2009_05_02.pdf,15_9_F_10,8,filled casing,0.159877
C:\Users\user\Downloads\eilink_ra_ds\eilink_ra_ds\data\raw_pdfs\15_9_F_10_2009_05_02.pdf,15_9_F_10_2009_05_02.pdf,15_9_F_10,9,pre-job safety,0.157783
C:\Users\user\Downloads\eilink_ra_ds\eilink_ra_ds\data\raw_pdfs\15_9_F_10_2009_05_02.pdf,15_9_F_10_2009_05_02.pdf,15_9_F_10,10,safety meeting,0.14481
C:\Users\user\Downloads\eilink_ra_ds\eilink_ra_ds\data\raw_pdfs\15_9_F_10_2009_05_03.pdf,15_9_F_10_2009_05_03.pdf,15_9_F_10,1,gradually increased,0.219017
C:\Users\user\Downloads\eilink_ra_ds\eilink_ra_ds\data\raw_pdfs\15_9_F_10_2009_05_03.pdf,15_9_F_10_2009_05_03.pdf,15_9_F_10,2,casing string,0.197916
C:\Users\user\Downloads\eilink_ra_ds\eilink_ra_ds\data\raw_pdfs\15_9_F_10_2009_05_03.pdf,15_9_F_10_2009_05_03.pdf,15_9_F_10,3,casing stand,0.187208
C:\Users\user\Downloads\eilink_ra_ds\eilink_ra_ds\data\raw_pdfs\15_9_F_10_2009_05_03.pdf,15_9_F_10_2009_05_03.pdf,15_9_F_10,4,gradually,0.179427
C:\Users\user\Downloads\eilink_ra_ds\eilink_ra_ds\data\raw_pdfs\15_9_F_10_2009_05_03.pdf,15_9_F_10_2009_05_03.pdf,15_9_F_10,5,worked casing,0.175567
C:\Users\user\Downloads\eilink_ra_ds\eilink_ra_ds\data\raw_pdfs\15_9_F_10_2009_05_03.pdf,15_9_F_10_2009_05_03.pdf,15_9_F_10,6,max tons,0.164639
C:\Users\user\Downloads\eilink_ra_ds\eilink_ra_ds\data\raw_pdfs\15_9_F_10_2009_05_03.pdf,15_9_F_10_2009_05_03.pdf,15_9_F_10,7,circulation gradually,0.164639
C:\Users\user\Downloads\eilink_ra_ds\eilink_ra_ds\data\raw_pdfs\15_9_F_10_2009_05_03.pdf,15_9_F_10_2009_05_03.pdf,15_9_F_10,8,increased rate,0.152477
C:\Users\user\Downloads\eilink_ra_ds\eilink_ra_ds\data\raw_pdfs\15_9_F_10_2009_05_03.pdf,15_9_F_10_2009_05_03.pdf,15_9_F_10,9,washed casing,0.139096
C:\Users\user\Downloads\eilink_ra_ds\eilink_ra_ds\data\raw_pdfs\15_9_F_10_2009_05_03.pdf,15_9_F_10_2009_05_03.pdf,15_9_F_10,10,tons weight,0.128284
C:\Users\user\Downloads\eilink_ra_ds\eilink_ra_ds\data\raw_pdfs\15_9_F_10_2009_05_04.pdf,15_9_F_10_2009_05_04.pdf,15_9_F_10,1,asing,0.231755
C:\Users\user\Downloads\eilink_ra_ds\eilink_ra_ds\data\raw_pdfs\15_9_F_10_2009_05_04.pdf,15_9_F_10_2009_05_04.pdf,15_9_F_10,2,washed casing,0.180442
C:\Users\user\Downloads\eilink_ra_ds\eilink_ra_ds\data\raw_pdfs\15_9_F_10_2009_05_04.pdf,15_9_F_10_2009_05_04.pdf,15_9_F_10,3,cementing head,0.171767
C:\Users\user\Downloads\eilink_ra_ds\eilink_ra_ds\data\raw_pdfs\15_9_F_10_2009_05_04.pdf,15_9_F_10_2009_05_04.pdf,15_9_F_10,4,circulation gradually,0.171767
C:\Users\user\Downloads\eilink_ra_ds\eilink_ra_ds\data\raw_pdfs\15_9_F_10_2009_05_04.pdf,15_9_F_10_2009_05_04.pdf,15_9_F_10,5,gradually increased,0.171767
C:\Users\user\Downloads\eilink_ra_ds\eilink_ra_ds\data\raw_pdfs\15_9_F_10_2009_05_04.pdf,15_9_F_10_2009_05_04.pdf,15_9_F_10,6,cementing,0.159356
C:\Users\user\Downloads\eilink_ra_ds\eilink_ra_ds\data\raw_pdfs\15_9_F_10_2009_05_04.pdf,15_9_F_10_2009_05_04.pdf,15_9_F_10,7,gradually,0.140718
C:\Users\user\Downloads\eilink_ra_ds\eilink_ra_ds\data\raw_pdfs\15_9_F_10_2009_05_04.pdf,15_9_F_10_2009_05_04.pdf,15_9_F_10,8,casing cementing,0.13858
C:\Users\user\Downloads\eilink_ra_ds\eilink_ra_ds\data\raw_pdfs\15_9_F_10_2009_05_04.pdf,15_9_F_10_2009_05_04.pdf,15_9_F_10,9,casing asing,0.13858
C:\Users\user\Downloads\eilink_ra_ds\eilink_ra_ds\data\raw_pdfs\15_9_F_10_2009_05_04.pdf,15_9_F_10_2009_05_04.pdf,15_9_F_10,10,rate washed,0.126687
C:\Users\user\Downloads\eilink_ra_ds\eilink_ra_ds\data\raw_pdfs\15_9_F_10_2009_05_05.pdf,15_9_F_10_2009_05_05.pdf,15_9_F_10,1,pre-job safety,0.154178
C:\Users\user\Downloads\eilink_ra_ds\eilink_ra_ds\data\raw_pdfs\15_9_F_10_2009_05_05.pdf,15_9_F_10_2009_05_05.pdf,15_9_F_10,2,bop wellh,0.145851
C:\Users\user\Downloads\eilink_ra_ds\eilink_ra_ds\data\raw_pdfs\15_9_F_10_2009_05_05.pdf,15_9_F_10_2009_05_05.pdf,15_9_F_10,3,wellh ead,0.145851
C:\Users\user\Downloads\eilink_ra_ds\eilink_ra_ds\data\raw_pdfs\15_9_F_10_2009_05_05.pdf,15_9_F_10_2009_05_05.pdf,15_9_F_10,4,wellh,0.145851
C:\Users\user\Downloads\eilink_ra_ds\eilink_ra_ds\data\raw_pdfs\15_9_F_10_2009_05_05.pdf,15_9_F_10_2009_05_05.pdf,15_9_F_10,5,safety meeting,0.141501
C:\Users\user\Downloads\eilink_ra_ds\eilink_ra_ds\data\raw_pdfs\15_9_F_10_2009_05_05.pdf,15_9_F_10_2009_05_05.pdf,15_9_F_10,6,involved personnel,0.136746
C:\Users\user\Downloads\eilink_ra_ds\eilink_ra_ds\data\raw_pdfs\15_9_F_10_2009_05_05.pdf,15_9_F_10_2009_05_05.pdf,15_9_F_10,7,meeting involved,0.136746
C:\Users\user\Downloads\eilink_ra_ds\eilink_ra_ds\data\raw_pdfs\15_9_F_10_2009_05_05.pdf,15_9_F_10_2009_05_05.pdf,15_9_F_10,8,equip ment,0.131393
C:\Users\user\Downloads\eilink_ra_ds\eilink_ra_ds\data\raw_pdfs\15_9_F_10_2009_05_05.pdf,15_9_F_10_2009_05_05.pdf,15_9_F_10,9,ead,0.131393
C:\Users\user\Downloads\eilink_ra_ds\eilink_ra_ds\data\raw_pdfs\15_9_F_10_2009_05_05.pdf,15_9_F_10_2009_05_05.pdf,15_9_F_10,10,floor casing,0.125474
C:\Users\user\Downloads\eilink_ra_ds\eilink_ra_ds\data\raw_pdfs\15_9_F_10_2009_05_06.pdf,15_9_F_10_2009_05_06.pdf,15_9_F_10,1,pre-job safety,0.183504
C:\Users\user\Downloads\eilink_ra_ds\eilink_ra_ds\data\raw_pdfs\15_9_F_10_2009_05_06.pdf,15_9_F_10_2009_05_06.pdf,15_9_F_10,2,safety meeting,0.168416
C:\Users\user\Downloads\eilink_ra_ds\eilink_ra_ds\data\raw_pdfs\15_9_F_10_2009_05_06.pdf,15_9_F_10_2009_05_06.pdf,15_9_F_10,3,meeting involved,0.162756
C:\Users\user\Downloads\eilink_ra_ds\eilink_ra_ds\data\raw_pdfs\15_9_F_10_2009_05_06.pdf,15_9_F_10_2009_05_06.pdf,15_9_F_10,4,involved personnel,0.162756
C:\Users\user\Downloads\eilink_ra_ds\eilink_ra_ds\data\raw_pdfs\15_9_F_10_2009_05_06.pdf,15_9_F_10_2009_05_06.pdf,15_9_F_10,5,involved,0.144725
C:\Users\user\Downloads\eilink_ra_ds\eilink_ra_ds\data\raw_pdfs\15_9_F_10_2009_05_06.pdf,15_9_F_10_2009_05_06.pdf,15_9_F_10,6,arc tool,0.144229
C:\Users\user\Downloads\eilink_ra_ds\eilink_ra_ds\data\raw_pdfs\15_9_F_10_2009_05_06.pdf,15_9_F_10_2009_05_06.pdf,15_9_F_10,7,personnel,0.141719
C:\Users\user\Downloads\eilink_ra_ds\eilink_ra_ds\data\raw_pdfs\15_9_F_10_2009_05_06.pdf,15_9_F_10_2009_05_06.pdf,15_9_F_10,8,safety,0.137642
C:\Users\user\Downloads\eilink_ra_ds\eilink_ra_ds\data\raw_pdfs\15_9_F_10_2009_05_06.pdf,15_9_F_10_2009_05_06.pdf,15_9_F_10,9,ltr,0.135447
C:\Users\user\Downloads\eilink_ra_ds\eilink_ra_ds\data\raw_pdfs\15_9_F_10_2009_05_06.pdf,15_9_F_10_2009_05_06.pdf,15_9_F_10,10,held pre-job,0.134571
C:\Users\user\Downloads\eilink_ra_ds\eilink_ra_ds\data\raw_pdfs\15_9_F_10_2009_05_07.pdf,15_9_F_10_2009_05_07.pdf,15_9_F_10,1,tons wob,0.192976
C:\Users\user\Downloads\eilink_ra_ds\eilink_ra_ds\data\raw_pdfs\15_9_F_10_2009_05_07.pdf,15_9_F_10_2009_05_07.pdf,15_9_F_10,2,torq,0.186436
C:\Users\user\Downloads\eilink_ra_ds\eilink_ra_ds\data\raw_pdfs\15_9_F_10_2009_05_07.pdf,15_9_F_10_2009_05_07.pdf,15_9_F_10,3,free rotating,0.181038
C:\Users\user\Downloads\eilink_ra_ds\eilink_ra_ds\data\raw_pdfs\15_9_F_10_2009_05_07.pdf,15_9_F_10_2009_05_07.pdf,15_9_F_10,4,wob tons,0.176474
C:\Users\user\Downloads\eilink_ra_ds\eilink_ra_ds\data\raw_pdfs\15_9_F_10_2009_05_07.pdf,15_9_F_10_2009_05_07.pdf,15_9_F_10,5,tons,0.172821
C:\Users\user\Downloads\eilink_ra_ds\eilink_ra_ds\data\raw_pdfs\15_9_F_10_2009_05_07.pdf,15_9_F_10_2009_05_07.pdf,15_9_F_10,6,emw,0.162636
C:\Users\user\Downloads\eilink_ra_ds\eilink_ra_ds\data\raw_pdfs\15_9_F_10_2009_05_07.pdf,15_9_F_10_2009_05_07.pdf,15_9_F_10,7,tons ecd,0.159213
C:\Users\user\Downloads\eilink_ra_ds\eilink_ra_ds\data\raw_pdfs\15_9_F_10_2009_05_07.pdf,15_9_F_10_2009_05_07.pdf,15_9_F_10,8,stands derrick,0.155199
C:\Users\user\Downloads\eilink_ra_ds\eilink_ra_ds\data\raw_pdfs\15_9_F_10_2009_05_07.pdf,15_9_F_10_2009_05_07.pdf,15_9_F_10,9,emw rop,0.148656
C:\Users\user\Downloads\eilink_ra_ds\eilink_ra_ds\data\raw_pdfs\15_9_F_10_2009_05_07.pdf,15_9_F_10_2009_05_07.pdf,15_9_F_10,10,esd,0.146912
C:\Users\user\Downloads\eilink_ra_ds\eilink_ra_ds\data\raw_pdfs\15_9_F_10_2009_05_08.pdf,15_9_F_10_2009_05_08.pdf,15_9_F_10,1,drawwork,0.20511
C:\Users\user\Downloads\eilink_ra_ds\eilink_ra_ds\data\raw_pdfs\15_9_F_10_2009_05_08.pdf,15_9_F_10_2009_05_08.pdf,15_9_F_10,2,xceed,0.199599
C:\Users\user\Downloads\eilink_ra_ds\eilink_ra_ds\data\raw_pdfs\15_9_F_10_2009_05_08.pdf,15_9_F_10_2009_05_08.pdf,15_9_F_10,3,stands derrick,0.164958
C:\Users\user\Downloads\eilink_ra_ds\eilink_ra_ds\data\raw_pdfs\15_9_F_10_2009_05_08.pdf,15_9_F_10_2009_05_08.pdf,15_9_F_10,4,problem,0.144396
C:\Users\user\Downloads\eilink_ra_ds\eilink_ra_ds\data\raw_pdfs\15_9_F_10_2009_05_08.pdf,15_9_F_10_2009_05_08.pdf,15_9_F_10,5,observed problem,0.140599
C:\Users\user\Downloads\eilink_ra_ds\eilink_ra_ds\data\raw_pdfs\15_9_F_10_2009_05_08.pdf,15_9_F_10_2009_05_08.pdf,15_9_F_10,6,motors,0.140599
C:\Users\user\Downloads\eilink_ra_ds\eilink_ra_ds\data\raw_pdfs\15_9_F_10_2009_05_08.pdf,15_9_F_10_2009_05_08.pdf,15_9_F_10,7,unable obtain,0.136529
C:\Users\user\Downloads\eilink_ra_ds\eilink_ra_ds\data\raw_pdfs\15_9_F_10_2009_05_08.pdf,15_9_F_10_2009_05_08.pdf,15_9_F_10,8,investigated problem,0.130105
C:\Users\user\Downloads\eilink_ra_ds\eilink_ra_ds\data\raw_pdfs\15_9_F_10_2009_05_08.pdf,15_9_F_10_2009_05_08.pdf,15_9_F_10,9,pair,0.127476
C:\Users\user\Downloads\eilink_ra_ds\eilink_ra_ds\data\raw_pdfs\15_9_F_10_2009_05_08.pdf,15_9_F_10_2009_05_08.pdf,15_9_F_10,10,racked stands,0.125123
C:\Users\user\Downloads\eilink_ra_ds\eilink_ra_ds\data\raw_pdfs\15_9_F_10_2009_05_09.pdf,15_9_F_10_2009_05_09.pdf,15_9_F_10,1,xceed,0.210206
C:\Users\user\Downloads\eilink_ra_ds\eilink_ra_ds\data\raw_pdfs\15_9_F_10_2009_05_09.pdf,15_9_F_10_2009_05_09.pdf,15_9_F_10,2,note hard,0.203957
C:\Users\user\Downloads\eilink_ra_ds\eilink_ra_ds\data\raw_pdfs\15_9_F_10_2009_05_09.pdf,15_9_F_10_2009_05_09.pdf,15_9_F_10,3,stringers,0.201555
C:\Users\user\Downloads\eilink_ra_ds\eilink_ra_ds\data\raw_pdfs\15_9_F_10_2009_05_09.pdf,15_9_F_10_2009_05_09.pdf,15_9_F_10,4,rop note,0.196977
C:\Users\user\Downloads\eilink_ra_ds\eilink_ra_ds\data\raw_pdfs\15_9_F_10_2009_05_09.pdf,15_9_F_10_2009_05_09.pdf,15_9_F_10,5,tons ecd,0.191274
C:\Users\user\Downloads\eilink_ra_ds\eilink_ra_ds\data\raw_pdfs\15_9_F_10_2009_05_09.pdf,15_9_F_10_2009_05_09.pdf,15_9_F_10,6,wob tons,0.186452
C:\Users\user\Downloads\eilink_ra_ds\eilink_ra_ds\data\raw_pdfs\15_9_F_10_2009_05_09.pdf,15_9_F_10_2009_05_09.pdf,15_9_F_10,7,note,0.144227
C:\Users\user\Downloads\eilink_ra_ds\eilink_ra_ds\data\raw_pdfs\15_9_F_10_2009_05_09.pdf,15_9_F_10_2009_05_09.pdf,15_9_F_10,8,ecd rop,0.141992
C:\Users\user\Downloads\eilink_ra_ds\eilink_ra_ds\data\raw_pdfs\15_9_F_10_2009_05_09.pdf,15_9_F_10_2009_05_09.pdf,15_9_F_10,9,hard,0.135229
C:\Users\user\Downloads\eilink_ra_ds\eilink_ra_ds\data\raw_pdfs\15_9_F_10_2009_05_09.pdf,15_9_F_10_2009_05_09.pdf,15_9_F_10,10,tons,0.131933
C:\Users\user\Downloads\eilink_ra_ds\eilink_ra_ds\data\raw_pdfs\15_9_F_10_2009_05_10.pdf,15_9_F_10_2009_05_10.pdf,15_9_F_10,1,different wob,0.281287
C:\Users\user\Downloads\eilink_ra_ds\eilink_ra_ds\data\raw_pdfs\15_9_F_10_2009_05_10.pdf,15_9_F_10_2009_05_10.pdf,15_9_F_10,2,stringers,0.277974
C:\Users\user\Downloads\eilink_ra_ds\eilink_ra_ds\data\raw_pdfs\15_9_F_10_2009_05_10.pdf,15_9_F_10_2009_05_10.pdf,15_9_F_10,3,rop note,0.27166
C:\Users\user\Downloads\eilink_ra_ds\eilink_ra_ds\data\raw_pdfs\15_9_F_10_2009_05_10.pdf,15_9_F_10_2009_05_10.pdf,15_9_F_10,4,tons ecd,0.263795
C:\Users\user\Downloads\eilink_ra_ds\eilink_ra_ds\data\raw_pdfs\15_9_F_10_2009_05_10.pdf,15_9_F_10_2009_05_10.pdf,15_9_F_10,5,wob tons,0.257145
C:\Users\user\Downloads\eilink_ra_ds\eilink_ra_ds\data\raw_pdfs\15_9_F_10_2009_05_10.pdf,15_9_F_10_2009_05_10.pdf,15_9_F_10,6,wob parameters,0.251385
C:\Users\user\Downloads\eilink_ra_ds\eilink_ra_ds\data\raw_pdfs\15_9_F_10_2009_05_10.pdf,15_9_F_10_2009_05_10.pdf,15_9_F_10,7,different,0.233893
C:\Users\user\Downloads\eilink_ra_ds\eilink_ra_ds\data\raw_pdfs\15_9_F_10_2009_05_10.pdf,15_9_F_10_2009_05_10.pdf,15_9_F_10,8,note,0.198911
C:\Users\user\Downloads\eilink_ra_ds\eilink_ra_ds\data\raw_pdfs\15_9_F_10_2009_05_10.pdf,15_9_F_10_2009_05_10.pdf,15_9_F_10,9,ecd rop,0.195828
C:\Users\user\Downloads\eilink_ra_ds\eilink_ra_ds\data\raw_pdfs\15_9_F_10_2009_05_10.pdf,15_9_F_10_2009_05_10.pdf,15_9_F_10,10,hard,0.1865
C:\Users\user\Downloads\eilink_ra_ds\eilink_ra_ds\data\raw_pdfs\15_9_F_10_2009_05_11.pdf,15_9_F_10_2009_05_11.pdf,15_9_F_10,1,drawwork,0.172036
C:\Users\user\Downloads\eilink_ra_ds\eilink_ra_ds\data\raw_pdfs\15_9_F_10_2009_05_11.pdf,15_9_F_10_2009_05_11.pdf,15_9_F_10,2,shetland,0.151828
C:\Users\user\Downloads\eilink_ra_ds\eilink_ra_ds\data\raw_pdfs\15_9_F_10_2009_05_11.pdf,15_9_F_10_2009_05_11.pdf,15_9_F_10,3,loose connection,0.151828
C:\Users\user\Downloads\eilink_ra_ds\eilink_ra_ds\data\raw_pdfs\15_9_F_10_2009_05_11.pdf,15_9_F_10_2009_05_11.pdf,15_9_F_10,4,different wob,0.151828
C:\Users\user\Downloads\eilink_ra_ds\eilink_ra_ds\data\raw_pdfs\15_9_F_10_2009_05_11.pdf,15_9_F_10_2009_05_11.pdf,15_9_F_10,5,optimise rop,0.146632
C:\Users\user\Downloads\eilink_ra_ds\eilink_ra_ds\data\raw_pdfs\15_9_F_10_2009_05_11.pdf,15_9_F_10_2009_05_11.pdf,15_9_F_10,6,optimise,0.146632
C:\Users\user\Downloads\eilink_ra_ds\eilink_ra_ds\data\raw_pdfs\15_9_F_10_2009_05_11.pdf,15_9_F_10_2009_05_11.pdf,15_9_F_10,7,decided pooh,0.146632
C:\Users\user\Downloads\eilink_ra_ds\eilink_ra_ds\data\raw_pdfs\15_9_F_10_2009_05_11.pdf,15_9_F_10_2009_05_11.pdf,15_9_F_10,8,tons ecd,0.142387
C:\Users\user\Downloads\eilink_ra_ds\eilink_ra_ds\data\raw_pdfs\15_9_F_10_2009_05_11.pdf,15_9_F_10_2009_05_11.pdf,15_9_F_10,9,hard formation,0.142387
C:\Users\user\Downloads\eilink_ra_ds\eilink_ra_ds\data\raw_pdfs\15_9_F_10_2009_05_11.pdf,15_9_F_10_2009_05_11.pdf,15_9_F_10,10,wob tons,0.138798
C:\Users\user\Downloads\eilink_ra_ds\eilink_ra_ds\data\raw_pdfs\15_9_F_10_2009_05_12.pdf,15_9_F_10_2009_05_12.pdf,15_9_F_10,1,weight washed,0.160435
C:\Users\user\Downloads\eilink_ra_ds\eilink_ra_ds\data\raw_pdfs\15_9_F_10_2009_05_12.pdf,15_9_F_10_2009_05_12.pdf,15_9_F_10,2,rih took,0.139439
C:\Users\user\Downloads\eilink_ra_ds\eilink_ra_ds\data\raw_pdfs\15_9_F_10_2009_05_12.pdf,15_9_F_10_2009_05_12.pdf,15_9_F_10,3,flowrate,0.13849
C:\Users\user\Downloads\eilink_ra_ds\eilink_ra_ds\data\raw_pdfs\15_9_F_10_2009_05_12.pdf,15_9_F_10_2009_05_12.pdf,15_9_F_10,4,initial loss,0.130002
C:\Users\user\Downloads\eilink_ra_ds\eilink_ra_ds\data\raw_pdfs\15_9_F_10_2009_05_12.pdf,15_9_F_10_2009_05_12.pdf,15_9_F_10,5,claystone,0.130002
C:\Users\user\Downloads\eilink_ra_ds\eilink_ra_ds\data\raw_pdfs\15_9_F_10_2009_05_12.pdf,15_9_F_10_2009_05_12.pdf,15_9_F_10,6,lcm pill,0.112179
C:\Users\user\Downloads\eilink_ra_ds\eilink_ra_ds\data\raw_pdfs\15_9_F_10_2009_05_12.pdf,15_9_F_10_2009_05_12.pdf,15_9_F_10,7,washed reamed,0.109746
C:\Users\user\Downloads\eilink_ra_ds\eilink_ra_ds\data\raw_pdfs\15_9_F_10_2009_05_12.pdf,15_9_F_10_2009_05_12.pdf,15_9_F_10,8,lcm,0.108248
C:\Users\user\Downloads\eilink_ra_ds\eilink_ra_ds\data\raw_pdfs\15_9_F_10_2009_05_12.pdf,15_9_F_10_2009_05_12.pdf,15_9_F_10,9,initial,0.108098
C:\Users\user\Downloads\eilink_ra_ds\eilink_ra_ds\data\raw_pdfs\15_9_F_10_2009_05_12.pdf,15_9_F_10_2009_05_12.pdf,15_9_F_10,10,took weight,0.107599
C:\Users\user\Downloads\eilink_ra_ds\eilink_ra_ds\data\raw_pdfs\15_9_F_10_2009_05_13.pdf,15_9_F_10_2009_05_13.pdf,15_9_F_10,1,claystone,0.270038
C:\Users\user\Downloads\eilink_ra_ds\eilink_ra_ds\data\raw_pdfs\15_9_F_10_2009_05_13.pdf,15_9_F_10_2009_05_13.pdf,15_9_F_10,2,reamed parameters,0.270038
C:\Users\user\Downloads\eilink_ra_ds\eilink_ra_ds\data\raw_pdfs\15_9_F_10_2009_05_13.pdf,15_9_F_10_2009_05_13.pdf,15_9_F_10,3,washed reamed,0.259214
