pdf_path,pdf_filename,well_family,rank,keyword,tfidf_score
C:\Users\user\Downloads\eilink_ra_ds\eilink_ra_ds\data\raw_pdfs\15_9_19_ST2_1993_01_14.pdf,15_9_19_ST2_1993_01_14.pdf,15_9_19,5,upper racking,0.160275
C:\Users\user\Downloads\eilink_ra_ds\eilink_ra_ds\data\raw_pdfs\15_9_19_ST2_1993_01_14.pdf,15_9_19_ST2_1993_01_14.pdf,15_9_19,6,racking arm,0.156761
C:\Users\user\Downloads\eilink_ra_ds\eilink_ra_ds\data\raw_pdfs\15_9_19_ST2_1993_01_14.pdf,15_9_19_ST2_1993_01_14.pdf,15_9_19,7,cont pooh,0.150726
C:\Users\user\Downloads\eilink_ra_ds\eilink_ra_ds\data\raw_pdfs\15_9_19_ST2_1993_01_14.pdf,15_9_19_ST2_1993_01_14.pdf,15_9_19,8,cont,0.150709
C:\Users\user\Downloads\eilink_ra_ds\eilink_ra_ds\data\raw_pdfs\15_9_19_ST2_1993_01_14.pdf,15_9_19_ST2_1993_01_14.pdf,15_9_19,9,float,0.149935
C:\Users\user\Downloads\eilink_ra_ds\eilink_ra_ds\data\raw_pdfs\15_9_19_ST2_1993_01_14.pdf,15_9_19_ST2_1993_01_14.pdf,15_9_19,10,racking,0.139321
C:\Users\user\Downloads\eilink_ra_ds\eilink_ra_ds\data\raw_pdfs\15_9_19_ST2_1993_01_15.pdf,15_9_19_ST2_1993_01_15.pdf,15_9_19,1,cont casing,0.315355
C:\Users\user\Downloads\eilink_ra_ds\eilink_ra_ds\data\raw_pdfs\15_9_19_ST2_1993_01_15.pdf,15_9_19_ST2_1993_01_15.pdf,15_9_19,2,tam,0.238605
C:\Users\user\Downloads\eilink_ra_ds\eilink_ra_ds\data\raw_pdfs\15_9_19_ST2_1993_01_15.pdf,15_9_19_ST2_1993_01_15.pdf,15_9_19,3,cont,0.186152
C:\Users\user\Downloads\eilink_ra_ds\eilink_ra_ds\data\raw_pdfs\15_9_19_ST2_1993_01_15.pdf,15_9_19_ST2_1993_01_15.pdf,15_9_19,4,circ,0.168689
C:\Users\user\Downloads\eilink_ra_ds\eilink_ra_ds\data\raw_pdfs\15_9_19_ST2_1993_01_15.pdf,15_9_19_ST2_1993_01_15.pdf,15_9_19,5,static loss,0.150268
C:\Users\user\Downloads\eilink_ra_ds\eilink_ra_ds\data\raw_pdfs\15_9_19_ST2_1993_01_15.pdf,15_9_19_ST2_1993_01_15.pdf,15_9_19,6,circ csg,0.150268
C:\Users\user\Downloads\eilink_ra_ds\eilink_ra_ds\data\raw_pdfs\15_9_19_ST2_1993_01_15.pdf,15_9_19_ST2_1993_01_15.pdf,15_9_19,7,casing test,0.150268
C:\Users\user\Downloads\eilink_ra_ds\eilink_ra_ds\data\raw_pdfs\15_9_19_ST2_1993_01_15.pdf,15_9_19_ST2_1993_01_15.pdf,15_9_19,8,gantry,0.150268
C:\Users\user\Downloads\eilink_ra_ds\eilink_ra_ds\data\raw_pdfs\15_9_19_ST2_1993_01_15.pdf,15_9_19_ST2_1993_01_15.pdf,15_9_19,9,gantry crane,0.150268
C:\Users\user\Downloads\eilink_ra_ds\eilink_ra_ds\data\raw_pdfs\15_9_19_ST2_1993_01_15.pdf,15_9_19_ST2_1993_01_15.pdf,15_9_19,10,installed spider,0.150268
C:\Users\user\Downloads\eilink_ra_ds\eilink_ra_ds\data\raw_pdfs\15_9_19_ST2_1993_01_16.pdf,15_9_19_ST2_1993_01_16.pdf,15_9_19,1,cont casing,0.299191
C:\Users\user\Downloads\eilink_ra_ds\eilink_ra_ds\data\raw_pdfs\15_9_19_ST2_1993_01_16.pdf,15_9_19_ST2_1993_01_16.pdf,15_9_19,2,held meeting,0.226375
C:\Users\user\Downloads\eilink_ra_ds\eilink_ra_ds\data\raw_pdfs\15_9_19_ST2_1993_01_16.pdf,15_9_19_ST2_1993_01_16.pdf,15_9_19,3,meeting crew,0.215725
C:\Users\user\Downloads\eilink_ra_ds\eilink_ra_ds\data\raw_pdfs\15_9_19_ST2_1993_01_16.pdf,15_9_19_ST2_1993_01_16.pdf,15_9_19,4,hanger landing,0.211365
C:\Users\user\Downloads\eilink_ra_ds\eilink_ra_ds\data\raw_pdfs\15_9_19_ST2_1993_01_16.pdf,15_9_19_ST2_1993_01_16.pdf,15_9_19,5,cont,0.17661
C:\Users\user\Downloads\eilink_ra_ds\eilink_ra_ds\data\raw_pdfs\15_9_19_ST2_1993_01_16.pdf,15_9_19_ST2_1993_01_16.pdf,15_9_19,6,csg,0.174284
C:\Users\user\Downloads\eilink_ra_ds\eilink_ra_ds\data\raw_pdfs\15_9_19_ST2_1993_01_16.pdf,15_9_19_ST2_1993_01_16.pdf,15_9_19,7,equip,0.156767
C:\Users\user\Downloads\eilink_ra_ds\eilink_ra_ds\data\raw_pdfs\15_9_19_ST2_1993_01_16.pdf,15_9_19_ST2_1993_01_16.pdf,15_9_19,8,rih casing,0.15097
C:\Users\user\Downloads\eilink_ra_ds\eilink_ra_ds\data\raw_pdfs\15_9_19_ST2_1993_01_16.pdf,15_9_19_ST2_1993_01_16.pdf,15_9_19,9,casing,0.147214
C:\Users\user\Downloads\eilink_ra_ds\eilink_ra_ds\data\raw_pdfs\15_9_19_ST2_1993_01_16.pdf,15_9_19_ST2_1993_01_16.pdf,15_9_19,10,wow,0.147151
C:\Users\user\Downloads\eilink_ra_ds\eilink_ra_ds\data\raw_pdfs\15_9_19_ST2_1993_01_17.pdf,15_9_19_ST2_1993_01_17.pdf,15_9_19,1,treated mud,0.194503
C:\Users\user\Downloads\eilink_ra_ds\eilink_ra_ds\data\raw_pdfs\15_9_19_ST2_1993_01_17.pdf,15_9_19_ST2_1993_01_17.pdf,15_9_19,2,treated,0.190493
C:\Users\user\Downloads\eilink_ra_ds\eilink_ra_ds\data\raw_pdfs\15_9_19_ST2_1993_01_17.pdf,15_9_19_ST2_1993_01_17.pdf,15_9_19,3,surface equip,0.190146
C:\Users\user\Downloads\eilink_ra_ds\eilink_ra_ds\data\raw_pdfs\15_9_19_ST2_1993_01_17.pdf,15_9_19_ST2_1993_01_17.pdf,15_9_19,4,press,0.181472
C:\Users\user\Downloads\eilink_ra_ds\eilink_ra_ds\data\raw_pdfs\15_9_19_ST2_1993_01_17.pdf,15_9_19_ST2_1993_01_17.pdf,15_9_19,5,mud spacer,0.171656
C:\Users\user\Downloads\eilink_ra_ds\eilink_ra_ds\data\raw_pdfs\15_9_19_ST2_1993_01_17.pdf,15_9_19_ST2_1993_01_17.pdf,15_9_19,6,petrofree mud,0.169634
C:\Users\user\Downloads\eilink_ra_ds\eilink_ra_ds\data\raw_pdfs\15_9_19_ST2_1993_01_17.pdf,15_9_19_ST2_1993_01_17.pdf,15_9_19,7,petrofree,0.169634
C:\Users\user\Downloads\eilink_ra_ds\eilink_ra_ds\data\raw_pdfs\15_9_19_ST2_1993_01_17.pdf,15_9_19_ST2_1993_01_17.pdf,15_9_19,8,seal assy,0.158655
C:\Users\user\Downloads\eilink_ra_ds\eilink_ra_ds\data\raw_pdfs\15_9_19_ST2_1993_01_17.pdf,15_9_19_ST2_1993_01_17.pdf,15_9_19,9,cmt casing,0.153408
C:\Users\user\Downloads\eilink_ra_ds\eilink_ra_ds\data\raw_pdfs\15_9_19_ST2_1993_01_17.pdf,15_9_19_ST2_1993_01_17.pdf,15_9_19,10,checked surface,0.153408
C:\Users\user\Downloads\eilink_ra_ds\eilink_ra_ds\data\raw_pdfs\15_9_19_ST2_1993_01_18.pdf,15_9_19_ST2_1993_01_18.pdf,15_9_19,1,rih pooh,0.245179
C:\Users\user\Downloads\eilink_ra_ds\eilink_ra_ds\data\raw_pdfs\15_9_19_ST2_1993_01_18.pdf,15_9_19_ST2_1993_01_18.pdf,15_9_19,2,lmrp,0.227294
C:\Users\user\Downloads\eilink_ra_ds\eilink_ra_ds\data\raw_pdfs\15_9_19_ST2_1993_01_18.pdf,15_9_19_ST2_1993_01_18.pdf,15_9_19,3,unlatched lmrp,0.204818
C:\Users\user\Downloads\eilink_ra_ds\eilink_ra_ds\data\raw_pdfs\15_9_19_ST2_1993_01_18.pdf,15_9_19_ST2_1993_01_18.pdf,15_9_19,4,bad weather,0.204818
C:\Users\user\Downloads\eilink_ra_ds\eilink_ra_ds\data\raw_pdfs\15_9_19_ST2_1993_01_18.pdf,15_9_19_ST2_1993_01_18.pdf,15_9_19,5,bit sub,0.192082
C:\Users\user\Downloads\eilink_ra_ds\eilink_ra_ds\data\raw_pdfs\15_9_19_ST2_1993_01_18.pdf,15_9_19_ST2_1993_01_18.pdf,15_9_19,6,bad,0.183045
C:\Users\user\Downloads\eilink_ra_ds\eilink_ra_ds\data\raw_pdfs\15_9_19_ST2_1993_01_18.pdf,15_9_19_ST2_1993_01_18.pdf,15_9_19,7,unlatched,0.179345
C:\Users\user\Downloads\eilink_ra_ds\eilink_ra_ds\data\raw_pdfs\15_9_19_ST2_1993_01_18.pdf,15_9_19_ST2_1993_01_18.pdf,15_9_19,8,weather,0.1589
C:\Users\user\Downloads\eilink_ra_ds\eilink_ra_ds\data\raw_pdfs\15_9_19_ST2_1993_01_18.pdf,15_9_19_ST2_1993_01_18.pdf,15_9_19,9,cont,0.149856
C:\Users\user\Downloads\eilink_ra_ds\eilink_ra_ds\data\raw_pdfs\15_9_19_ST2_1993_01_18.pdf,15_9_19_ST2_1993_01_18.pdf,15_9_19,10,displaced riser,0.144836
C:\Users\user\Downloads\eilink_ra_ds\eilink_ra_ds\data\raw_pdfs\15_9_19_ST2_1993_01_19.pdf,15_9_19_ST2_1993_01_19.pdf,15_9_19,1,rov installed,0.251058
C:\Users\user\Downloads\eilink_ra_ds\eilink_ra_ds\data\raw_pdfs\15_9_19_ST2_1993_01_19.pdf,15_9_19_ST2_1993_01_19.pdf,15_9_19,2,waiting weather,0.199991
C:\Users\user\Downloads\eilink_ra_ds\eilink_ra_ds\data\raw_pdfs\15_9_19_ST2_1993_01_19.pdf,15_9_19_ST2_1993_01_19.pdf,15_9_19,3,seal assy,0.193845
C:\Users\user\Downloads\eilink_ra_ds\eilink_ra_ds\data\raw_pdfs\15_9_19_ST2_1993_01_19.pdf,15_9_19_ST2_1993_01_19.pdf,15_9_19,4,weather,0.177363
C:\Users\user\Downloads\eilink_ra_ds\eilink_ra_ds\data\raw_pdfs\15_9_19_ST2_1993_01_19.pdf,15_9_19_ST2_1993_01_19.pdf,15_9_19,5,landed lmrp,0.153533
C:\Users\user\Downloads\eilink_ra_ds\eilink_ra_ds\data\raw_pdfs\15_9_19_ST2_1993_01_19.pdf,15_9_19_ST2_1993_01_19.pdf,15_9_19,6,mud cmt,0.153533
C:\Users\user\Downloads\eilink_ra_ds\eilink_ra_ds\data\raw_pdfs\15_9_19_ST2_1993_01_19.pdf,15_9_19_ST2_1993_01_19.pdf,15_9_19,7,guideline,0.153533
C:\Users\user\Downloads\eilink_ra_ds\eilink_ra_ds\data\raw_pdfs\15_9_19_ST2_1993_01_19.pdf,15_9_19_ST2_1993_01_19.pdf,15_9_19,8,bop seal,0.153533
C:\Users\user\Downloads\eilink_ra_ds\eilink_ra_ds\data\raw_pdfs\15_9_19_ST2_1993_01_19.pdf,15_9_19_ST2_1993_01_19.pdf,15_9_19,9,cont waiting,0.148279
C:\Users\user\Downloads\eilink_ra_ds\eilink_ra_ds\data\raw_pdfs\15_9_19_ST2_1993_01_19.pdf,15_9_19_ST2_1993_01_19.pdf,15_9_19,10,diverter handling,0.148279
C:\Users\user\Downloads\eilink_ra_ds\eilink_ra_ds\data\raw_pdfs\15_9_19_ST2_1993_01_20.pdf,15_9_19_ST2_1993_01_20.pdf,15_9_19,1,press tested,0.226271
C:\Users\user\Downloads\eilink_ra_ds\eilink_ra_ds\data\raw_pdfs\15_9_19_ST2_1993_01_20.pdf,15_9_19_ST2_1993_01_20.pdf,15_9_19,2,press,0.213193
C:\Users\user\Downloads\eilink_ra_ds\eilink_ra_ds\data\raw_pdfs\15_9_19_ST2_1993_01_20.pdf,15_9_19_ST2_1993_01_20.pdf,15_9_19,3,drill cmt,0.182041
C:\Users\user\Downloads\eilink_ra_ds\eilink_ra_ds\data\raw_pdfs\15_9_19_ST2_1993_01_20.pdf,15_9_19_ST2_1993_01_20.pdf,15_9_19,4,bushing equipment,0.170883
C:\Users\user\Downloads\eilink_ra_ds\eilink_ra_ds\data\raw_pdfs\15_9_19_ST2_1993_01_20.pdf,15_9_19_ST2_1993_01_20.pdf,15_9_19,5,assy press,0.170883
C:\Users\user\Downloads\eilink_ra_ds\eilink_ra_ds\data\raw_pdfs\15_9_19_ST2_1993_01_20.pdf,15_9_19_ST2_1993_01_20.pdf,15_9_19,6,riser petrofree,0.165035
C:\Users\user\Downloads\eilink_ra_ds\eilink_ra_ds\data\raw_pdfs\15_9_19_ST2_1993_01_20.pdf,15_9_19_ST2_1993_01_20.pdf,15_9_19,7,seal assy,0.15794
C:\Users\user\Downloads\eilink_ra_ds\eilink_ra_ds\data\raw_pdfs\15_9_19_ST2_1993_01_20.pdf,15_9_19_ST2_1993_01_20.pdf,15_9_19,8,failsafe,0.156217
C:\Users\user\Downloads\eilink_ra_ds\eilink_ra_ds\data\raw_pdfs\15_9_19_ST2_1993_01_20.pdf,15_9_19_ST2_1993_01_20.pdf,15_9_19,9,cmt casing,0.152717
C:\Users\user\Downloads\eilink_ra_ds\eilink_ra_ds\data\raw_pdfs\15_9_19_ST2_1993_01_20.pdf,15_9_19_ST2_1993_01_20.pdf,15_9_19,10,petrofree,0.136243
C:\Users\user\Downloads\eilink_ra_ds\eilink_ra_ds\data\raw_pdfs\15_9_19_ST2_1993_01_21.pdf,15_9_19_ST2_1993_01_21.pdf,15_9_19,1,seal assy,0.258828
C:\Users\user\Downloads\eilink_ra_ds\eilink_ra_ds\data\raw_pdfs\15_9_19_ST2_1993_01_21.pdf,15_9_19_ST2_1993_01_21.pdf,15_9_19,2,cmt,0.213995
C:\Users\user\Downloads\eilink_ra_ds\eilink_ra_ds\data\raw_pdfs\15_9_19_ST2_1993_01_21.pdf,15_9_19_ST2_1993_01_21.pdf,15_9_19,3,plug cmt,0.197987
C:\Users\user\Downloads\eilink_ra_ds\eilink_ra_ds\data\raw_pdfs\15_9_19_ST2_1993_01_21.pdf,15_9_19_ST2_1993_01_21.pdf,15_9_19,4,assy install,0.197987
C:\Users\user\Downloads\eilink_ra_ds\eilink_ra_ds\data\raw_pdfs\15_9_19_ST2_1993_01_21.pdf,15_9_19_ST2_1993_01_21.pdf,15_9_19,5,shoe circ,0.197987
C:\Users\user\Downloads\eilink_ra_ds\eilink_ra_ds\data\raw_pdfs\15_9_19_ST2_1993_01_21.pdf,15_9_19_ST2_1993_01_21.pdf,15_9_19,6,casing drill,0.197987
C:\Users\user\Downloads\eilink_ra_ds\eilink_ra_ds\data\raw_pdfs\15_9_19_ST2_1993_01_21.pdf,15_9_19_ST2_1993_01_21.pdf,15_9_19,7,install seal,0.197987
C:\Users\user\Downloads\eilink_ra_ds\eilink_ra_ds\data\raw_pdfs\15_9_19_ST2_1993_01_21.pdf,15_9_19_ST2_1993_01_21.pdf,15_9_19,8,dart plug,0.192255
C:\Users\user\Downloads\eilink_ra_ds\eilink_ra_ds\data\raw_pdfs\15_9_19_ST2_1993_01_21.pdf,15_9_19_ST2_1993_01_21.pdf,15_9_19,9,bit casing,0.192255
C:\Users\user\Downloads\eilink_ra_ds\eilink_ra_ds\data\raw_pdfs\15_9_19_ST2_1993_01_21.pdf,15_9_19_ST2_1993_01_21.pdf,15_9_19,10,retrieve,0.191065
C:\Users\user\Downloads\eilink_ra_ds\eilink_ra_ds\data\raw_pdfs\15_9_19_ST2_1993_01_22.pdf,15_9_19_ST2_1993_01_22.pdf,15_9_19,1,hang-off,0.301772
C:\Users\user\Downloads\eilink_ra_ds\eilink_ra_ds\data\raw_pdfs\15_9_19_ST2_1993_01_22.pdf,15_9_19_ST2_1993_01_22.pdf,15_9_19,2,hang-off tool,0.253162
C:\Users\user\Downloads\eilink_ra_ds\eilink_ra_ds\data\raw_pdfs\15_9_19_ST2_1993_01_22.pdf,15_9_19_ST2_1993_01_22.pdf,15_9_19,3,cmt casing,0.253162
C:\Users\user\Downloads\eilink_ra_ds\eilink_ra_ds\data\raw_pdfs\15_9_19_ST2_1993_01_22.pdf,15_9_19_ST2_1993_01_22.pdf,15_9_19,4,wow,0.172687
C:\Users\user\Downloads\eilink_ra_ds\eilink_ra_ds\data\raw_pdfs\15_9_19_ST2_1993_01_22.pdf,15_9_19_ST2_1993_01_22.pdf,15_9_19,5,mud retrieve,0.167307
C:\Users\user\Downloads\eilink_ra_ds\eilink_ra_ds\data\raw_pdfs\15_9_19_ST2_1993_01_22.pdf,15_9_19_ST2_1993_01_22.pdf,15_9_19,6,rih hang-off,0.167307
C:\Users\user\Downloads\eilink_ra_ds\eilink_ra_ds\data\raw_pdfs\15_9_19_ST2_1993_01_22.pdf,15_9_19_ST2_1993_01_22.pdf,15_9_19,7,rih float,0.167307
C:\Users\user\Downloads\eilink_ra_ds\eilink_ra_ds\data\raw_pdfs\15_9_19_ST2_1993_01_22.pdf,15_9_19_ST2_1993_01_22.pdf,15_9_19,8,float,0.166357
C:\Users\user\Downloads\eilink_ra_ds\eilink_ra_ds\data\raw_pdfs\15_9_19_ST2_1993_01_22.pdf,15_9_19_ST2_1993_01_22.pdf,15_9_19,9,wow wow,0.161581
C:\Users\user\Downloads\eilink_ra_ds\eilink_ra_ds\data\raw_pdfs\15_9_19_ST2_1993_01_22.pdf,15_9_19_ST2_1993_01_22.pdf,15_9_19,10,riser petrofree,0.161581
C:\Users\user\Downloads\eilink_ra_ds\eilink_ra_ds\data\raw_pdfs\15_9_19_ST2_1993_01_23.pdf,15_9_19_ST2_1993_01_23.pdf,15_9_19,1,hang-off,0.224062
C:\Users\user\Downloads\eilink_ra_ds\eilink_ra_ds\data\raw_pdfs\15_9_19_ST2_1993_01_23.pdf,15_9_19_ST2_1993_01_23.pdf,15_9_19,2,shoe cleaned,0.18417
C:\Users\user\Downloads\eilink_ra_ds\eilink_ra_ds\data\raw_pdfs\15_9_19_ST2_1993_01_23.pdf,15_9_19_ST2_1993_01_23.pdf,15_9_19,3,cleaned rat,0.180772
C:\Users\user\Downloads\eilink_ra_ds\eilink_ra_ds\data\raw_pdfs\15_9_19_ST2_1993_01_23.pdf,15_9_19_ST2_1993_01_23.pdf,15_9_19,4,float shoe,0.169918
C:\Users\user\Downloads\eilink_ra_ds\eilink_ra_ds\data\raw_pdfs\15_9_19_ST2_1993_01_23.pdf,15_9_19_ST2_1993_01_23.pdf,15_9_19,5,casing circulated,0.165611
C:\Users\user\Downloads\eilink_ra_ds\eilink_ra_ds\data\raw_pdfs\15_9_19_ST2_1993_01_23.pdf,15_9_19_ST2_1993_01_23.pdf,15_9_19,6,retainer,0.163655
C:\Users\user\Downloads\eilink_ra_ds\eilink_ra_ds\data\raw_pdfs\15_9_19_ST2_1993_01_23.pdf,15_9_19_ST2_1993_01_23.pdf,15_9_19,7,circ clean,0.153905
C:\Users\user\Downloads\eilink_ra_ds\eilink_ra_ds\data\raw_pdfs\15_9_19_ST2_1993_01_23.pdf,15_9_19_ST2_1993_01_23.pdf,15_9_19,8,rat,0.14995
C:\Users\user\Downloads\eilink_ra_ds\eilink_ra_ds\data\raw_pdfs\15_9_19_ST2_1993_01_23.pdf,15_9_19_ST2_1993_01_23.pdf,15_9_19,9,displaced riser,0.148733
C:\Users\user\Downloads\eilink_ra_ds\eilink_ra_ds\data\raw_pdfs\15_9_19_ST2_1993_01_23.pdf,15_9_19_ST2_1993_01_23.pdf,15_9_19,10,circ,0.139451
C:\Users\user\Downloads\eilink_ra_ds\eilink_ra_ds\data\raw_pdfs\15_9_19_ST2_1993_01_24.pdf,15_9_19_ST2_1993_01_24.pdf,15_9_19,1,pass pooh,0.234729
C:\Users\user\Downloads\eilink_ra_ds\eilink_ra_ds\data\raw_pdfs\15_9_19_ST2_1993_01_24.pdf,15_9_19_ST2_1993_01_24.pdf,15_9_19,2,casing scraper,0.228811
C:\Users\user\Downloads\eilink_ra_ds\eilink_ra_ds\data\raw_pdfs\15_9_19_ST2_1993_01_24.pdf,15_9_19_ST2_1993_01_24.pdf,15_9_19,3,gyro,0.212964
C:\Users\user\Downloads\eilink_ra_ds\eilink_ra_ds\data\raw_pdfs\15_9_19_ST2_1993_01_24.pdf,15_9_19_ST2_1993_01_24.pdf,15_9_19,4,unable pass,0.197079
C:\Users\user\Downloads\eilink_ra_ds\eilink_ra_ds\data\raw_pdfs\15_9_19_ST2_1993_01_24.pdf,15_9_19_ST2_1993_01_24.pdf,15_9_19,5,scraper,0.178442
C:\Users\user\Downloads\eilink_ra_ds\eilink_ra_ds\data\raw_pdfs\15_9_19_ST2_1993_01_24.pdf,15_9_19_ST2_1993_01_24.pdf,15_9_19,6,retainer test,0.147827
C:\Users\user\Downloads\eilink_ra_ds\eilink_ra_ds\data\raw_pdfs\15_9_19_ST2_1993_01_24.pdf,15_9_19_ST2_1993_01_24.pdf,15_9_19,7,rigged gyro,0.147827
C:\Users\user\Downloads\eilink_ra_ds\eilink_ra_ds\data\raw_pdfs\15_9_19_ST2_1993_01_24.pdf,15_9_19_ST2_1993_01_24.pdf,15_9_19,8,pass,0.144469
C:\Users\user\Downloads\eilink_ra_ds\eilink_ra_ds\data\raw_pdfs\15_9_19_ST2_1993_01_24.pdf,15_9_19_ST2_1993_01_24.pdf,15_9_19,9,test retrieve,0.142768
C:\Users\user\Downloads\eilink_ra_ds\eilink_ra_ds\data\raw_pdfs\15_9_19_ST2_1993_01_24.pdf,15_9_19_ST2_1993_01_24.pdf,15_9_19,10,circ bottoms,0.142768
C:\Users\user\Downloads\eilink_ra_ds\eilink_ra_ds\data\raw_pdfs\15_9_19_ST2_1993_01_25.pdf,15_9_19_ST2_1993_01_25.pdf,15_9_19,1,retainer,0.282689
C:\Users\user\Downloads\eilink_ra_ds\eilink_ra_ds\data\raw_pdfs\15_9_19_ST2_1993_01_25.pdf,15_9_19_ST2_1993_01_25.pdf,15_9_19,2,cement retainer,0.269571
C:\Users\user\Downloads\eilink_ra_ds\eilink_ra_ds\data\raw_pdfs\15_9_19_ST2_1993_01_25.pdf,15_9_19_ST2_1993_01_25.pdf,15_9_19,3,retainer rih,0.199756
C:\Users\user\Downloads\eilink_ra_ds\eilink_ra_ds\data\raw_pdfs\15_9_19_ST2_1993_01_25.pdf,15_9_19_ST2_1993_01_25.pdf,15_9_19,4,alpha,0.199756
C:\Users\user\Downloads\eilink_ra_ds\eilink_ra_ds\data\raw_pdfs\15_9_19_ST2_1993_01_25.pdf,15_9_19_ST2_1993_01_25.pdf,15_9_19,5,alpha cement,0.199756
C:\Users\user\Downloads\eilink_ra_ds\eilink_ra_ds\data\raw_pdfs\15_9_19_ST2_1993_01_25.pdf,15_9_19_ST2_1993_01_25.pdf,15_9_19,6,jet tool,0.19292
C:\Users\user\Downloads\eilink_ra_ds\eilink_ra_ds\data\raw_pdfs\15_9_19_ST2_1993_01_25.pdf,15_9_19_ST2_1993_01_25.pdf,15_9_19,7,safe,0.14753
C:\Users\user\Downloads\eilink_ra_ds\eilink_ra_ds\data\raw_pdfs\15_9_19_ST2_1993_01_25.pdf,15_9_19_ST2_1993_01_25.pdf,15_9_19,8,baker,0.141256
C:\Users\user\Downloads\eilink_ra_ds\eilink_ra_ds\data\raw_pdfs\15_9_19_ST2_1993_01_25.pdf,15_9_19_ST2_1993_01_25.pdf,15_9_19,9,attempted pressure,0.135109
C:\Users\user\Downloads\eilink_ra_ds\eilink_ra_ds\data\raw_pdfs\15_9_19_ST2_1993_01_25.pdf,15_9_19_ST2_1993_01_25.pdf,15_9_19,10,tons,0.129216
C:\Users\user\Downloads\eilink_ra_ds\eilink_ra_ds\data\raw_pdfs\15_9_19_ST2_1993_01_26.pdf,15_9_19_ST2_1993_01_26.pdf,15_9_19,1,retainer,0.182148
C:\Users\user\Downloads\eilink_ra_ds\eilink_ra_ds\data\raw_pdfs\15_9_19_ST2_1993_01_26.pdf,15_9_19_ST2_1993_01_26.pdf,15_9_19,2,seal assembly,0.171392
C:\Users\user\Downloads\eilink_ra_ds\eilink_ra_ds\data\raw_pdfs\15_9_19_ST2_1993_01_26.pdf,15_9_19_ST2_1993_01_26.pdf,15_9_19,3,circulation casing,0.16995
C:\Users\user\Downloads\eilink_ra_ds\eilink_ra_ds\data\raw_pdfs\15_9_19_ST2_1993_01_26.pdf,15_9_19_ST2_1993_01_26.pdf,15_9_19,4,uap,0.148672
C:\Users\user\Downloads\eilink_ra_ds\eilink_ra_ds\data\raw_pdfs\15_9_19_ST2_1993_01_26.pdf,15_9_19_ST2_1993_01_26.pdf,15_9_19,5,mud circulated,0.137115
C:\Users\user\Downloads\eilink_ra_ds\eilink_ra_ds\data\raw_pdfs\15_9_19_ST2_1993_01_26.pdf,15_9_19_ST2_1993_01_26.pdf,15_9_19,6,hooked cement,0.133145
C:\Users\user\Downloads\eilink_ra_ds\eilink_ra_ds\data\raw_pdfs\15_9_19_ST2_1993_01_26.pdf,15_9_19_ST2_1993_01_26.pdf,15_9_19,7,seal,0.131084
C:\Users\user\Downloads\eilink_ra_ds\eilink_ra_ds\data\raw_pdfs\15_9_19_ST2_1993_01_26.pdf,15_9_19_ST2_1993_01_26.pdf,15_9_19,8,lines mins,0.126881
C:\Users\user\Downloads\eilink_ra_ds\eilink_ra_ds\data\raw_pdfs\15_9_19_ST2_1993_01_26.pdf,15_9_19_ST2_1993_01_26.pdf,15_9_19,9,circulated excess,0.126881
C:\Users\user\Downloads\eilink_ra_ds\eilink_ra_ds\data\raw_pdfs\15_9_19_ST2_1993_01_26.pdf,15_9_19_ST2_1993_01_26.pdf,15_9_19,10,cement hose,0.124486
C:\Users\user\Downloads\eilink_ra_ds\eilink_ra_ds\data\raw_pdfs\15_9_19_ST2_1993_01_27.pdf,15_9_19_ST2_1993_01_27.pdf,15_9_19,1,perforated casing,0.162653
C:\Users\user\Downloads\eilink_ra_ds\eilink_ra_ds\data\raw_pdfs\15_9_19_ST2_1993_01_27.pdf,15_9_19_ST2_1993_01_27.pdf,15_9_19,2,cement clean-out,0.162653
C:\Users\user\Downloads\eilink_ra_ds\eilink_ra_ds\data\raw_pdfs\15_9_19_ST2_1993_01_27.pdf,15_9_19_ST2_1993_01_27.pdf,15_9_19,3,clean-out tool,0.162653
C:\Users\user\Downloads\eilink_ra_ds\eilink_ra_ds\data\raw_pdfs\15_9_19_ST2_1993_01_27.pdf,15_9_19_ST2_1993_01_27.pdf,15_9_19,4,llhead,0.162653
C:\Users\user\Downloads\eilink_ra_ds\eilink_ra_ds\data\raw_pdfs\15_9_19_ST2_1993_01_27.pdf,15_9_19_ST2_1993_01_27.pdf,15_9_19,5,seal assembly,0.160643
C:\Users\user\Downloads\eilink_ra_ds\eilink_ra_ds\data\raw_pdfs\15_9_19_ST2_1993_01_27.pdf,15_9_19_ST2_1993_01_27.pdf,15_9_19,6,assembly tool,0.157944
C:\Users\user\Downloads\eilink_ra_ds\eilink_ra_ds\data\raw_pdfs\15_9_19_ST2_1993_01_27.pdf,15_9_19_ST2_1993_01_27.pdf,15_9_19,7,aintain,0.153963
C:\Users\user\Downloads\eilink_ra_ds\eilink_ra_ds\data\raw_pdfs\15_9_19_ST2_1993_01_27.pdf,15_9_19_ST2_1993_01_27.pdf,15_9_19,8,manually,0.150514
C:\Users\user\Downloads\eilink_ra_ds\eilink_ra_ds\data\raw_pdfs\15_9_19_ST2_1993_01_27.pdf,15_9_19_ST2_1993_01_27.pdf,15_9_19,9,clean-out,0.150514
