op_id,well_family,pdf_path,report_date,start_time,end_depth_md,main_activity,sub_activity,state,severity_score,severity_contributors,remark
2572,15_9_19,C:\Users\user\Downloads\eilink_ra_ds\eilink_ra_ds\data\raw_pdfs\15_9_19_ST2_1993_04_08.pdf,1993-04-08,00:00,0.0,interruption,fis,ok,10,FISHING(+6)|text:fishing(+4),"RIH WITH 6,75"" ELECTRO-MAGNET FISHING TOOL ON ATLAS WIRELINE RUN Æ1 TO TOP LINER PBR AT 3191 M, SLACKED OFF 3 M CABLE. ACTIVATED MAGNET 30 M h ABOVE LINER PBR POOH WITH MAGNET, RECOVERED 1 EA SEGMENT, 1 EA SLIPS FROM RTTS PACKER, AND 1 EA CUP IRON JUNK."
1307,15_9_19,C:\Users\user\Downloads\eilink_ra_ds\eilink_ra_ds\data\raw_pdfs\15_9_19_BT2_1998_01_24.pdf,1998-01-24,07:30,640.0,interruption,mai,fail,10,EQUIPMENT_FAILURE(+4)|REPAIR(+1)|state:fail(+5),"REPAIRED BURST HYDRAULIC HOSE ON UPPER RACKING ARM. NOTE: MOVED RIG 3 M Ø APPROXIMATELY 0830 HRS. & SLOWED LEAK FROM RISER TO 0,3 M3 / HO ntain UR."
9727,15_9_F_14,C:\Users\user\Downloads\eilink_ra_ds\eilink_ra_ds\data\raw_pdfs\15_9_F_14_2016_08_05.pdf,2016-08-05,16:30,338.0,plug abandon,cut,ok,10,WELL_CONTROL(+10),Performed kick drill
2391,15_9_19,C:\Users\user\Downloads\eilink_ra_ds\eilink_ra_ds\data\raw_pdfs\15_9_19_ST2_1993_03_15.pdf,1993-03-15,17:00,3675.0,interruption,fish,ok,10,EQUIPMENT_FAILURE(+4)|FISHING(+6),"BROKE CIRCULATION WITH 7 SPM AND 23 BAR. RIH AND ENGAGED FISH AT 3675M. PULLED BACK 3M TO ENSURE ENGAGEMENT OF FISH. POOH TO 35 12M. BOTTOM OF FISH AT 3545,5M."
2387,15_9_19,C:\Users\user\Downloads\eilink_ra_ds\eilink_ra_ds\data\raw_pdfs\15_9_19_ST2_1993_03_15.pdf,1993-03-15,06:00,3530.0,interruption,fish,ok,10,EQUIPMENT_FAILURE(+4)|FISHING(+6),CONTINUED RIH WITH OVERSHOT TO 3530M. BROKE CIRCULATION AND CHECKED CABLE HEAD AT 2400M AND 3530M.
948,15_9_19,C:\Users\user\Downloads\eilink_ra_ds\eilink_ra_ds\data\raw_pdfs\15_9_19_BT2_1997_12_15.pdf,1997-12-15,00:00,2164.0,interruption,,fail,10,EQUIPMENT_FAILURE(+4)|REPAIR(+1)|state:fail(+5),REPAIRED HYDRAULIC LEAK ON UPPER RACKING ARM - BURST SEAL FOR MAIN SHUTTLE VALVE = SOURCE OF LEAK. -- maintain
4904,15_9_F_11,C:\Users\user\Downloads\eilink_ra_ds\eilink_ra_ds\data\raw_pdfs\15_9_F_11_B_2015_10_31.pdf,2015-10-31,05:00,4530.0,workover,wire,ok,10,WELL_CONTROL(+10),Switched over to tractor mode and RIH to perform 1. PLT flowing pass. Observed higher pullforce on tractor headtension 600 lbs compared to 300 lbs during shut in line passes. Stopped at 4530 m.
4634,15_9_F_11,C:\Users\user\Downloads\eilink_ra_ds\eilink_ra_ds\data\raw_pdfs\15_9_F_11_B_2013_07_01.pdf,2013-07-01,19:00,0.0,completion,completion string,ok,10,WELL_CONTROL(+10),"Performed pre-job meeting prior to rig up tubing equipment. Changed to 7"" handling gear, BX elevators, installed rotator, adjusted link tilt function. Made up kick stand and racked back in derrick. Installed 7"" casing tong and tested same."
2467,15_9_19,C:\Users\user\Downloads\eilink_ra_ds\eilink_ra_ds\data\raw_pdfs\15_9_19_ST2_1993_03_24.pdf,1993-03-24,19:30,1000.0,interruption,repair,fail,10,EQUIPMENT_FAILURE(+4)|REPAIR(+1)|state:fail(+5),REPAIRED HYDRAULIC LEAK ON ATLAS UNIT.
7307,15_9_F_12,C:\Users\user\Downloads\eilink_ra_ds\eilink_ra_ds\data\raw_pdfs\15_9_F_12_2008_01_25.pdf,2008-01-25,17:00,0.0,completion,c,ok,10,WELL_CONTROL(+10),"MU kick assembly. RU csg tong and prepared to run 7"" tubing. Lifted in place BOT and WellDynamics' cable drums. Installed FMS. ompletion strin g"
2677,15_9_19,C:\Users\user\Downloads\eilink_ra_ds\eilink_ra_ds\data\raw_pdfs\15_9_19_ST2_1993_04_20.pdf,1993-04-20,06:00,3900.0,formation evalua,,ok,10,WELL_CONTROL(+10),"CONTINUED RIH WITH BHS TO 3900M WHILE FLOWING WELL ON 12/64"" CHOKE. HAD PICK-UP WEIGHT 430 KG AT 3900M WHILE FLOWING. SHUT IN WELL AT 10:15 HR tion -- drill stem S. test"
7450,15_9_F_12,C:\Users\user\Downloads\eilink_ra_ds\eilink_ra_ds\data\raw_pdfs\15_9_F_12_2009_03_15.pdf,2009-03-15,16:15,0.0,workover,,ok,10,WELL_CONTROL(+10),"Performed well control exercise with Seawell, Schlumberger and Mærsk crew. -- rig up/ down"
4912,15_9_F_11,C:\Users\user\Downloads\eilink_ra_ds\eilink_ra_ds\data\raw_pdfs\15_9_F_11_B_2015_10_31.pdf,2015-10-31,16:45,3986.0,workover,wire,ok,10,WELL_CONTROL(+10),Decision made to not run the additional pass. PLT data was good enough for further decision. Shut in well and POOH. WHP 35 bar. line
2679,15_9_19,C:\Users\user\Downloads\eilink_ra_ds\eilink_ra_ds\data\raw_pdfs\15_9_19_ST2_1993_04_20.pdf,1993-04-20,11:30,0.0,workover,wire,ok,10,WELL_CONTROL(+10),"FLOWED WELL ON 12/64"" CHOKE FROM 11:43 HRS WHILE POOH WITH BHS, SHUT IN WELL AT 12:11 HRS. TOOK GRADIENT STOPS AT 3870M, 3840M AND IN LUBRICAT line OR WHILE POOH."
2671,15_9_19,C:\Users\user\Downloads\eilink_ra_ds\eilink_ra_ds\data\raw_pdfs\15_9_19_ST2_1993_04_19.pdf,1993-04-19,18:30,0.0,formation evaluatio,,ok,10,WELL_CONTROL(+10),"OPENED WELL AT LPR-N VALVE (18:22 HOURS) AND CHOKE MANIFOLD FLOWED WELL ON 23/64"" ADJUSTABLE CHOKE PRIOR TO RUN WIRELINE. SHUT IN WELL n -- drill stem test ON CHOKE MANIFOLD AT 19:10 HOURS."
9942,15_9_F_14,C:\Users\user\Downloads\eilink_ra_ds\eilink_ra_ds\data\raw_pdfs\15_9_F_14_2016_08_13.pdf,2016-08-13,08:00,0.0,interruption,other,ok,10,EQUIPMENT_FAILURE(+4)|FISHING(+6),Broke spear assembly. Attempted to make tongs to fit spear assembly
1603,15_9_19,C:\Users\user\Downloads\eilink_ra_ds\eilink_ra_ds\data\raw_pdfs\15_9_19_S_1992_11_23.pdf,1992-11-23,05:00,506.0,drilling,drill,ok,10,WELL_CONTROL(+10),HELD KICK DRILL
4129,15_9_F_11,C:\Users\user\Downloads\eilink_ra_ds\eilink_ra_ds\data\raw_pdfs\15_9_F_11_2013_03_23.pdf,2013-03-23,11:15,155.0,interruption,othe,ok,10,WELL_CONTROL(+10),"Performed Pre-job, safety and DOP Meeting prior to washing down to find TOC and dress off same to firm cement for kick off. r"
9843,15_9_F_14,C:\Users\user\Downloads\eilink_ra_ds\eilink_ra_ds\data\raw_pdfs\15_9_F_14_2016_08_09.pdf,2016-08-09,14:30,0.0,plug abandon -,,ok,10,WELL_CONTROL(+10),POOH w/ cutter from 136m to surface. Meanwhile performed kick drill 31 sek. L/D cutter - cut
9906,15_9_F_14,C:\Users\user\Downloads\eilink_ra_ds\eilink_ra_ds\data\raw_pdfs\15_9_F_14_2016_08_12.pdf,2016-08-12,01:00,0.0,interruption,repair,ok,10,EQUIPMENT_FAILURE(+4)|FISHING(+6),Installed C-plate and additional BX-elevator as false rotary on top of casing stump. Set of weight of string in BX-elevator and broke connection above. L/D Spear assembly on HTS
4119,15_9_F_11,C:\Users\user\Downloads\eilink_ra_ds\eilink_ra_ds\data\raw_pdfs\15_9_F_11_2013_03_22.pdf,2013-03-22,17:00,0.0,interrupti,,ok,10,WELL_CONTROL(+10),"Confirmed with Production that wells adjacent to F-11 shut in. Performed Pre-job Meeting prior to M/U 26"" steering BHA. on -- oth er"
4896,15_9_F_11,C:\Users\user\Downloads\eilink_ra_ds\eilink_ra_ds\data\raw_pdfs\15_9_F_11_B_2015_10_30.pdf,2015-10-30,08:50,3994.0,workover,wire line,ok,10,WELL_CONTROL(+10),Petec evaluated data. RST data was good. Challenging to evaluate PLT shut in passes. Had to re-arrange wells prior to startup F-11 B for production. Productio n ready to open well.
4095,15_9_F_11,C:\Users\user\Downloads\eilink_ra_ds\eilink_ra_ds\data\raw_pdfs\15_9_F_11_2013_03_20.pdf,2013-03-20,19:00,347.0,interruption --,,ok,10,WELL_CONTROL(+10),"R/U wireline lower sheave, ran wireline gyro and recorded wireline single shoot survey. other Re-calculated projected well path. Discussed survey data and projected well path with town. Decision made to plug back 26"" open hole from bottom at 347 m to 30"" conductor sho e at 202 m, run alternative 26"" BHA configuration mud motor assembly and kick off below 30"" conductor shoe. Wireline Gyro Inclination Survey: Survey station (m) Inclination (deg) Azi (deg) 301.7 0.58 167 305.5 0.68 162"
7531,15_9_F_12,C:\Users\user\Downloads\eilink_ra_ds\eilink_ra_ds\data\raw_pdfs\15_9_F_12_2010_09_23.pdf,2010-09-23,12:45,3080.0,workover,wire,ok,10,WELL_CONTROL(+10),Logged flowing passes between 3000 and 3250 m. Logged down at 40 m/min and up at 10/20/30/40 m/min. Unable to log down passes at 10/20/30 m/min. Positione line d toostring at 3000 m. Shut in well.
7563,15_9_F_12,C:\Users\user\Downloads\eilink_ra_ds\eilink_ra_ds\data\raw_pdfs\15_9_F_12_2014_11_25.pdf,2014-11-25,05:00,0.0,workover,wire line,ok,10,WELL_CONTROL(+10),Built the riser and lubricator sections horizontally on the pipe handling system. Meanwhile notified production dept to start shut in well F-12.
3960,15_9_F_11,C:\Users\user\Downloads\eilink_ra_ds\eilink_ra_ds\data\raw_pdfs\15_9_F_11_2013_03_12.pdf,2013-03-12,17:30,141.0,interruption -,,ok,10,FISHING(+6)|text:fishing(+4),"Removed hatches on lower decks and hole cover. RIH to 80 m with 2 13/16"" ITCO Spear fishing assembly on 5 1/2"" DP to 137 m. ROV located fishing assembly observed same as str - fish ing was lowered down to above TOF to 141 m Called in ROV to inspect Top of Fish (TOF). Meanwhile ROV positione to guide 2 13/16"" ITCO Spear into funnel guide."
3959,15_9_F_11,C:\Users\user\Downloads\eilink_ra_ds\eilink_ra_ds\data\raw_pdfs\15_9_F_11_2013_03_12.pdf,2013-03-12,14:30,0.0,interruption -,,ok,10,FISHING(+6)|text:fishing(+4),"Held pre-job meeting with all involved personal. M/U fishing BHA spear assembly to attempt to engage 3"" ID opening at top of fish. - fish Production confirmed wells F-7, F-12 and F-14 shut-in at 16:01 hrs."
3958,15_9_F_11,C:\Users\user\Downloads\eilink_ra_ds\eilink_ra_ds\data\raw_pdfs\15_9_F_11_2013_03_12.pdf,2013-03-12,11:30,0.0,interruption -,,ok,10,FISHING(+6)|text:fishing(+4),"Prepared fishing BHA with rotary cover inplace. In discussion with town finalised configuration of first fishing run. Performed risk assesment of same and presented to onshore/offshor - fish e management. Requested production to shut-in wells F-7, F-12 and F-14 at 14:30 hrs. Meanwhile: Prepared for fishing operations. ROV observed fish slipping down ca. 20 cm/hr inside template guide funnel."
3961,15_9_F_11,C:\Users\user\Downloads\eilink_ra_ds\eilink_ra_ds\data\raw_pdfs\15_9_F_11_2013_03_12.pdf,2013-03-12,19:00,139.0,interruption -,,ok,10,FISHING(+6)|text:fishing(+4),"Attempted to engage 2 13/16"" ITCO Spear into fish. - fish ROV guided 2 13/16"" ITCO Spear bull nose ca. 5 cm into opening TOF at 143 m (Note: Seabed at 144 m). Worked string 5 rpm, 2KNm, set down weight 0-2 MT and attempted to RIH spear grapple into TOF and engage same. Pulled back and inspected TOF and bull nose with ROV. Evaluated situation, informed production that fishing assembly would be POOH."
3957,15_9_F_11,C:\Users\user\Downloads\eilink_ra_ds\eilink_ra_ds\data\raw_pdfs\15_9_F_11_2013_03_12.pdf,2013-03-12,06:00,0.0,interruption -,,ok,10,FISHING(+6)|text:fishing(+4),Evaluated situation and discussed same with town. Prepared plans for various fishing scenarios and worked on risk analysis for same. - fish Additional fishing equipment arrived at rig onboard spud boat Olympic Taurus at 11:10 hrs. Offloaded spud boat Olympic Taurus and transfered fishing equipment to cantilever deck.
4889,15_9_F_11,C:\Users\user\Downloads\eilink_ra_ds\eilink_ra_ds\data\raw_pdfs\15_9_F_11_B_2015_10_29.pdf,2015-10-29,00:00,3818.0,workover,wire line,ok,10,WELL_CONTROL(+10),"Continued to log RST IC pass at 0,5 m/min across interval from 4200 to 4188 m, 4045 to 3895 m and 3827 up to 3818 m. Meanwhile performed well control drill."
4894,15_9_F_11,C:\Users\user\Downloads\eilink_ra_ds\eilink_ra_ds\data\raw_pdfs\15_9_F_11_B_2015_10_30.pdf,2015-10-30,06:00,4525.0,workover,wire line,ok,10,WELL_CONTROL(+10),Switched over to tractor and tractored back down to 4525 m to perform PLT shut in pass.
4895,15_9_F_11,C:\Users\user\Downloads\eilink_ra_ds\eilink_ra_ds\data\raw_pdfs\15_9_F_11_B_2015_10_30.pdf,2015-10-30,08:25,3994.0,workover,wire line,ok,10,WELL_CONTROL(+10),Switched over to logging mode and performed shut in PLT pass at 20 m/min across interval 4520 to 4000 m. Parked toolstring at 3994 m.
4880,15_9_F_11,C:\Users\user\Downloads\eilink_ra_ds\eilink_ra_ds\data\raw_pdfs\15_9_F_11_B_2015_10_28.pdf,2015-10-28,11:45,2750.0,workover,wire line,ok,10,WELL_CONTROL(+10),"Performed spinner calibration at 10, 20, 30 & 40 m/min. Meanwhile performed well control drill."
9740,15_9_F_14,C:\Users\user\Downloads\eilink_ra_ds\eilink_ra_ds\data\raw_pdfs\15_9_F_14_2016_08_05.pdf,2016-08-05,23:30,0.0,plug abandon,other,ok,10,EQUIPMENT_FAILURE(+4)|FISHING(+6),POOH with fish and set slips on tubing. Removed clamps and released spear. Equipment Failure Information Start Depth Sub Equip -- Syst Class Operation Downtime Equipment Remark time mMD mTVD ((min)) Repaired 00:00 0 miscellaneous equ syst -- o 0 00:00 Cement blocking 1502 hose down to wellhead. Unable to pressure up A-annulus to equalize pressure over ther ASV packer.
3964,15_9_F_11,C:\Users\user\Downloads\eilink_ra_ds\eilink_ra_ds\data\raw_pdfs\15_9_F_11_2013_03_12.pdf,2013-03-12,22:00,138.0,interruption -,,ok,10,FISHING(+6)|text:fishing(+4),"Held pre-job meeting. Attached ROV handling sling to 2 1/2"" - 3 5/8"" Taper Tap assembly and secured same. Informed production of forward fishing operation and RIH to 138 m obser - fish ving fishing string with ROV from 75 m to template. Recorded Up/Down weight 76/72 MT. Meanwhile: ROV visual from 75m to template at seabed."
11117,15_9_F_15,C:\Users\user\Downloads\eilink_ra_ds\eilink_ra_ds\data\raw_pdfs\15_9_F_15_A_2008_12_17.pdf,2008-12-17,22:30,0.0,drilling --,,ok,10,WELL_CONTROL(+10),"Installed casing tong on IR tracks. Made up DP x-over to 13 3/8"" casing swadge. casing Meanwhile lined up cement unit to pump down F-14 injection annulus. Stepped up pressure from 126 bar to 138 bar when sudden leak off to 60 bar was observed. Continued injection and s tepped up pump rate to 1000 lpm / CUP 71 bar. Injected 150 m3 seawater at 1000-1200 lpm. After shut in the pressure stabilized at 50 bar after 1 hour (still 50 bar at 07:00). Bit Record Run Bit IADC Manufacturer Hrs Start End Hole Made ((last Hours Drilled ((last Form Total Hole Total Hrs No.. Size Type Code Drilled mMD 2244HH)) 2244HH)) ROP Made Drilled 2 17.5 in NA Hycalog .3 1378 1378 10 10 3 .3 16 17.5 in RSR616 M322 Reed-Hycalog 80 1381 1381 15.1 15.1 1210 80 M"
477,15_9_19,C:\Users\user\Downloads\eilink_ra_ds\eilink_ra_ds\data\raw_pdfs\15_9_19_A_1997_10_14.pdf,1997-10-14,06:00,0.0,interruption,other,fail,10,EQUIPMENT_FAILURE(+4)|REPAIR(+1)|state:fail(+5),WORKED TO SOLVE CONTACT FAILURE IN SCHLUMB. MDT TOOL STRING. FOUND CONTACT FAILURE ON CHAMBRE MODULE. REPAIRED SAME. TESTED MDT ASSY.
487,15_9_19,C:\Users\user\Downloads\eilink_ra_ds\eilink_ra_ds\data\raw_pdfs\15_9_19_A_1997_10_15.pdf,1997-10-15,20:30,860.0,interruption -,,fail,10,EQUIPMENT_FAILURE(+4)|REPAIR(+1)|state:fail(+5),REPAIRED ON BROKEN HYDRAULIC HOSE ON UPPER RACKING ARM. - maintain
531,15_9_19,C:\Users\user\Downloads\eilink_ra_ds\eilink_ra_ds\data\raw_pdfs\15_9_19_A_1997_10_21.pdf,1997-10-21,11:00,3937.0,formation evaluation,rig up/d,ok,10,WELL_CONTROL(+10),SHUT IN WELL WITH UPPER SUBSEA LUBRICATOR VALVE. R/U WIRELINE LUBRICATOR AND MWS BOTTOM HOLE SAMPLER/GR/CCL. own
10423,15_9_F_15,C:\Users\user\Downloads\eilink_ra_ds\eilink_ra_ds\data\raw_pdfs\15_9_F_15_2008_09_21.pdf,2008-09-21,07:30,42.0,interruptio,,ok,10,FISHING(+6)|text:fishing(+4),"Attempted to screw into DP coupling at 41,6 m MD - negative. Meanwhile traced fishing equipment. n -- fish"
10834,15_9_F_15,C:\Users\user\Downloads\eilink_ra_ds\eilink_ra_ds\data\raw_pdfs\15_9_F_15_2008_11_30.pdf,2008-11-30,21:15,2648.0,plug abandon,trip,ok,10,WELL_CONTROL(+10),RIH open hole from 2534m to 2648m. Performed kick drill 41 sec.
10763,15_9_F_15,C:\Users\user\Downloads\eilink_ra_ds\eilink_ra_ds\data\raw_pdfs\15_9_F_15_2008_11_25.pdf,2008-11-25,11:30,3660.0,drilling,circulating,ok,10,WELL_CONTROL(+10),"Flow checked well, observed rapid increase to Trip Tank, shut in well on upper rams, monitored pressure built up SIDP 0bar (float installed), SICP 6,7 bars. conditioning 11:50 bled off approx 1m³ from well and closed in, SICP 5,0 bar - no pressure built up. 12:18 bled off additional 2.75 m³ from well and closed in, SICP 3,2 bars - no pressure built up. As no pressure built up to original SICP was observed, conclusion is supercharged formation. Continued to bleed off from well, observed decreasing trend in flow back an d decided to open BOP. Total volume bled back from well: 4½ m³."
10714,15_9_F_15,C:\Users\user\Downloads\eilink_ra_ds\eilink_ra_ds\data\raw_pdfs\15_9_F_15_2008_11_22.pdf,2008-11-22,09:30,2519.0,drilling,trip,ok,10,WELL_CONTROL(+10),Flow checked well - static. Performed kick drill 45sec. Serviced the TDS.
10656,15_9_F_15,C:\Users\user\Downloads\eilink_ra_ds\eilink_ra_ds\data\raw_pdfs\15_9_F_15_2008_11_15.pdf,2008-11-15,21:30,2843.0,interruption --,,ok,10,WELL_CONTROL(+10),Lined up and pumped 5 m3 LCM pill at 440 lpm. Spotted pill on TD at 2883 m. Pulled back one stnd to 2843 m while pumping the LCM pill out of the BHA. well control
10655,15_9_F_15,C:\Users\user\Downloads\eilink_ra_ds\eilink_ra_ds\data\raw_pdfs\15_9_F_15_2008_11_15.pdf,2008-11-15,19:15,2883.0,interruption --,,ok,10,WELL_CONTROL(+10),"Staged up pumps to establish loss free rate. Meanwhile continued adding LCM chemicals to active and prepared 150 kg/m3 LCM pill in pit according contingency plan. Monitored well control losses while pumping and reciprocating pipe, Flow 440 lpm / SPP 25 bar / String RPM 10 / TQ 9-10 kNm. Average loss rate 1000 ltrs/hr."
10316,15_9_F_15,C:\Users\user\Downloads\eilink_ra_ds\eilink_ra_ds\data\raw_pdfs\15_9_F_15_2008_09_07.pdf,2008-09-07,14:15,0.0,drilling,bop/wellhead eq,ok,10,WELL_CONTROL(+10),Pulled Master bushing and installed HPDR Spider. uipment 14:45 Informed production to shut in well Oil producer F-14.
10425,15_9_F_15,C:\Users\user\Downloads\eilink_ra_ds\eilink_ra_ds\data\raw_pdfs\15_9_F_15_2008_09_21.pdf,2008-09-21,09:15,1380.0,interruptio,,ok,10,EQUIPMENT_FAILURE(+4)|FISHING(+6),"Made up DP coupling at 41,6 m MD with topdrive. Increased torque in increments of 5 kNm to a total of 45 kNm. String broke free at 45 kNm. n -- fish"
10424,15_9_F_15,C:\Users\user\Downloads\eilink_ra_ds\eilink_ra_ds\data\raw_pdfs\15_9_F_15_2008_09_21.pdf,2008-09-21,08:00,42.0,interruptio,,ok,10,FISHING(+6)|text:fishing(+4),Removed auto slips from rotary. Pulled DP to different positions relative to wellcenter in attempt to enter threads in drillstring. Entered DP thread successfully. Meanwhile traced fishing n -- fish equipment.
3950,15_9_F_11,C:\Users\user\Downloads\eilink_ra_ds\eilink_ra_ds\data\raw_pdfs\15_9_F_11_2013_03_10.pdf,2013-03-10,10:00,0.0,interruption,fi,ok,10,FISHING(+6)|text:fishing(+4),"Discussed situation with town. Mobilized fishermen and fishing equipment. sh ROV attempted to observe TOF in guide funnel, poor visibility in template area. Meanwhile: ROV surveyed of risers, no damage observed. Survised drilling equipment and took onboard bulk from supply vessel."
3899,15_9_F_10,C:\Users\user\Downloads\eilink_ra_ds\eilink_ra_ds\data\raw_pdfs\15_9_F_10_2009_06_15.pdf,2009-06-15,10:30,0.0,drilling,bop/wellhead equipment,ok,10,WELL_CONTROL(+10),Transferred tension from cylinders to TDS. Informed production to shut in.
10420,15_9_F_15,C:\Users\user\Downloads\eilink_ra_ds\eilink_ra_ds\data\raw_pdfs\15_9_F_15_2008_09_21.pdf,2008-09-21,06:00,0.0,interruptio,,ok,10,FISHING(+6)|text:fishing(+4),Discussed fishing alternatives and way forward. n -- fish
529,15_9_19,C:\Users\user\Downloads\eilink_ra_ds\eilink_ra_ds\data\raw_pdfs\15_9_19_A_1997_10_21.pdf,1997-10-21,08:00,3937.0,formation evaluation,drill ste,ok,10,WELL_CONTROL(+10),SHUT IN WELL WITH SELECT TESTER VALVE TO CHECK OPERATION OF VALVE. m test
10322,15_9_F_15,C:\Users\user\Downloads\eilink_ra_ds\eilink_ra_ds\data\raw_pdfs\15_9_F_15_2008_09_07.pdf,2008-09-07,21:00,0.0,drilling,bop/wellhead eq,ok,10,WELL_CONTROL(+10),Removed hot stab. Removed hatches and secured open areas. Shut in water injection wells F-4 and F-5. uipment
10319,15_9_F_15,C:\Users\user\Downloads\eilink_ra_ds\eilink_ra_ds\data\raw_pdfs\15_9_F_15_2008_09_07.pdf,2008-09-07,17:45,0.0,drilling,bop/wellhead eq,ok,10,WELL_CONTROL(+10),"Picked up TBC/HPDR double A, Meanwhile installed guide wires through slot F 15. uipment 17:50 Oil producer F-14 shut in."
9915,15_9_F_14,C:\Users\user\Downloads\eilink_ra_ds\eilink_ra_ds\data\raw_pdfs\15_9_F_14_2016_08_12.pdf,2016-08-12,11:30,789.0,plug abandon,cut,ok,10,EQUIPMENT_FAILURE(+4)|FISHING(+6),"Removed Xover and pup above drill collar. Installed bumper sub. Inspected, cleaned and serviced grapple. Broke out Xover below spear and installed ball sub."
2839,15_9_19,C:\Users\user\Downloads\eilink_ra_ds\eilink_ra_ds\data\raw_pdfs\15_9_19_ST2_1997_07_25.pdf,1997-07-25,06:00,750.0,interruption --,,fail,10,EQUIPMENT_FAILURE(+4)|REPAIR(+1)|state:fail(+5),"ATLAS WIRELINE RIH WITH 9 5/8"" BRIDGE-PLUG. CCL FAILED AGAIN AT 750M. POOH WITH BRIDGE-PLUG; OUT OF HOLE AT 0715 HRS. ATLAS REPAIRED CCL PROBLE repair M."
6736,15_9_F_12,C:\Users\user\Downloads\eilink_ra_ds\eilink_ra_ds\data\raw_pdfs\15_9_F_12_2007_08_26.pdf,2007-08-26,11:30,3109.0,drilling,drill,ok,10,WELL_CONTROL(+10),"Dropped 2 3/4"" drift. Performed kick drill. Flow checked well, well static."
3953,15_9_F_11,C:\Users\user\Downloads\eilink_ra_ds\eilink_ra_ds\data\raw_pdfs\15_9_F_11_2013_03_11.pdf,2013-03-11,06:00,0.0,interruption -,,ok,10,FISHING(+6)|text:fishing(+4),"Evaluated situation and discussed same with town. Prepared plans for various fishing scenerios and mobilized additional equipment. Sent spud boat Olimpic Torres to town to collect - fish additional fishing equipment. Additional fisherman arrived at rig onboard helicopter at 19:51 hrs. Meanwhile: Completed Enviro Unit installation. Pulled ROV back on deck, adjusted to acheive neutral bouyancy, serviced equipment and upgraded software prior to installation of Digiquartz depth sensor. Performed general rig maintanence."
3954,15_9_F_11,C:\Users\user\Downloads\eilink_ra_ds\eilink_ra_ds\data\raw_pdfs\15_9_F_11_2013_03_11.pdf,2013-03-11,22:00,0.0,interruption -,,ok,10,FISHING(+6)|text:fishing(+4),Worked on preparation of fishing operation risk assesment. - fish Fishing equipment ETA. 10:30 hrs.
3955,15_9_F_11,C:\Users\user\Downloads\eilink_ra_ds\eilink_ra_ds\data\raw_pdfs\15_9_F_11_2013_03_12.pdf,2013-03-12,00:00,0.0,interruption -,,ok,10,FISHING(+6)|text:fishing(+4),Conducted fishing operations risk assessment. - fish Meanwhile: Spotted wireline unit on cantilever deck. Performed general rig mainenance.
3951,15_9_F_11,C:\Users\user\Downloads\eilink_ra_ds\eilink_ra_ds\data\raw_pdfs\15_9_F_11_2013_03_10.pdf,2013-03-10,22:30,0.0,interruption,fi,ok,10,FISHING(+6)|text:fishing(+4),Fisherman and fishing equipment arrived at rig onboard two helicopters (arriving 22:30hrs and 22:38hrs). sh Prepared fishing equipment. Meanwhile: ROV perform template survey with poor visibility and found section of BHA laying on sea bed next to template. Bit Record Run Bit Type IADC Manufacturer Hrs Start End Hole Made ((last Hours Drilled ((last Form Total Hole Total Hrs No.. Size Code Drilled mMD 2244HH)) 2244HH)) ROP Made Drilled 1 17.5 in VM-T303DX 415 Hughes Christens 10.8 146 146 5.7 5.7 62 10.8 0 en
6564,15_9_F_12,C:\Users\user\Downloads\eilink_ra_ds\eilink_ra_ds\data\raw_pdfs\15_9_F_12_2007_08_07.pdf,2007-08-07,06:00,0.0,interruption,ot,ok,10,EQUIPMENT_FAILURE(+4)|FISHING(+6),"Continued to work on leak in BOP slick joint. MU BOP mandrel to BOP. PU and ran diverter. Connected hydraulic hoses and overshot hose. Installed outer ring and master b her ushing. RD diverter handling equipment. Meanwhile RU slurry filter pump, performed maintenace and house keeping and prepared equipment for testing BOP."
6469,15_9_F_12,C:\Users\user\Downloads\eilink_ra_ds\eilink_ra_ds\data\raw_pdfs\15_9_F_12_2007_07_30.pdf,2007-07-30,16:30,1031.0,drilling,trip,ok,10,WELL_CONTROL(+10),"RIH with 17 1/2"" drilling BHA on 5 1/2"" DP/HWDP from 200 m to 1031 m MD. Had problems with fingerboard. Meanwhile performed well control drill."
11070,15_9_F_15,C:\Users\user\Downloads\eilink_ra_ds\eilink_ra_ds\data\raw_pdfs\15_9_F_15_2008_12_12.pdf,2008-12-12,10:30,1378.0,plug abandon --,,ok,10,WELL_CONTROL(+10),"Drilled cement below 20"" shoe and new formation from 1368 m to 1381 m MD. Encountered soft cement underneath shoe. Initiated kick-off. Drilling parameters : 4000 lpm / mill SPP 190 bar / ECD 1,43-1,44 / 1-2 MT WOB / 60 RPM / Torque 6-10 kNm. ****Operations transferred to F-15****"
2486,15_9_19,C:\Users\user\Downloads\eilink_ra_ds\eilink_ra_ds\data\raw_pdfs\15_9_19_ST2_1993_03_27.pdf,1993-03-27,06:00,4562.0,formation evaluati,,ok,10,WELL_CONTROL(+10),CONTINUED REV CIRCULATION. FINAL SHUT IN PRESS WHEN STOPPED PUMPING 93 BAR. BLEED OFF PRESS IN STEPS TO TEST LINER/PBR NEGATIVE. OBSERVED on -- circulating co WELL ON TRIP TANK FOR 30 MIN. nditioning
