op_id,well_family,pdf_path,report_date,start_time,end_depth_md,main_activity,sub_activity,state,severity_score,severity_contributors,remark
1373,15_9_19,C:\Users\user\Downloads\eilink_ra_ds\eilink_ra_ds\data\raw_pdfs\15_9_19_BT2_1998_01_29.pdf,1998-01-29,11:00,108.0,plug abando,,fail,22,STUCK_PIPE(+8)|FISHING(+6)|text:overpull(+3)|state:fail(+5),"MU 13 3/8"" SPEAR/PACK-OFF ASSEMBLY. ENGAGED 13 3/8"" CASING BELOW WELL- HEAD. UNABLE TO PULL 13 3/8"" CASING FREE WITH 154 MT OVERPULL. ESTABLISHED n -- cut INJECTION - 680 LPM AT 16 BAR. RELEASED SPEAR AND POOH."
8927,15_9_F_14,C:\Users\user\Downloads\eilink_ra_ds\eilink_ra_ds\data\raw_pdfs\15_9_F_14_2008_06_17.pdf,2008-06-17,23:15,2222.0,interruption,other,ok,21,WELL_CONTROL(+10)|EQUIPMENT_FAILURE(+4)|FISHING(+6)|REPAIR(+1),Found error in software. Cycled the Iron roughneck and re-booted the software. Equipment Failure Information Start time Depth mMD Depth mTVD Sub Equip -- Syst Class Operation Downtime ((min)) Equipment Repaired Remark 00:00 600 well control equ syst -- other 0 00:00 Found Overshot Packer leaking fluid and Koomy unit level dropped a little.
6944,15_9_F_12,C:\Users\user\Downloads\eilink_ra_ds\eilink_ra_ds\data\raw_pdfs\15_9_F_12_2007_09_11.pdf,2007-09-11,14:30,0.0,interruption,waiting,ok,21,WELL_CONTROL(+10)|EQUIPMENT_FAILURE(+4)|FISHING(+6)|REPAIR(+1),Watied on weather. Meanwhile worked on PRS. on weather Equipment Failure Information Start time Depth mMD Depth mTVD Sub Equip -- Syst Class Operation Downtime ((min)) Equipment Repaired Remark 00:00 0 well control equ syst -- other 0 00:00 Not able to release overshot joint from BOP body 00:00 0 well control equ syst -- other 0 00:00 Problems with hydraulic pressure on BOP trolley
6345,15_9_F_12,C:\Users\user\Downloads\eilink_ra_ds\eilink_ra_ds\data\raw_pdfs\15_9_F_12_2007_07_20.pdf,2007-07-20,23:30,70.0,drilling,trip,ok,20,WELL_CONTROL(+10)|EQUIPMENT_FAILURE(+4)|FISHING(+6),"Continued to make up 17 1/2"" drilling BHA. Made up NM drillcollar. Equipment Failure Information Start time Depth mMD Depth mTVD Sub Equip -- Syst Class Operation Downtime ((min)) Equipment Repaired Remark 00:00 1262 pipe handling equ syst -- other 0 00:00 - 00:00 0 well control equ syst -- other 0 00:00 Had to tighten slickjoint/overshot connection on BOP 00:00 30 pipe handling equ syst -- vertical pipe handling equ syst 0 00:00 Burst hose on AFT PRS."
830,15_9_19,C:\Users\user\Downloads\eilink_ra_ds\eilink_ra_ds\data\raw_pdfs\15_9_19_B_1997_12_01.pdf,1997-12-01,20:00,2967.0,interrupti,,fail,18,TIGHT_HOLE(+3)|EQUIPMENT_FAILURE(+4)|FISHING(+6)|state:fail(+5),"FLOWCHECKED - SLIGHT GAIN, RATE OF GAIN FALLING. BEGAN POOH. NORMAL DRAG TO 3087M. TIGHT HOLE 3087M TO 3025M REQUIRED AS MUCH AS 50 TONS OVERPU on -- fish LL. TIGHT AT 3006M AND 2996M TO 2986M WHERE DRAG RETURNED TO NORMAL. HOLE DID NOT TAKE CORRECT FILL. CONT. POOH TO 2967M. BROKE CIRCULATION WITH 900 LPM, FULL RETURNS. PUMPED SLUG."
11026,15_9_F_15,C:\Users\user\Downloads\eilink_ra_ds\eilink_ra_ds\data\raw_pdfs\15_9_F_15_2008_12_09.pdf,2008-12-09,07:15,0.0,drilling,casing,ok,18,STUCK_PIPE(+8)|EQUIPMENT_FAILURE(+4)|FISHING(+6),"Broke and laid out 5 1/2"" HWDP and 8 1/4"" DC. Broke and laid down 10 3/4"" Bowen spear and pack off assy. Changed dies in PRS."
10419,15_9_F_15,C:\Users\user\Downloads\eilink_ra_ds\eilink_ra_ds\data\raw_pdfs\15_9_F_15_2008_09_21.pdf,2008-09-21,05:15,1381.0,interruptio,,ok,17,STUCK_PIPE(+8)|FISHING(+6)|text:overpull(+3),"Attempted to work string free. Not able to come down - string at TD. Attempted to come up - functioned jar twice. Attempted to work string free by applying torque up to 40 kNm and overpull n -- fish of 40 MT. Made way from 1381 m to 1376 m MD. Attempted to pump - hole still packed off. Bled off 27 bar pressure trapped on standpipe and heard loud roarring sound. Lost string weight - went to just above block weight. POOH with 5 1/2"" DP and found string screwed out underneath 6 m drilling pup joint. Laid out pup joint - found no damage on threads."
4869,15_9_F_11,C:\Users\user\Downloads\eilink_ra_ds\eilink_ra_ds\data\raw_pdfs\15_9_F_11_B_2015_10_27.pdf,2015-10-27,22:15,0.0,workover,wire line,ok,17,WELL_CONTROL(+10)|EQUIPMENT_FAILURE(+4)|REPAIR(+1)|text:swabbing(+2),"Inflow tested / leak tested swab to 20/345 bar for 5/10 min according to program. Leak tested kill wing manifold and hoses to 20/345 bar for 5/10 min. Equipment Failure Information Start Depth Sub Equip -- Syst Operation Equipment Remark time mMD mTVD Class Downtime ((min)) Repaired 00:00 0 well control equ syst - 0 00:00 xx - riser syst 00:00 3919 service equ -- other 0 00:00 Short circuit, loss of communication 00:00 3900 service equ -- other 0 00:00 Crossed wire on drum 00:00 0 service equ -- other 0 00:00 When pulling out of hole with wire line perforating assembly the wire line cable pulled out of the cablehead as the tool string was pulled into the toolcatcher. - No injuries or damage to equipment. When pulling out of hole the limit switch on the wirelin 00:00 4450 service equ -- other 0 00:00 Prelimenary: RIH to 4470 m and initiated CCL logging run. Pulled back to 4450 m, recorded 7000lbs surface tension. Lost communication. Attempted to switch to tractor and recorded high amps. Payed out wire ¿ NO Response. Wireline reel estimated to be fro"
2985,15_9_F_10,C:\Users\user\Downloads\eilink_ra_ds\eilink_ra_ds\data\raw_pdfs\15_9_F_10_2009_04_18.pdf,2009-04-18,07:30,1238.0,interruptio,,ok,17,STUCK_PIPE(+8)|FISHING(+6)|text:overpull(+3),"Attempted to RIH with 20"" casing / 18 3/4"" WH - negative. Worked to free pipe with alternating up/down weights, 50 MT set down / 60 MT overpull - negative - 20"" casing differential stuck. n -- fish String movement < 50 cm. Set down 50 MT weight. Installed split bowl and set casing in slips. Discussed situation, decided to attempt making up TDS and displace well from 1,40 sg KCl mud to seawater."
810,15_9_19,C:\Users\user\Downloads\eilink_ra_ds\eilink_ra_ds\data\raw_pdfs\15_9_19_B_1997_11_29.pdf,1997-11-29,06:00,3241.0,interruption --,,fail,16,FISHING(+6)|text:back-off(+5)|state:fail(+5),FINISHED RIGGING UP ATLAS WIRELINE TO RUN BACKOFF TOOL STRING THROUGH TOP DRIVE. HAD TO RE-RIG SHEAVES BECAUSE OF HIGH DRAG ON THE LO fish GGING CABLE. ATLAS RIH CHECKING UP WEIGHTS EVERY 500M.
809,15_9_19,C:\Users\user\Downloads\eilink_ra_ds\eilink_ra_ds\data\raw_pdfs\15_9_19_B_1997_11_29.pdf,1997-11-29,02:00,3241.0,interruption --,,fail,16,FISHING(+6)|text:back-off(+5)|state:fail(+5),RIGGED UP ATLAS TO RUN STRINGSHOT TO BACKOFF DRILL STRING. fish
814,15_9_19,C:\Users\user\Downloads\eilink_ra_ds\eilink_ra_ds\data\raw_pdfs\15_9_19_B_1997_11_29.pdf,1997-11-29,22:00,3241.0,interruption --,,fail,16,FISHING(+6)|text:back-off(+5)|state:fail(+5),ATLAS CONTINUED POOH WITH BACKOFF TOOL STRING AND R/D SAME. fish
4435,15_9_F_11,C:\Users\user\Downloads\eilink_ra_ds\eilink_ra_ds\data\raw_pdfs\15_9_F_11_B_2013_06_17.pdf,2013-06-17,15:15,167.0,interruption,other,ok,15,WELL_CONTROL(+10)|EQUIPMENT_FAILURE(+4)|REPAIR(+1),"Troubleshot brake release failure on top drive. Closed out fault seeking on electrical control system. Meanwhlie: Performed kick drill, rigged down drifting equipment from derrick. Serviced top drive / travelling block and dolly. Inspected and serviced PS21 slips. Prep ared handling equipment for next BHA. Performed general maintenance. Equipment Failure Information Start Depth Sub Equip -- Syst Class Operation Downtime Equipment Remark time mMD mTVD ((min)) Repaired 00:00 2808 pipe handling equ syst -- other 0 00:00 Trolley belt failure 00:00 4696 service equ -- special service e 0 00:00 To be updated when - Preliminary description qu After 3 sudden SPP increase of 5 bar and drop (volume in active pits increased and dropped at the same time) lost signal from all tools (no pulsing) at 20:45 10.06.2013 (depth-4519m MD). After recycling pumps"
1747,15_9_19,C:\Users\user\Downloads\eilink_ra_ds\eilink_ra_ds\data\raw_pdfs\15_9_19_S_1992_12_12.pdf,1992-12-12,20:00,2510.0,interruption,,fail,15,EQUIPMENT_FAILURE(+4)|FISHING(+6)|state:fail(+5),"RIGGED UP WIRELINE. RAN FREE-POINT INDICATOR. CHECKED AND CALIBRATED TOOL AT 1400M, OK. RAN IN TO 2512M, TOOL FAILURE. POOH. -- fish"
10012,15_9_F_14,C:\Users\user\Downloads\eilink_ra_ds\eilink_ra_ds\data\raw_pdfs\15_9_F_14_2016_08_15.pdf,2016-08-15,17:00,0.0,plug abandon -,,ok,15,WELL_CONTROL(+10)|EQUIPMENT_FAILURE(+4)|REPAIR(+1),Installed cover on top deck in moon pool and lower deck. Meanwhile removed lifting equipment from TDS. - other CONTINUED REPORTING ON 15/9-F-12 Equipment Failure Information Start time Depth mMD Depth mTVD Sub Equip -- Syst Class Operation Downtime ((min)) Equipment Repaired Remark 00:00 0 drillstring downhole -- other 0 00:00 Not able to fit rig tongs to BHA 00:00 0 well control equ syst -- other 0 00:00 Not able to pull diverter
19,15_9_19,C:\Users\user\Downloads\eilink_ra_ds\eilink_ra_ds\data\raw_pdfs\15_9_19_A_1997_07_27.pdf,1997-07-27,17:30,2213.0,interruption,,fail,15,EQUIPMENT_FAILURE(+4)|FISHING(+6)|state:fail(+5),"ORIENTED BIT/MOTOR & SLACKED-OFF THROUGH WINDOW.REAMED F/2208-2212M. STARTED DRILLING-SPP INCREASED 35BAR&TDS STALLED Ø16300NM.FREED STUCK -- fish STRING USING 32 MT O/PULL-TORQUE STILL TRAPPED IN STRING.WHILE PULLING PAST 2207M W/BIT,SPP INCREASED AGAIN.FREED BIT PAST 2207M USING 55 MT O/PUL L.THEN ABLE TO RELEASE TORQUE IN STRING ONCE ABOVE 2202M."
825,15_9_19,C:\Users\user\Downloads\eilink_ra_ds\eilink_ra_ds\data\raw_pdfs\15_9_19_B_1997_12_01.pdf,1997-12-01,06:00,2835.0,interrupti,,fail,15,EQUIPMENT_FAILURE(+4)|FISHING(+6)|state:fail(+5),CONTINUED RIH TO 2100M. CONDITIONED MUD AT 1800 LPM - FULL RETURNS. RIH TO 2600M. FILLED PIPE AND BROKE CIRCULATION. RIH TO 2835M. TOOK WEIGHT. on -- fish
868,15_9_19,C:\Users\user\Downloads\eilink_ra_ds\eilink_ra_ds\data\raw_pdfs\15_9_19_B_1997_12_05.pdf,1997-12-05,11:30,2716.0,interrupti,,fail,15,EQUIPMENT_FAILURE(+4)|FISHING(+6)|state:fail(+5),CONTINUED TO RIH TO 2716 M; BROKE CIRCULATION Ø 1200 & 2105 M ON TIH. on -- fish
6246,15_9_F_12,C:\Users\user\Downloads\eilink_ra_ds\eilink_ra_ds\data\raw_pdfs\15_9_F_12_2007_07_14.pdf,2007-07-14,23:15,1203.0,drilling,casing,ok,15,WELL_CONTROL(+10)|EQUIPMENT_FAILURE(+4)|REPAIR(+1),"Picked up 18 3/4"" Subsea well head, attempted to make up same, had problems getting 18 3/4"" Subsea well head vertical without the possibility of damaging the thr eads. Equipment Failure Information Start time Depth mMD Depth mTVD Sub Equip -- Syst Class Operation Downtime ((min)) Equipment Repaired Remark 00:00 0 well control equ syst -- diverter 0 00:00 Lifting bolt for diverter broke. 00:00 12 pipe handling equ syst -- elevator 0 00:00 - 00:00 214 pipe handling equ syst -- other 0 00:00 - 00:00 36 pipe handling equ syst -- elevator 0 00:00 - 00:00 52 pipe handling equ syst -- other 0 00:00 - 00:00 0 pipe handling equ syst -- drill floor tube handl syst 0 00:00 -"
854,15_9_19,C:\Users\user\Downloads\eilink_ra_ds\eilink_ra_ds\data\raw_pdfs\15_9_19_B_1997_12_04.pdf,1997-12-04,08:00,2100.0,interruptio,,fail,15,EQUIPMENT_FAILURE(+4)|FISHING(+6)|state:fail(+5),"MU 3 1/2"" CMT. STINGER X 5"" DP.RIH TO 1011 M & BROKE CIRCULATION. CONTINUED TO RIH TO 2100 M. BROKE CIRCULATION - EXCESSIVE AMOUNT OF CUTTINGS Ø SHAK n -- fish ERS - 20% CMT. IN RETURNS."
848,15_9_19,C:\Users\user\Downloads\eilink_ra_ds\eilink_ra_ds\data\raw_pdfs\15_9_19_B_1997_12_03.pdf,1997-12-03,17:00,2500.0,interrupti,,fail,15,EQUIPMENT_FAILURE(+4)|FISHING(+6)|state:fail(+5),"RIH FROM 2100M TO 2500M. BROKE CIRCUALTION AT 2350M, 500 LPM, NO LOSSES. on -- fish"
834,15_9_19,C:\Users\user\Downloads\eilink_ra_ds\eilink_ra_ds\data\raw_pdfs\15_9_19_B_1997_12_02.pdf,1997-12-02,06:00,2826.0,interrupti,,fail,15,EQUIPMENT_FAILURE(+4)|FISHING(+6)|state:fail(+5),"CONTINUED RIH WITH 3 1/2"" CEMENT STINGER FROM 315M TO 2826M. BROKE CIRCULATION AND CONDITIONED MUD AT 1000M, 2100M, AND 2600M. FULL RETURNS AT 500 L on -- fish PM. TOOK WEIGHT AT 2826M."
1867,15_9_19,C:\Users\user\Downloads\eilink_ra_ds\eilink_ra_ds\data\raw_pdfs\15_9_19_ST2_1992_12_26.pdf,1992-12-26,06:00,2941.0,interruption,,ok,15,STUCK_PIPE(+8)|EQUIPMENT_FAILURE(+4)|text:overpull(+3),"CONTINUED BACKREAMING FROM 2941M TO 2936M. HOLE PACKED OFF AND STRING STALLED OUT. ATTEMPTED WORKING PIPE DOWN WITH 40 TONS, NO-GO. ATTE -- sidetrack MPTED TO JAR DOWN, NO-GO. ATTEMPTED WORKING PIPE DOWN WITH TORQUE, NO-GO. PULLED 60 TONS OVERPULL ON PIPE. WORKED PIPE DOWN TO 2941M. REE STABLISHED ROTATION AND CIRCULATION."
6114,15_9_F_12,C:\Users\user\Downloads\eilink_ra_ds\eilink_ra_ds\data\raw_pdfs\15_9_F_12_2007_06_30.pdf,2007-06-30,22:00,1178.0,interruption,,ok,15,WELL_CONTROL(+10)|EQUIPMENT_FAILURE(+4)|REPAIR(+1),"Waiting on Geoservices to have their sensors reading data. Meanwhile reamed and circulated 2250 lpm/101 bar. -- repair Equipment Failure Information Start Depth Sub Equip -- Operation Equipment Remark time mMD mTVD Syst Class Downtime Repaired ((min)) 00:00 225 miscellaneous eq 0 00:00 Raw water pumpe failed and left rig with only 1 out of 3 pumpes available. Due to the criticality of the pumpe delivering firewater, cooling water etc the u syst -- other drilling operation is postphoned until the pump is replaced. A new pumpe will arrive by boat schedule 00:00 578 well control equ s 0 00:00 Flowline isolation valve was locked in closed position. yst -- diverter 00:00 1178 service equ -- mu 0 00:00 Geoservices were not able to read teir sensors. d logging equ 00:00 1178 miscellaneous eq 0 00:00 Noen hadde glemt å sette ESD systemet i ""override"" under en nedlasting av software for prosessanleggets fire/gas-node. Dette førte til en ESD 2.0 n u syst -- other edstengning for hele riggen."
9183,15_9_F_14,C:\Users\user\Downloads\eilink_ra_ds\eilink_ra_ds\data\raw_pdfs\15_9_F_14_2008_06_30.pdf,2008-06-30,22:00,0.0,completion,bop,ok,15,WELL_CONTROL(+10)|EQUIPMENT_FAILURE(+4)|REPAIR(+1),"Pulled/jacked coflex flowline hose using chain hoists, slings and tugger from drillfloor. Brought modified support bracket to XMT deck. Installled support bracket on XMT. /wellhead equipm ent Meanwhile serviced fwd PRS. Equipment Failure Information Start time Depth mMD Depth mTVD Sub Equip -- Syst Class Operation Downtime ((min)) Equipment Repaired Remark 00:00 0 well control equ syst -- other 0 00:00 Not able to release lock dogs in diverter with dedicated pulling/handling tool."
859,15_9_19,C:\Users\user\Downloads\eilink_ra_ds\eilink_ra_ds\data\raw_pdfs\15_9_19_B_1997_12_04.pdf,1997-12-04,21:30,2983.0,interruptio,,fail,15,EQUIPMENT_FAILURE(+4)|FISHING(+6)|state:fail(+5),"PULLED BACK TO 3002 M; STILL LOSING MUD Ø 500 LPM. PULLED BACK TO 2983 M. BROKE CIRC. - NO MUD LOSSES Ø 200,300,400,&500 LPM. BROKE OUT CONNECTION; n -- fish MUD U TBG. UP STRING."
6059,15_9_F_12,C:\Users\user\Downloads\eilink_ra_ds\eilink_ra_ds\data\raw_pdfs\15_9_F_12_2007_06_22.pdf,2007-06-22,22:30,260.0,drilling,drill,ok,15,WELL_CONTROL(+10)|EQUIPMENT_FAILURE(+4)|REPAIR(+1),"Drilled 2 m new formation with 26"" hole opner BHA; 3000 lpm, 55 rpm and 1 ton wob. Reamed rate hole and shoe track. Equipment Failure Information Start time Depth mMD Depth mTVD Sub Equip -- Syst Class Operation Downtime ((min)) Equipment Repaired Remark 00:00 180 well control equ syst -- riser syst 0 00:00 Not able to operate flowline isolation valve 00:00 141 pipe handling equ syst -- other 0 00:00 FWD PRS failed on proximity switch for old service platform."
6968,15_9_F_12,C:\Users\user\Downloads\eilink_ra_ds\eilink_ra_ds\data\raw_pdfs\15_9_F_12_2007_09_13.pdf,2007-09-13,21:00,20.0,drilling,bop/w,ok,15,WELL_CONTROL(+10)|EQUIPMENT_FAILURE(+4)|REPAIR(+1),Removed handling tool on production riser flange in riser spider. Lifted 1st double with dual lift on block and deckcrane. Made up flanged connection according to Vetco/Bandak proc ellhead equipm edure. Installed fairring on coupling. Ran in and placed TBC connector in level with Centralizer deck. Prepared guidewires in slot F-11 and F-13. Built scaffolding/barriers around deck ent openings. Equipment Failure Information Start time Depth mMD Depth mTVD Sub Equip -- Syst Class Operation Downtime ((min)) Equipment Repaired Remark 00:00 121 well control equ syst -- riser syst 0 00:00 Damage on soft slings. Rejected slings for use.
844,15_9_19,C:\Users\user\Downloads\eilink_ra_ds\eilink_ra_ds\data\raw_pdfs\15_9_19_B_1997_12_03.pdf,1997-12-03,12:00,1000.0,interrupti,,fail,15,EQUIPMENT_FAILURE(+4)|FISHING(+6)|state:fail(+5),FILLED PIPE AND BROKE CIRCULATION WHILE STAGING PUMPS UP TO 500 LPM - FULL RETURNS. on -- fish
6567,15_9_F_12,C:\Users\user\Downloads\eilink_ra_ds\eilink_ra_ds\data\raw_pdfs\15_9_F_12_2007_08_07.pdf,2007-08-07,23:30,0.0,drilling,bop ac,ok,15,WELL_CONTROL(+10)|EQUIPMENT_FAILURE(+4)|REPAIR(+1),Picked up BOP test tool and space out assembly. tivities Equipment Failure Information Start time Depth mMD Depth mTVD Sub Equip -- Syst Class Operation Downtime ((min)) Equipment Repaired Remark 00:00 0 well control equ syst -- diverter 0 00:00 Leaking seals in slick joint had to be changed .
857,15_9_19,C:\Users\user\Downloads\eilink_ra_ds\eilink_ra_ds\data\raw_pdfs\15_9_19_B_1997_12_04.pdf,1997-12-04,19:30,2776.0,interruptio,,fail,15,EQUIPMENT_FAILURE(+4)|FISHING(+6)|state:fail(+5),"WHILE TIH, TOOK 5 MT OF WEIGHT DOWN Ø 2776 M. W/R FROM 2776 - 2800 M - USING 500 LPM & 70 RPM. CONTINUED RIH TO 2980 M; BROKE CIRC. Ø 2900 M. n -- fish"
856,15_9_19,C:\Users\user\Downloads\eilink_ra_ds\eilink_ra_ds\data\raw_pdfs\15_9_19_B_1997_12_04.pdf,1997-12-04,15:30,2776.0,interruptio,,fail,15,EQUIPMENT_FAILURE(+4)|FISHING(+6)|state:fail(+5),"MU CMT. STAND & RACKED SAME IN DERRICK. CONTINUED RIH WITH CMT.STINGER FROM 2100 - 2776 M. BROKE CIRCULATION Ø 2300, 2500 & 2700 M - FULL RETURNS Ø n -- fish 500 LPM."
2925,15_9_F_10,C:\Users\user\Downloads\eilink_ra_ds\eilink_ra_ds\data\raw_pdfs\15_9_F_10_2009_04_12.pdf,2009-04-12,22:15,328.0,drilling --,,ok,15,WELL_CONTROL(+10)|EQUIPMENT_FAILURE(+4)|REPAIR(+1),Initiated kick off according to DDs instructions. Drilled/slided from 298 m to 328 m MD. Drilling parameters : Flow 3000 lpm / SPP ~75 bar / 87-121 RPM / WOB 2-10 MT / Torque 1-4 drill kNm. Performed gMWD survey at 316 m MD. Equipment Failure Information Start time Depth mMD Depth mTVD Sub Equip -- Syst Class Operation Downtime ((min)) Equipment Repaired Remark 00:00 36 pipe handling equ syst -- drill floor tube handl syst 0 00:00 Hydraulic leakage on AFT Iron roughneck.
826,15_9_19,C:\Users\user\Downloads\eilink_ra_ds\eilink_ra_ds\data\raw_pdfs\15_9_19_B_1997_12_01.pdf,1997-12-01,10:30,2935.0,interrupti,,fail,15,EQUIPMENT_FAILURE(+4)|FISHING(+6)|state:fail(+5),"COULD NOT WORK PIPE DOWN PAST 2835M. BROKE CIRCULATION AND WASHED AND REAMED FROM 2835M TO 2935M. 1800 LPM, FULL RETURNS. EXCESSIVE CUTTINGS on -- fish AT SHAKERS."
840,15_9_19,C:\Users\user\Downloads\eilink_ra_ds\eilink_ra_ds\data\raw_pdfs\15_9_19_B_1997_12_03.pdf,1997-12-03,00:00,2106.0,interrupti,,fail,15,EQUIPMENT_FAILURE(+4)|FISHING(+6)|state:fail(+5),CONTINUED POOH. HOLE FILL CORRECT BUT PIPE STARTED RUNNING OVER. BROKE CIRCULATION WITH 800 LPM AND FULL RETURNS. PUMPED SLUG. on -- fish
845,15_9_19,C:\Users\user\Downloads\eilink_ra_ds\eilink_ra_ds\data\raw_pdfs\15_9_19_B_1997_12_03.pdf,1997-12-03,12:30,2100.0,interrupti,,fail,15,EQUIPMENT_FAILURE(+4)|FISHING(+6)|state:fail(+5),CONTINUED RIH WITH STEERABLE ASSEMBLY. FILLED PIPE AND BROKE CIRCULATION WHILE STAGING PUMPS UP TO 500 LPM - FULL RETURNS. on -- fish
1346,15_9_19,C:\Users\user\Downloads\eilink_ra_ds\eilink_ra_ds\data\raw_pdfs\15_9_19_BT2_1998_01_27.pdf,1998-01-27,01:00,1378.0,plug abandon,cut,ok,14,STUCK_PIPE(+8)|FISHING(+6),RU FALSE ROTARY. COMPLETED POOH WITH SPEAR & PACK-OFF ASSEMBLY. NOTE: CASING CUT Ø 1378 M.
7507,15_9_F_12,C:\Users\user\Downloads\eilink_ra_ds\eilink_ra_ds\data\raw_pdfs\15_9_F_12_2010_09_21.pdf,2010-09-21,14:30,0.0,workover,wait,ok,14,WELL_CONTROL(+10)|EQUIPMENT_FAILURE(+4),Waited for Production Department to bean up F-14 and shut in F-12 for leak testing and handover. Meanwhile built new cable head (4/3-2005 lbs) and leak test ed cable rams in BOP.
7596,15_9_F_12,C:\Users\user\Downloads\eilink_ra_ds\eilink_ra_ds\data\raw_pdfs\15_9_F_12_2014_11_27.pdf,2014-11-27,04:00,1400.0,interruption,other,ok,14,WELL_CONTROL(+10)|EQUIPMENT_FAILURE(+4),"RIH w/BHA #2 7"" EVO plug from surface to 1400 m. WHP 51 bar. Performed well control drill: Leakage in grease injection head. Stopped each 300 meters to perform P/U weight."
10435,15_9_F_15,C:\Users\user\Downloads\eilink_ra_ds\eilink_ra_ds\data\raw_pdfs\15_9_F_15_2008_09_21.pdf,2008-09-21,19:00,1337.0,drilling --,,ok,14,EQUIPMENT_FAILURE(+4)|FISHING(+6)|text:fishing(+4),"Broke, inspected and racked back stand used for fishing drillstring. drill"
6363,15_9_F_12,C:\Users\user\Downloads\eilink_ra_ds\eilink_ra_ds\data\raw_pdfs\15_9_F_12_2007_07_21.pdf,2007-07-21,21:15,1355.0,drilling,drill,ok,14,WELL_CONTROL(+10)|EQUIPMENT_FAILURE(+4),Drilled cement in shoetrack from 1330 m to 1355 m MD. Drilling parameters 4000 lpm / SPP 130 bar / 90 rpm / 3-5 MT WOB / Torque 16 kNm. Equipment Failure Information Start Depth Sub Equip -- Syst Operation Equipment Remark time mMD mTVD Class Downtime Repaired ((min)) 00:00 50 service equ -- specia 0 00:00 The installation of the RA source into the ADN sub is normally done with an installation carrier and adapter sitting on top of the pipe stick up. Several l service equ attempts to install the RA source were made using this equipment. Was not able to screw the RA sourced 00:00 1319 well control equ syst 0 00:00 Fault on choke sensors -- choke/kill syst 00:00 1100 mud and bulk syst -- 0 00:00 Leakage on mudpump#1. Liner spray on mudpump#3 not working. mud supply
7770,15_9_F_12,C:\Users\user\Downloads\eilink_ra_ds\eilink_ra_ds\data\raw_pdfs\15_9_F_12_2016_08_20.pdf,2016-08-20,19:30,1877.0,plug abandon,,ok,14,STUCK_PIPE(+8)|FISHING(+6),"P/U spear assembly (run#11), greased pack off, grapple and set in catch -- other"
4927,15_9_F_11,C:\Users\user\Downloads\eilink_ra_ds\eilink_ra_ds\data\raw_pdfs\15_9_F_11_B_2015_11_01.pdf,2015-11-01,10:30,0.0,workover,perfor,ok,14,WELL_CONTROL(+10)|EQUIPMENT_FAILURE(+4),"Filled lubricator with MEG using production permanent line into XMT cross. Equalized and opened HMV. Equalized and opened SV. WHP 118 bar. ate Meanwhile performed well control drill, leak in connection above BOP."
820,15_9_19,C:\Users\user\Downloads\eilink_ra_ds\eilink_ra_ds\data\raw_pdfs\15_9_19_B_1997_11_30.pdf,1997-11-30,15:30,2950.0,interrupti,,fail,14,FISHING(+6)|text:overpull(+3)|state:fail(+5),PIPE STARTED MOVING UP WITH 170 TONS OVERPULL. CONTINUED PULLING TO 2950M WHERE OVERPULL RETURNED TO NORMAL. on -- fish
5646,15_9_F_11,C:\Users\user\Downloads\eilink_ra_ds\eilink_ra_ds\data\raw_pdfs\15_9_F_11_T2_2013_04_12.pdf,2013-04-12,22:00,1159.0,drilling,trip,ok,14,WELL_CONTROL(+10)|EQUIPMENT_FAILURE(+4),"RIH with 17 1/2"" BHA on 5 1/2"" DP from 473 m to 1159 m. Average tripping speed 343 m/hr. Equipment Failure Information Start Depth Sub Equip -- Syst Class Operation Downtime Equipment Remark time mMD mTVD ((min)) Repaired 00:00 201 pipe handling equ syst -- drill floor tube handl s 0 00:00 Unable to lay out damaged 20"" casing joint due to problems with HTS kick down r yst oller. 00:00 1317 material handling syst -- utility winchs 0 00:00 Not able to spin in TDS to cement stand."
1334,15_9_19,C:\Users\user\Downloads\eilink_ra_ds\eilink_ra_ds\data\raw_pdfs\15_9_19_BT2_1998_01_26.pdf,1998-01-26,10:00,182.0,plug aban,,ok,14,STUCK_PIPE(+8)|FISHING(+6),"MU 9 5/8"" CASING SPEAR WITH PACK-OFF. RIH - PU 14 JTS. 5"" 25,6# U170 DRILLPIPE. ENGAGED 9 5/8"" CASING WITH SPEAR Ø 182 M - 1 M BELOW 10 3/4"" X 9 5/8"" X/OVER. N don -- cut OTE: 9 5/8"" CASING CUT Ø DEPTH OF 1485 M."
648,15_9_19,C:\Users\user\Downloads\eilink_ra_ds\eilink_ra_ds\data\raw_pdfs\15_9_19_A_1997_11_08.pdf,1997-11-08,04:00,106.0,plug,,ok,14,STUCK_PIPE(+8)|FISHING(+6),"MADE UP 7"" CSG SPEAR/PACKOFF ASSY AND RIH TO WELLHEAD. abandon -- cut"
10651,15_9_F_15,C:\Users\user\Downloads\eilink_ra_ds\eilink_ra_ds\data\raw_pdfs\15_9_F_15_2008_11_15.pdf,2008-11-15,01:30,2539.0,drilling,drill,ok,14,WELL_CONTROL(+10)|EQUIPMENT_FAILURE(+4),"RIH with 8 1/2"" BHA from 2440 m to 2514 m on 5 1/2 "" DP. Performed kick drill / 55 sec. MU TDS and broke circulation. Staged up pumps and washed down to 2539 m, Flow 220 0 lpm / SPP 235 bar / String RPM 40 / TQ 8-10 kNm. Up weight 142 MT / Down weight 121 MT / Free rotation weight 130 MT."
