op_id,pdf_path,well_family,report_date,entity_text,entity_label,entity_value,entity_unit,char_start,char_end
1,C:\Users\user\Downloads\eilink_ra_ds\eilink_ra_ds\data\raw_pdfs\15_9_19_A_1997_07_26.pdf,15_9_19,1997-07-26,BHA,EQUIPMENT,BHA,,64,67
1,C:\Users\user\Downloads\eilink_ra_ds\eilink_ra_ds\data\raw_pdfs\15_9_19_A_1997_07_26.pdf,15_9_19,1997-07-26,DP,EQUIPMENT,DP,,87,89
2,C:\Users\user\Downloads\eilink_ra_ds\eilink_ra_ds\data\raw_pdfs\15_9_19_A_1997_07_26.pdf,15_9_19,1997-07-26,"9 5/8""",BIT_SIZE,9.625,"""",69,75
2,C:\Users\user\Downloads\eilink_ra_ds\eilink_ra_ds\data\raw_pdfs\15_9_19_A_1997_07_26.pdf,15_9_19,1997-07-26,2211 M,DEPTH,2211,m,91,97
3,C:\Users\user\Downloads\eilink_ra_ds\eilink_ra_ds\data\raw_pdfs\15_9_19_A_1997_07_26.pdf,15_9_19,1997-07-26,MWD,EQUIPMENT,MWD,,25,28
4,C:\Users\user\Downloads\eilink_ra_ds\eilink_ra_ds\data\raw_pdfs\15_9_19_A_1997_07_26.pdf,15_9_19,1997-07-26,"9 5/8""",BIT_SIZE,9.625,"""",14,20
4,C:\Users\user\Downloads\eilink_ra_ds\eilink_ra_ds\data\raw_pdfs\15_9_19_A_1997_07_26.pdf,15_9_19,1997-07-26,CASING,EQUIPMENT,CASING,,21,27
4,C:\Users\user\Downloads\eilink_ra_ds\eilink_ra_ds\data\raw_pdfs\15_9_19_A_1997_07_26.pdf,15_9_19,1997-07-26,2202 M MD,DEPTH,2202,mMD,61,70
4,C:\Users\user\Downloads\eilink_ra_ds\eilink_ra_ds\data\raw_pdfs\15_9_19_A_1997_07_26.pdf,15_9_19,1997-07-26,2207 M MD,DEPTH,2207,mMD,92,101
4,C:\Users\user\Downloads\eilink_ra_ds\eilink_ra_ds\data\raw_pdfs\15_9_19_A_1997_07_26.pdf,15_9_19,1997-07-26,2205 M,DEPTH,2205,m,144,150
5,C:\Users\user\Downloads\eilink_ra_ds\eilink_ra_ds\data\raw_pdfs\15_9_19_A_1997_07_26.pdf,15_9_19,1997-07-26,2213 M,DEPTH,2213,m,41,47
5,C:\Users\user\Downloads\eilink_ra_ds\eilink_ra_ds\data\raw_pdfs\15_9_19_A_1997_07_26.pdf,15_9_19,1997-07-26,2208 M,DEPTH,2208,m,91,97
6,C:\Users\user\Downloads\eilink_ra_ds\eilink_ra_ds\data\raw_pdfs\15_9_19_A_1997_07_26.pdf,15_9_19,1997-07-26,12 M,DEPTH,12,m,129,133
7,C:\Users\user\Downloads\eilink_ra_ds\eilink_ra_ds\data\raw_pdfs\15_9_19_A_1997_07_26.pdf,15_9_19,1997-07-26,2000 LPM,MEASUREMENT,2000,LPM,52,60
8,C:\Users\user\Downloads\eilink_ra_ds\eilink_ra_ds\data\raw_pdfs\15_9_19_A_1997_07_27.pdf,15_9_19,1997-07-27,CHOKE,EQUIPMENT,CHOKE,,42,47
9,C:\Users\user\Downloads\eilink_ra_ds\eilink_ra_ds\data\raw_pdfs\15_9_19_A_1997_07_27.pdf,15_9_19,1997-07-27,DRILLING BHA,EQUIPMENT,DRILLING BHA,,39,51
13,C:\Users\user\Downloads\eilink_ra_ds\eilink_ra_ds\data\raw_pdfs\15_9_19_A_1997_07_27.pdf,15_9_19,1997-07-27,DRILLING BHA,EQUIPMENT,DRILLING BHA,,3,15
14,C:\Users\user\Downloads\eilink_ra_ds\eilink_ra_ds\data\raw_pdfs\15_9_19_A_1997_07_27.pdf,15_9_19,1997-07-27,BHA,EQUIPMENT,BHA,,9,12
14,C:\Users\user\Downloads\eilink_ra_ds\eilink_ra_ds\data\raw_pdfs\15_9_19_A_1997_07_27.pdf,15_9_19,1997-07-27,800 M,DEPTH,800,m,16,21
15,C:\Users\user\Downloads\eilink_ra_ds\eilink_ra_ds\data\raw_pdfs\15_9_19_A_1997_07_27.pdf,15_9_19,1997-07-27,BOP,EQUIPMENT,BOP,,28,31
15,C:\Users\user\Downloads\eilink_ra_ds\eilink_ra_ds\data\raw_pdfs\15_9_19_A_1997_07_27.pdf,15_9_19,1997-07-27,ANNULAR,EQUIPMENT,ANNULAR,,86,93
16,C:\Users\user\Downloads\eilink_ra_ds\eilink_ra_ds\data\raw_pdfs\15_9_19_A_1997_07_27.pdf,15_9_19,1997-07-27,2193 M,DEPTH,2193,m,20,26
19,C:\Users\user\Downloads\eilink_ra_ds\eilink_ra_ds\data\raw_pdfs\15_9_19_A_1997_07_27.pdf,15_9_19,1997-07-27,2212M,DEPTH,2212,m,62,67
19,C:\Users\user\Downloads\eilink_ra_ds\eilink_ra_ds\data\raw_pdfs\15_9_19_A_1997_07_27.pdf,15_9_19,1997-07-27,35BAR,MEASUREMENT,35,BAR,100,105
19,C:\Users\user\Downloads\eilink_ra_ds\eilink_ra_ds\data\raw_pdfs\15_9_19_A_1997_07_27.pdf,15_9_19,1997-07-27,TDS,EQUIPMENT,TDS,,106,109
19,C:\Users\user\Downloads\eilink_ra_ds\eilink_ra_ds\data\raw_pdfs\15_9_19_A_1997_07_27.pdf,15_9_19,1997-07-27,32 MT,MEASUREMENT,32,MT,160,165
19,C:\Users\user\Downloads\eilink_ra_ds\eilink_ra_ds\data\raw_pdfs\15_9_19_A_1997_07_27.pdf,15_9_19,1997-07-27,2207M,DEPTH,2207,m,223,228
19,C:\Users\user\Downloads\eilink_ra_ds\eilink_ra_ds\data\raw_pdfs\15_9_19_A_1997_07_27.pdf,15_9_19,1997-07-27,2207M,DEPTH,2207,m,270,275
19,C:\Users\user\Downloads\eilink_ra_ds\eilink_ra_ds\data\raw_pdfs\15_9_19_A_1997_07_27.pdf,15_9_19,1997-07-27,55 MT,MEASUREMENT,55,MT,282,287
19,C:\Users\user\Downloads\eilink_ra_ds\eilink_ra_ds\data\raw_pdfs\15_9_19_A_1997_07_27.pdf,15_9_19,1997-07-27,2202M,DEPTH,2202,m,345,350
20,C:\Users\user\Downloads\eilink_ra_ds\eilink_ra_ds\data\raw_pdfs\15_9_19_A_1997_07_27.pdf,15_9_19,1997-07-27,2202 M,DEPTH,2202,m,68,74
20,C:\Users\user\Downloads\eilink_ra_ds\eilink_ra_ds\data\raw_pdfs\15_9_19_A_1997_07_27.pdf,15_9_19,1997-07-27,"9 5/8""",BIT_SIZE,9.625,"""",94,100
20,C:\Users\user\Downloads\eilink_ra_ds\eilink_ra_ds\data\raw_pdfs\15_9_19_A_1997_07_27.pdf,15_9_19,1997-07-27,CASING,EQUIPMENT,CASING,,101,107
21,C:\Users\user\Downloads\eilink_ra_ds\eilink_ra_ds\data\raw_pdfs\15_9_19_A_1997_07_27.pdf,15_9_19,1997-07-27,DRILLING BHA,EQUIPMENT,DRILLING BHA,,38,50
21,C:\Users\user\Downloads\eilink_ra_ds\eilink_ra_ds\data\raw_pdfs\15_9_19_A_1997_07_27.pdf,15_9_19,1997-07-27,BHA,EQUIPMENT,BHA,,135,138
22,C:\Users\user\Downloads\eilink_ra_ds\eilink_ra_ds\data\raw_pdfs\15_9_19_A_1997_07_28.pdf,15_9_19,1997-07-28,BHA,EQUIPMENT,BHA,,11,14
23,C:\Users\user\Downloads\eilink_ra_ds\eilink_ra_ds\data\raw_pdfs\15_9_19_A_1997_07_28.pdf,15_9_19,1997-07-28,2205 M,DEPTH,2205,m,17,23
24,C:\Users\user\Downloads\eilink_ra_ds\eilink_ra_ds\data\raw_pdfs\15_9_19_A_1997_07_28.pdf,15_9_19,1997-07-28,BHA,EQUIPMENT,BHA,,45,48
25,C:\Users\user\Downloads\eilink_ra_ds\eilink_ra_ds\data\raw_pdfs\15_9_19_A_1997_07_28.pdf,15_9_19,1997-07-28,2187 M,DEPTH,2187,m,7,13
25,C:\Users\user\Downloads\eilink_ra_ds\eilink_ra_ds\data\raw_pdfs\15_9_19_A_1997_07_28.pdf,15_9_19,1997-07-28,"9 5/8""",BIT_SIZE,9.625,"""",19,25
25,C:\Users\user\Downloads\eilink_ra_ds\eilink_ra_ds\data\raw_pdfs\15_9_19_A_1997_07_28.pdf,15_9_19,1997-07-28,DP,EQUIPMENT,DP,,41,43
26,C:\Users\user\Downloads\eilink_ra_ds\eilink_ra_ds\data\raw_pdfs\15_9_19_A_1997_07_28.pdf,15_9_19,1997-07-28,2187 M,DEPTH,2187,m,19,25
26,C:\Users\user\Downloads\eilink_ra_ds\eilink_ra_ds\data\raw_pdfs\15_9_19_A_1997_07_28.pdf,15_9_19,1997-07-28,10 MT,MEASUREMENT,10,MT,67,72
29,C:\Users\user\Downloads\eilink_ra_ds\eilink_ra_ds\data\raw_pdfs\15_9_19_A_1997_07_29.pdf,15_9_19,1997-07-29,BHA,EQUIPMENT,BHA,,51,54
29,C:\Users\user\Downloads\eilink_ra_ds\eilink_ra_ds\data\raw_pdfs\15_9_19_A_1997_07_29.pdf,15_9_19,1997-07-29,DP,EQUIPMENT,DP,,58,60
30,C:\Users\user\Downloads\eilink_ra_ds\eilink_ra_ds\data\raw_pdfs\15_9_19_A_1997_07_29.pdf,15_9_19,1997-07-29,2170 M,DEPTH,2170,m,32,38
32,C:\Users\user\Downloads\eilink_ra_ds\eilink_ra_ds\data\raw_pdfs\15_9_19_A_1997_07_29.pdf,15_9_19,1997-07-29,MWD,EQUIPMENT,MWD,,25,28
33,C:\Users\user\Downloads\eilink_ra_ds\eilink_ra_ds\data\raw_pdfs\15_9_19_A_1997_07_29.pdf,15_9_19,1997-07-29,"9 5/8""",BIT_SIZE,9.625,"""",14,20
33,C:\Users\user\Downloads\eilink_ra_ds\eilink_ra_ds\data\raw_pdfs\15_9_19_A_1997_07_29.pdf,15_9_19,1997-07-29,CASING,EQUIPMENT,CASING,,21,27
33,C:\Users\user\Downloads\eilink_ra_ds\eilink_ra_ds\data\raw_pdfs\15_9_19_A_1997_07_29.pdf,15_9_19,1997-07-29,2178 M,DEPTH,2178,m,61,67
33,C:\Users\user\Downloads\eilink_ra_ds\eilink_ra_ds\data\raw_pdfs\15_9_19_A_1997_07_29.pdf,15_9_19,1997-07-29,2183 M,DEPTH,2183,m,88,94
33,C:\Users\user\Downloads\eilink_ra_ds\eilink_ra_ds\data\raw_pdfs\15_9_19_A_1997_07_29.pdf,15_9_19,1997-07-29,74 BAR,MEASUREMENT,74,BAR,132,138
34,C:\Users\user\Downloads\eilink_ra_ds\eilink_ra_ds\data\raw_pdfs\15_9_19_A_1997_07_29.pdf,15_9_19,1997-07-29,2198M,DEPTH,2198,m,41,46
34,C:\Users\user\Downloads\eilink_ra_ds\eilink_ra_ds\data\raw_pdfs\15_9_19_A_1997_07_29.pdf,15_9_19,1997-07-29,1500 LPM,MEASUREMENT,1500,LPM,60,68
34,C:\Users\user\Downloads\eilink_ra_ds\eilink_ra_ds\data\raw_pdfs\15_9_19_A_1997_07_29.pdf,15_9_19,1997-07-29,125 BAR,MEASUREMENT,125,BAR,72,79
35,C:\Users\user\Downloads\eilink_ra_ds\eilink_ra_ds\data\raw_pdfs\15_9_19_A_1997_07_30.pdf,15_9_19,1997-07-30,2202 M,DEPTH,2202,m,21,27
35,C:\Users\user\Downloads\eilink_ra_ds\eilink_ra_ds\data\raw_pdfs\15_9_19_A_1997_07_30.pdf,15_9_19,1997-07-30,19 M,DEPTH,19,m,39,43
36,C:\Users\user\Downloads\eilink_ra_ds\eilink_ra_ds\data\raw_pdfs\15_9_19_A_1997_07_30.pdf,15_9_19,1997-07-30,2000 LPM,MEASUREMENT,2000,LPM,75,83
36,C:\Users\user\Downloads\eilink_ra_ds\eilink_ra_ds\data\raw_pdfs\15_9_19_A_1997_07_30.pdf,15_9_19,1997-07-30,195 BAR,MEASUREMENT,195,BAR,87,94
36,C:\Users\user\Downloads\eilink_ra_ds\eilink_ra_ds\data\raw_pdfs\15_9_19_A_1997_07_30.pdf,15_9_19,1997-07-30,CHOKE,EQUIPMENT,CHOKE,,104,109
37,C:\Users\user\Downloads\eilink_ra_ds\eilink_ra_ds\data\raw_pdfs\15_9_19_A_1997_07_30.pdf,15_9_19,1997-07-30,DRILLING BHA,EQUIPMENT,DRILLING BHA,,11,23
38,C:\Users\user\Downloads\eilink_ra_ds\eilink_ra_ds\data\raw_pdfs\15_9_19_A_1997_07_30.pdf,15_9_19,1997-07-30,BHA,EQUIPMENT,BHA,,36,39
39,C:\Users\user\Downloads\eilink_ra_ds\eilink_ra_ds\data\raw_pdfs\15_9_19_A_1997_07_30.pdf,15_9_19,1997-07-30,DRILLING BHA,EQUIPMENT,DRILLING BHA,,3,15
39,C:\Users\user\Downloads\eilink_ra_ds\eilink_ra_ds\data\raw_pdfs\15_9_19_A_1997_07_30.pdf,15_9_19,1997-07-30,430 M,DEPTH,430,m,25,30
39,C:\Users\user\Downloads\eilink_ra_ds\eilink_ra_ds\data\raw_pdfs\15_9_19_A_1997_07_30.pdf,15_9_19,1997-07-30,"8 1/2""",BIT_SIZE,8.5,"""",40,46
41,C:\Users\user\Downloads\eilink_ra_ds\eilink_ra_ds\data\raw_pdfs\15_9_19_A_1997_07_30.pdf,15_9_19,1997-07-30,TOP DRIVE SYSTEM,EQUIPMENT,TOP DRIVE SYSTEM,,24,40
42,C:\Users\user\Downloads\eilink_ra_ds\eilink_ra_ds\data\raw_pdfs\15_9_19_A_1997_07_30.pdf,15_9_19,1997-07-30,2161 M,DEPTH,2161,m,20,26
44,C:\Users\user\Downloads\eilink_ra_ds\eilink_ra_ds\data\raw_pdfs\15_9_19_A_1997_07_30.pdf,15_9_19,1997-07-30,2190 M,DEPTH,2190,m,50,56
44,C:\Users\user\Downloads\eilink_ra_ds\eilink_ra_ds\data\raw_pdfs\15_9_19_A_1997_07_30.pdf,15_9_19,1997-07-30,CASING,EQUIPMENT,CASING,,68,74
44,C:\Users\user\Downloads\eilink_ra_ds\eilink_ra_ds\data\raw_pdfs\15_9_19_A_1997_07_30.pdf,15_9_19,1997-07-30,2183 M,DEPTH,2183,m,87,93
44,C:\Users\user\Downloads\eilink_ra_ds\eilink_ra_ds\data\raw_pdfs\15_9_19_A_1997_07_30.pdf,15_9_19,1997-07-30,2175 M,DEPTH,2175,m,114,120
45,C:\Users\user\Downloads\eilink_ra_ds\eilink_ra_ds\data\raw_pdfs\15_9_19_A_1997_07_30.pdf,15_9_19,1997-07-30,2202 M,DEPTH,2202,m,43,49
46,C:\Users\user\Downloads\eilink_ra_ds\eilink_ra_ds\data\raw_pdfs\15_9_19_A_1997_07_30.pdf,15_9_19,1997-07-30,"8 1/2""",BIT_SIZE,8.5,"""",17,23
46,C:\Users\user\Downloads\eilink_ra_ds\eilink_ra_ds\data\raw_pdfs\15_9_19_A_1997_07_30.pdf,15_9_19,1997-07-30,2311 M,DEPTH,2311,m,41,47
47,C:\Users\user\Downloads\eilink_ra_ds\eilink_ra_ds\data\raw_pdfs\15_9_19_A_1997_07_31.pdf,15_9_19,1997-07-31,"8 1/2""",BIT_SIZE,8.5,"""",17,23
47,C:\Users\user\Downloads\eilink_ra_ds\eilink_ra_ds\data\raw_pdfs\15_9_19_A_1997_07_31.pdf,15_9_19,1997-07-31,2405 M,DEPTH,2405,m,41,47
48,C:\Users\user\Downloads\eilink_ra_ds\eilink_ra_ds\data\raw_pdfs\15_9_19_A_1997_07_31.pdf,15_9_19,1997-07-31,"8 1/2""",BIT_SIZE,8.5,"""",17,23
48,C:\Users\user\Downloads\eilink_ra_ds\eilink_ra_ds\data\raw_pdfs\15_9_19_A_1997_07_31.pdf,15_9_19,1997-07-31,2653 M,DEPTH,2653,m,39,45
50,C:\Users\user\Downloads\eilink_ra_ds\eilink_ra_ds\data\raw_pdfs\15_9_19_A_1997_07_31.pdf,15_9_19,1997-07-31,"8 1/2""",BIT_SIZE,8.5,"""",17,23
50,C:\Users\user\Downloads\eilink_ra_ds\eilink_ra_ds\data\raw_pdfs\15_9_19_A_1997_07_31.pdf,15_9_19,1997-07-31,2711 M,DEPTH,2711,m,41,47
51,C:\Users\user\Downloads\eilink_ra_ds\eilink_ra_ds\data\raw_pdfs\15_9_19_A_1997_08_01.pdf,15_9_19,1997-08-01,"8 1/2""",BIT_SIZE,8.5,"""",17,23
51,C:\Users\user\Downloads\eilink_ra_ds\eilink_ra_ds\data\raw_pdfs\15_9_19_A_1997_08_01.pdf,15_9_19,1997-08-01,2768 M,DEPTH,2768,m,41,47
53,C:\Users\user\Downloads\eilink_ra_ds\eilink_ra_ds\data\raw_pdfs\15_9_19_A_1997_08_01.pdf,15_9_19,1997-08-01,BHA,EQUIPMENT,BHA,,9,12
53,C:\Users\user\Downloads\eilink_ra_ds\eilink_ra_ds\data\raw_pdfs\15_9_19_A_1997_08_01.pdf,15_9_19,1997-08-01,"9 5/8""",BIT_SIZE,9.625,"""",117,123
53,C:\Users\user\Downloads\eilink_ra_ds\eilink_ra_ds\data\raw_pdfs\15_9_19_A_1997_08_01.pdf,15_9_19,1997-08-01,MWD,EQUIPMENT,MWD,,171,174
54,C:\Users\user\Downloads\eilink_ra_ds\eilink_ra_ds\data\raw_pdfs\15_9_19_A_1997_08_01.pdf,15_9_19,1997-08-01,2768 M,DEPTH,2768,m,107,113
54,C:\Users\user\Downloads\eilink_ra_ds\eilink_ra_ds\data\raw_pdfs\15_9_19_A_1997_08_01.pdf,15_9_19,1997-08-01,5 M,DEPTH,5,m,129,132
55,C:\Users\user\Downloads\eilink_ra_ds\eilink_ra_ds\data\raw_pdfs\15_9_19_A_1997_08_01.pdf,15_9_19,1997-08-01,2500 LPM,MEASUREMENT,2500,LPM,104,112
55,C:\Users\user\Downloads\eilink_ra_ds\eilink_ra_ds\data\raw_pdfs\15_9_19_A_1997_08_01.pdf,15_9_19,1997-08-01,290 BAR,MEASUREMENT,290,BAR,116,123
58,C:\Users\user\Downloads\eilink_ra_ds\eilink_ra_ds\data\raw_pdfs\15_9_19_A_1997_08_02.pdf,15_9_19,1997-08-02,2710 M,DEPTH,2710,m,128,134
59,C:\Users\user\Downloads\eilink_ra_ds\eilink_ra_ds\data\raw_pdfs\15_9_19_A_1997_08_02.pdf,15_9_19,1997-08-02,2771 M,DEPTH,2771,m,20,26
60,C:\Users\user\Downloads\eilink_ra_ds\eilink_ra_ds\data\raw_pdfs\15_9_19_A_1997_08_02.pdf,15_9_19,1997-08-02,2783 M,DEPTH,2783,m,18,24
61,C:\Users\user\Downloads\eilink_ra_ds\eilink_ra_ds\data\raw_pdfs\15_9_19_A_1997_08_02.pdf,15_9_19,1997-08-02,2190 M,DEPTH,2190,m,36,42
62,C:\Users\user\Downloads\eilink_ra_ds\eilink_ra_ds\data\raw_pdfs\15_9_19_A_1997_08_02.pdf,15_9_19,1997-08-02,2500LPM,MEASUREMENT,2500,LPM,13,20
62,C:\Users\user\Downloads\eilink_ra_ds\eilink_ra_ds\data\raw_pdfs\15_9_19_A_1997_08_02.pdf,15_9_19,1997-08-02,40 MT,MEASUREMENT,40,MT,214,219
62,C:\Users\user\Downloads\eilink_ra_ds\eilink_ra_ds\data\raw_pdfs\15_9_19_A_1997_08_02.pdf,15_9_19,1997-08-02,600 LPM,MEASUREMENT,600,LPM,248,255
63,C:\Users\user\Downloads\eilink_ra_ds\eilink_ra_ds\data\raw_pdfs\15_9_19_A_1997_08_02.pdf,15_9_19,1997-08-02,2199 M,DEPTH,2199,m,22,28
63,C:\Users\user\Downloads\eilink_ra_ds\eilink_ra_ds\data\raw_pdfs\15_9_19_A_1997_08_02.pdf,15_9_19,1997-08-02,16 M,DEPTH,16,m,41,45
63,C:\Users\user\Downloads\eilink_ra_ds\eilink_ra_ds\data\raw_pdfs\15_9_19_A_1997_08_02.pdf,15_9_19,1997-08-02,120 RPM,MEASUREMENT,120,RPM,218,225
64,C:\Users\user\Downloads\eilink_ra_ds\eilink_ra_ds\data\raw_pdfs\15_9_19_A_1997_08_02.pdf,15_9_19,1997-08-02,1860 LPM,MEASUREMENT,1860,LPM,53,61
64,C:\Users\user\Downloads\eilink_ra_ds\eilink_ra_ds\data\raw_pdfs\15_9_19_A_1997_08_02.pdf,15_9_19,1997-08-02,164 BAR,MEASUREMENT,164,BAR,62,69
64,C:\Users\user\Downloads\eilink_ra_ds\eilink_ra_ds\data\raw_pdfs\15_9_19_A_1997_08_02.pdf,15_9_19,1997-08-02,2188 M,DEPTH,2188,m,119,125
64,C:\Users\user\Downloads\eilink_ra_ds\eilink_ra_ds\data\raw_pdfs\15_9_19_A_1997_08_02.pdf,15_9_19,1997-08-02,450 LPM,MEASUREMENT,450,LPM,211,218
64,C:\Users\user\Downloads\eilink_ra_ds\eilink_ra_ds\data\raw_pdfs\15_9_19_A_1997_08_02.pdf,15_9_19,1997-08-02,5 MT,MEASUREMENT,5,MT,347,351
65,C:\Users\user\Downloads\eilink_ra_ds\eilink_ra_ds\data\raw_pdfs\15_9_19_A_1997_08_02.pdf,15_9_19,1997-08-02,2167 M,DEPTH,2167,m,3,9
65,C:\Users\user\Downloads\eilink_ra_ds\eilink_ra_ds\data\raw_pdfs\15_9_19_A_1997_08_02.pdf,15_9_19,1997-08-02,CHOKE,EQUIPMENT,CHOKE,,62,67
65,C:\Users\user\Downloads\eilink_ra_ds\eilink_ra_ds\data\raw_pdfs\15_9_19_A_1997_08_02.pdf,15_9_19,1997-08-02,BHA,EQUIPMENT,BHA,,127,130
67,C:\Users\user\Downloads\eilink_ra_ds\eilink_ra_ds\data\raw_pdfs\15_9_19_A_1997_08_03.pdf,15_9_19,1997-08-03,BOP,EQUIPMENT,BOP,,4,7
67,C:\Users\user\Downloads\eilink_ra_ds\eilink_ra_ds\data\raw_pdfs\15_9_19_A_1997_08_03.pdf,15_9_19,1997-08-03,WELLHEAD,EQUIPMENT,WELLHEAD,,21,29
67,C:\Users\user\Downloads\eilink_ra_ds\eilink_ra_ds\data\raw_pdfs\15_9_19_A_1997_08_03.pdf,15_9_19,1997-08-03,345 BAR,MEASUREMENT,345,BAR,72,79
67,C:\Users\user\Downloads\eilink_ra_ds\eilink_ra_ds\data\raw_pdfs\15_9_19_A_1997_08_03.pdf,15_9_19,1997-08-03,241 BAR,MEASUREMENT,241,BAR,108,115
68,C:\Users\user\Downloads\eilink_ra_ds\eilink_ra_ds\data\raw_pdfs\15_9_19_A_1997_08_03.pdf,15_9_19,1997-08-03,BOP,EQUIPMENT,BOP,,20,23
69,C:\Users\user\Downloads\eilink_ra_ds\eilink_ra_ds\data\raw_pdfs\15_9_19_A_1997_08_03.pdf,15_9_19,1997-08-03,BHA,EQUIPMENT,BHA,,9,12
69,C:\Users\user\Downloads\eilink_ra_ds\eilink_ra_ds\data\raw_pdfs\15_9_19_A_1997_08_03.pdf,15_9_19,1997-08-03,752 M,DEPTH,752,m,37,42
70,C:\Users\user\Downloads\eilink_ra_ds\eilink_ra_ds\data\raw_pdfs\15_9_19_A_1997_08_03.pdf,15_9_19,1997-08-03,TDS,EQUIPMENT,TDS,,9,12
70,C:\Users\user\Downloads\eilink_ra_ds\eilink_ra_ds\data\raw_pdfs\15_9_19_A_1997_08_03.pdf,15_9_19,1997-08-03,KELLY,EQUIPMENT,KELLY,,31,36
70,C:\Users\user\Downloads\eilink_ra_ds\eilink_ra_ds\data\raw_pdfs\15_9_19_A_1997_08_03.pdf,15_9_19,1997-08-03,345 BAR,MEASUREMENT,345,BAR,48,55
71,C:\Users\user\Downloads\eilink_ra_ds\eilink_ra_ds\data\raw_pdfs\15_9_19_A_1997_08_03.pdf,15_9_19,1997-08-03,2081 M,DEPTH,2081,m,20,26
72,C:\Users\user\Downloads\eilink_ra_ds\eilink_ra_ds\data\raw_pdfs\15_9_19_A_1997_08_03.pdf,15_9_19,1997-08-03,2500 LPM,MEASUREMENT,2500,LPM,20,28
72,C:\Users\user\Downloads\eilink_ra_ds\eilink_ra_ds\data\raw_pdfs\15_9_19_A_1997_08_03.pdf,15_9_19,1997-08-03,CASING,EQUIPMENT,CASING,,44,50
72,C:\Users\user\Downloads\eilink_ra_ds\eilink_ra_ds\data\raw_pdfs\15_9_19_A_1997_08_03.pdf,15_9_19,1997-08-03,1500 LPM,MEASUREMENT,1500,LPM,144,152
72,C:\Users\user\Downloads\eilink_ra_ds\eilink_ra_ds\data\raw_pdfs\15_9_19_A_1997_08_03.pdf,15_9_19,1997-08-03,50 RPM,MEASUREMENT,50,RPM,166,172
73,C:\Users\user\Downloads\eilink_ra_ds\eilink_ra_ds\data\raw_pdfs\15_9_19_A_1997_08_03.pdf,15_9_19,1997-08-03,2207 M,DEPTH,2207,m,30,36
73,C:\Users\user\Downloads\eilink_ra_ds\eilink_ra_ds\data\raw_pdfs\15_9_19_A_1997_08_03.pdf,15_9_19,1997-08-03,2245 M,DEPTH,2245,m,57,63
73,C:\Users\user\Downloads\eilink_ra_ds\eilink_ra_ds\data\raw_pdfs\15_9_19_A_1997_08_03.pdf,15_9_19,1997-08-03,2226 M,DEPTH,2226,m,88,94
74,C:\Users\user\Downloads\eilink_ra_ds\eilink_ra_ds\data\raw_pdfs\15_9_19_A_1997_08_03.pdf,15_9_19,1997-08-03,38 M,DEPTH,38,m,32,36
74,C:\Users\user\Downloads\eilink_ra_ds\eilink_ra_ds\data\raw_pdfs\15_9_19_A_1997_08_03.pdf,15_9_19,1997-08-03,2783 M,DEPTH,2783,m,45,51
75,C:\Users\user\Downloads\eilink_ra_ds\eilink_ra_ds\data\raw_pdfs\15_9_19_A_1997_08_03.pdf,15_9_19,1997-08-03,2500 LPM,MEASUREMENT,2500,LPM,14,22
75,C:\Users\user\Downloads\eilink_ra_ds\eilink_ra_ds\data\raw_pdfs\15_9_19_A_1997_08_03.pdf,15_9_19,1997-08-03,204 BAR,MEASUREMENT,204,BAR,25,32
76,C:\Users\user\Downloads\eilink_ra_ds\eilink_ra_ds\data\raw_pdfs\15_9_19_A_1997_08_03.pdf,15_9_19,1997-08-03,"1,50 SG",MEASUREMENT,1.5,SG,26,33
76,C:\Users\user\Downloads\eilink_ra_ds\eilink_ra_ds\data\raw_pdfs\15_9_19_A_1997_08_03.pdf,15_9_19,1997-08-03,"1,54 SG",MEASUREMENT,1.54,SG,37,44
76,C:\Users\user\Downloads\eilink_ra_ds\eilink_ra_ds\data\raw_pdfs\15_9_19_A_1997_08_03.pdf,15_9_19,1997-08-03,2200 LPM,MEASUREMENT,2200,LPM,66,74
76,C:\Users\user\Downloads\eilink_ra_ds\eilink_ra_ds\data\raw_pdfs\15_9_19_A_1997_08_03.pdf,15_9_19,1997-08-03,2500 LPM,MEASUREMENT,2500,LPM,122,130
77,C:\Users\user\Downloads\eilink_ra_ds\eilink_ra_ds\data\raw_pdfs\15_9_19_A_1997_08_03.pdf,15_9_19,1997-08-03,DRILLING BHA,EQUIPMENT,DRILLING BHA,,39,51
78,C:\Users\user\Downloads\eilink_ra_ds\eilink_ra_ds\data\raw_pdfs\15_9_19_A_1997_08_04.pdf,15_9_19,1997-08-04,10M,DEPTH,10,m,16,19
78,C:\Users\user\Downloads\eilink_ra_ds\eilink_ra_ds\data\raw_pdfs\15_9_19_A_1997_08_04.pdf,15_9_19,1997-08-04,2231 M,DEPTH,2231,m,59,65
78,C:\Users\user\Downloads\eilink_ra_ds\eilink_ra_ds\data\raw_pdfs\15_9_19_A_1997_08_04.pdf,15_9_19,1997-08-04,2000 LPM,MEASUREMENT,2000,LPM,77,85
78,C:\Users\user\Downloads\eilink_ra_ds\eilink_ra_ds\data\raw_pdfs\15_9_19_A_1997_08_04.pdf,15_9_19,1997-08-04,127 BAR,MEASUREMENT,127,BAR,88,95
78,C:\Users\user\Downloads\eilink_ra_ds\eilink_ra_ds\data\raw_pdfs\15_9_19_A_1997_08_04.pdf,15_9_19,1997-08-04,SHAKERS,EQUIPMENT,SHAKERS,,143,150
