op_id,pdf_path,well_family,report_date,entity_text,entity_label,entity_value,entity_unit,char_start,char_end
1998,C:\Users\user\Downloads\eilink_ra_ds\eilink_ra_ds\data\raw_pdfs\15_9_19_ST2_1993_01_11.pdf,15_9_19,1993-01-11,2206 LPM,MEASUREMENT,2206,LPM,64,72
1998,C:\Users\user\Downloads\eilink_ra_ds\eilink_ra_ds\data\raw_pdfs\15_9_19_ST2_1993_01_11.pdf,15_9_19,1993-01-11,164 RPM,MEASUREMENT,164,RPM,78,85
1998,C:\Users\user\Downloads\eilink_ra_ds\eilink_ra_ds\data\raw_pdfs\15_9_19_ST2_1993_01_11.pdf,15_9_19,1993-01-11,244 BAR,MEASUREMENT,244,BAR,90,97
1998,C:\Users\user\Downloads\eilink_ra_ds\eilink_ra_ds\data\raw_pdfs\15_9_19_ST2_1993_01_11.pdf,15_9_19,1993-01-11,SHAKERS,EQUIPMENT,SHAKERS,,123,130
1999,C:\Users\user\Downloads\eilink_ra_ds\eilink_ra_ds\data\raw_pdfs\15_9_19_ST2_1993_01_11.pdf,15_9_19,1993-01-11,"12 1/4""",BIT_SIZE,12.25,"""",8,15
1999,C:\Users\user\Downloads\eilink_ra_ds\eilink_ra_ds\data\raw_pdfs\15_9_19_ST2_1993_01_11.pdf,15_9_19,1993-01-11,3580 M,DEPTH,3580,m,34,40
1999,C:\Users\user\Downloads\eilink_ra_ds\eilink_ra_ds\data\raw_pdfs\15_9_19_ST2_1993_01_11.pdf,15_9_19,1993-01-11,3570 M,DEPTH,3570,m,60,66
2000,C:\Users\user\Downloads\eilink_ra_ds\eilink_ra_ds\data\raw_pdfs\15_9_19_ST2_1993_01_11.pdf,15_9_19,1993-01-11,2200 LPM,MEASUREMENT,2200,LPM,51,59
2000,C:\Users\user\Downloads\eilink_ra_ds\eilink_ra_ds\data\raw_pdfs\15_9_19_ST2_1993_01_11.pdf,15_9_19,1993-01-11,160 RPM,MEASUREMENT,160,RPM,68,75
2001,C:\Users\user\Downloads\eilink_ra_ds\eilink_ra_ds\data\raw_pdfs\15_9_19_ST2_1993_01_11.pdf,15_9_19,1993-01-11,2100 M,DEPTH,2100,m,8,14
2001,C:\Users\user\Downloads\eilink_ra_ds\eilink_ra_ds\data\raw_pdfs\15_9_19_ST2_1993_01_11.pdf,15_9_19,1993-01-11,"9 5/8""",BIT_SIZE,9.625,"""",22,28
2001,C:\Users\user\Downloads\eilink_ra_ds\eilink_ra_ds\data\raw_pdfs\15_9_19_ST2_1993_01_11.pdf,15_9_19,1993-01-11,3025 M,DEPTH,3025,m,63,69
2002,C:\Users\user\Downloads\eilink_ra_ds\eilink_ra_ds\data\raw_pdfs\15_9_19_ST2_1993_01_11.pdf,15_9_19,1993-01-11,KELLY,EQUIPMENT,KELLY,,22,27
2003,C:\Users\user\Downloads\eilink_ra_ds\eilink_ra_ds\data\raw_pdfs\15_9_19_ST2_1993_01_11.pdf,15_9_19,1993-01-11,"13 3/8""",BIT_SIZE,13.375,"""",26,33
2004,C:\Users\user\Downloads\eilink_ra_ds\eilink_ra_ds\data\raw_pdfs\15_9_19_ST2_1993_01_11.pdf,15_9_19,1993-01-11,1390 M,DEPTH,1390,m,49,55
2012,C:\Users\user\Downloads\eilink_ra_ds\eilink_ra_ds\data\raw_pdfs\15_9_19_ST2_1993_01_13.pdf,15_9_19,1993-01-13,"9 5/8""",BIT_SIZE,9.625,"""",4,10
2013,C:\Users\user\Downloads\eilink_ra_ds\eilink_ra_ds\data\raw_pdfs\15_9_19_ST2_1993_01_13.pdf,15_9_19,1993-01-13,101 M,DEPTH,101,m,37,42
2013,C:\Users\user\Downloads\eilink_ra_ds\eilink_ra_ds\data\raw_pdfs\15_9_19_ST2_1993_01_13.pdf,15_9_19,1993-01-13,"1,60 SG",MEASUREMENT,1.6,SG,63,70
2014,C:\Users\user\Downloads\eilink_ra_ds\eilink_ra_ds\data\raw_pdfs\15_9_19_ST2_1993_01_13.pdf,15_9_19,1993-01-13,1490 M,DEPTH,1490,m,7,13
2016,C:\Users\user\Downloads\eilink_ra_ds\eilink_ra_ds\data\raw_pdfs\15_9_19_ST2_1993_01_13.pdf,15_9_19,1993-01-13,3580 M,DEPTH,3580,m,22,28
2016,C:\Users\user\Downloads\eilink_ra_ds\eilink_ra_ds\data\raw_pdfs\15_9_19_ST2_1993_01_13.pdf,15_9_19,1993-01-13,500 M,DEPTH,500,m,47,52
2016,C:\Users\user\Downloads\eilink_ra_ds\eilink_ra_ds\data\raw_pdfs\15_9_19_ST2_1993_01_13.pdf,15_9_19,1993-01-13,3009 M,DEPTH,3009,m,75,81
2018,C:\Users\user\Downloads\eilink_ra_ds\eilink_ra_ds\data\raw_pdfs\15_9_19_ST2_1993_01_14.pdf,15_9_19,1993-01-14,"1,60 SG",MEASUREMENT,1.6,SG,58,65
2018,C:\Users\user\Downloads\eilink_ra_ds\eilink_ra_ds\data\raw_pdfs\15_9_19_ST2_1993_01_14.pdf,15_9_19,1993-01-14,2200 LPM,MEASUREMENT,2200,LPM,74,82
2018,C:\Users\user\Downloads\eilink_ra_ds\eilink_ra_ds\data\raw_pdfs\15_9_19_ST2_1993_01_14.pdf,15_9_19,1993-01-14,264 BAR,MEASUREMENT,264,BAR,88,95
2018,C:\Users\user\Downloads\eilink_ra_ds\eilink_ra_ds\data\raw_pdfs\15_9_19_ST2_1993_01_14.pdf,15_9_19,1993-01-14,135 RPM,MEASUREMENT,135,RPM,100,107
2019,C:\Users\user\Downloads\eilink_ra_ds\eilink_ra_ds\data\raw_pdfs\15_9_19_ST2_1993_01_14.pdf,15_9_19,1993-01-14,"9 5/8""",BIT_SIZE,9.625,"""",32,38
2019,C:\Users\user\Downloads\eilink_ra_ds\eilink_ra_ds\data\raw_pdfs\15_9_19_ST2_1993_01_14.pdf,15_9_19,1993-01-14,CASING,EQUIPMENT,CASING,,39,45
2019,C:\Users\user\Downloads\eilink_ra_ds\eilink_ra_ds\data\raw_pdfs\15_9_19_ST2_1993_01_14.pdf,15_9_19,1993-01-14,3480 M,DEPTH,3480,m,50,56
2020,C:\Users\user\Downloads\eilink_ra_ds\eilink_ra_ds\data\raw_pdfs\15_9_19_ST2_1993_01_14.pdf,15_9_19,1993-01-14,"12 1/4""",BIT_SIZE,12.25,"""",15,22
2020,C:\Users\user\Downloads\eilink_ra_ds\eilink_ra_ds\data\raw_pdfs\15_9_19_ST2_1993_01_14.pdf,15_9_19,1993-01-14,3480 M,DEPTH,3480,m,32,38
2020,C:\Users\user\Downloads\eilink_ra_ds\eilink_ra_ds\data\raw_pdfs\15_9_19_ST2_1993_01_14.pdf,15_9_19,1993-01-14,2990 M,DEPTH,2990,m,64,70
2020,C:\Users\user\Downloads\eilink_ra_ds\eilink_ra_ds\data\raw_pdfs\15_9_19_ST2_1993_01_14.pdf,15_9_19,1993-01-14,1475 M,DEPTH,1475,m,95,101
2020,C:\Users\user\Downloads\eilink_ra_ds\eilink_ra_ds\data\raw_pdfs\15_9_19_ST2_1993_01_14.pdf,15_9_19,1993-01-14,BHA,EQUIPMENT,BHA,,115,118
2020,C:\Users\user\Downloads\eilink_ra_ds\eilink_ra_ds\data\raw_pdfs\15_9_19_ST2_1993_01_14.pdf,15_9_19,1993-01-14,MWD,EQUIPMENT,MWD,,137,140
2021,C:\Users\user\Downloads\eilink_ra_ds\eilink_ra_ds\data\raw_pdfs\15_9_19_ST2_1993_01_14.pdf,15_9_19,1993-01-14,BOP,EQUIPMENT,BOP,,28,31
2023,C:\Users\user\Downloads\eilink_ra_ds\eilink_ra_ds\data\raw_pdfs\15_9_19_ST2_1993_01_14.pdf,15_9_19,1993-01-14,BOP,EQUIPMENT,BOP,,38,41
2024,C:\Users\user\Downloads\eilink_ra_ds\eilink_ra_ds\data\raw_pdfs\15_9_19_ST2_1993_01_14.pdf,15_9_19,1993-01-14,"9 5/8""",BIT_SIZE,9.625,"""",11,17
2024,C:\Users\user\Downloads\eilink_ra_ds\eilink_ra_ds\data\raw_pdfs\15_9_19_ST2_1993_01_14.pdf,15_9_19,1993-01-14,CASING,EQUIPMENT,CASING,,18,24
2025,C:\Users\user\Downloads\eilink_ra_ds\eilink_ra_ds\data\raw_pdfs\15_9_19_ST2_1993_01_14.pdf,15_9_19,1993-01-14,"9 5/8""",BIT_SIZE,9.625,"""",117,123
2025,C:\Users\user\Downloads\eilink_ra_ds\eilink_ra_ds\data\raw_pdfs\15_9_19_ST2_1993_01_14.pdf,15_9_19,1993-01-14,76 M,DEPTH,76,m,131,135
2025,C:\Users\user\Downloads\eilink_ra_ds\eilink_ra_ds\data\raw_pdfs\15_9_19_ST2_1993_01_14.pdf,15_9_19,1993-01-14,"1,60 SG",MEASUREMENT,1.6,SG,159,166
2026,C:\Users\user\Downloads\eilink_ra_ds\eilink_ra_ds\data\raw_pdfs\15_9_19_ST2_1993_01_15.pdf,15_9_19,1993-01-15,"9 5/8""",BIT_SIZE,9.625,"""",18,24
2026,C:\Users\user\Downloads\eilink_ra_ds\eilink_ra_ds\data\raw_pdfs\15_9_19_ST2_1993_01_15.pdf,15_9_19,1993-01-15,CASING,EQUIPMENT,CASING,,25,31
2026,C:\Users\user\Downloads\eilink_ra_ds\eilink_ra_ds\data\raw_pdfs\15_9_19_ST2_1993_01_15.pdf,15_9_19,1993-01-15,810 M,DEPTH,810,m,43,48
2027,C:\Users\user\Downloads\eilink_ra_ds\eilink_ra_ds\data\raw_pdfs\15_9_19_ST2_1993_01_15.pdf,15_9_19,1993-01-15,"9 5/8""",BIT_SIZE,9.625,"""",13,19
2027,C:\Users\user\Downloads\eilink_ra_ds\eilink_ra_ds\data\raw_pdfs\15_9_19_ST2_1993_01_15.pdf,15_9_19,1993-01-15,CASING,EQUIPMENT,CASING,,19,25
2027,C:\Users\user\Downloads\eilink_ra_ds\eilink_ra_ds\data\raw_pdfs\15_9_19_ST2_1993_01_15.pdf,15_9_19,1993-01-15,980 M,DEPTH,980,m,38,43
2029,C:\Users\user\Downloads\eilink_ra_ds\eilink_ra_ds\data\raw_pdfs\15_9_19_ST2_1993_01_15.pdf,15_9_19,1993-01-15,CASING,EQUIPMENT,CASING,,13,19
2029,C:\Users\user\Downloads\eilink_ra_ds\eilink_ra_ds\data\raw_pdfs\15_9_19_ST2_1993_01_15.pdf,15_9_19,1993-01-15,1460 M,DEPTH,1460,m,32,38
2030,C:\Users\user\Downloads\eilink_ra_ds\eilink_ra_ds\data\raw_pdfs\15_9_19_ST2_1993_01_15.pdf,15_9_19,1993-01-15,80 LPM,MEASUREMENT,80,LPM,39,45
2030,C:\Users\user\Downloads\eilink_ra_ds\eilink_ra_ds\data\raw_pdfs\15_9_19_ST2_1993_01_15.pdf,15_9_19,1993-01-15,275 LPM,MEASUREMENT,275,LPM,59,66
2030,C:\Users\user\Downloads\eilink_ra_ds\eilink_ra_ds\data\raw_pdfs\15_9_19_ST2_1993_01_15.pdf,15_9_19,1993-01-15,TRIP TANK,EQUIPMENT,TRIP TANK,,135,144
2032,C:\Users\user\Downloads\eilink_ra_ds\eilink_ra_ds\data\raw_pdfs\15_9_19_ST2_1993_01_15.pdf,15_9_19,1993-01-15,80 LPM,MEASUREMENT,80,LPM,51,57
2032,C:\Users\user\Downloads\eilink_ra_ds\eilink_ra_ds\data\raw_pdfs\15_9_19_ST2_1993_01_15.pdf,15_9_19,1993-01-15,598 LPM,MEASUREMENT,598,LPM,61,68
2033,C:\Users\user\Downloads\eilink_ra_ds\eilink_ra_ds\data\raw_pdfs\15_9_19_ST2_1993_01_15.pdf,15_9_19,1993-01-15,500 MT,MEASUREMENT,500,MT,10,16
2034,C:\Users\user\Downloads\eilink_ra_ds\eilink_ra_ds\data\raw_pdfs\15_9_19_ST2_1993_01_15.pdf,15_9_19,1993-01-15,CASING,EQUIPMENT,CASING,,13,19
2034,C:\Users\user\Downloads\eilink_ra_ds\eilink_ra_ds\data\raw_pdfs\15_9_19_ST2_1993_01_15.pdf,15_9_19,1993-01-15,2210 M,DEPTH,2210,m,33,39
2035,C:\Users\user\Downloads\eilink_ra_ds\eilink_ra_ds\data\raw_pdfs\15_9_19_ST2_1993_01_16.pdf,15_9_19,1993-01-16,CASING,EQUIPMENT,CASING,,13,19
2035,C:\Users\user\Downloads\eilink_ra_ds\eilink_ra_ds\data\raw_pdfs\15_9_19_ST2_1993_01_16.pdf,15_9_19,1993-01-16,2747 M,DEPTH,2747,m,33,39
2036,C:\Users\user\Downloads\eilink_ra_ds\eilink_ra_ds\data\raw_pdfs\15_9_19_ST2_1993_01_16.pdf,15_9_19,1993-01-16,"9 5/8""",BIT_SIZE,9.625,"""",13,19
2036,C:\Users\user\Downloads\eilink_ra_ds\eilink_ra_ds\data\raw_pdfs\15_9_19_ST2_1993_01_16.pdf,15_9_19,1993-01-16,CASING,EQUIPMENT,CASING,,20,26
2036,C:\Users\user\Downloads\eilink_ra_ds\eilink_ra_ds\data\raw_pdfs\15_9_19_ST2_1993_01_16.pdf,15_9_19,1993-01-16,3228 M,DEPTH,3228,m,40,46
2037,C:\Users\user\Downloads\eilink_ra_ds\eilink_ra_ds\data\raw_pdfs\15_9_19_ST2_1993_01_16.pdf,15_9_19,1993-01-16,"10 3/4""",BIT_SIZE,10.75,"""",77,84
2038,C:\Users\user\Downloads\eilink_ra_ds\eilink_ra_ds\data\raw_pdfs\15_9_19_ST2_1993_01_16.pdf,15_9_19,1993-01-16,CASING,EQUIPMENT,CASING,,13,19
2038,C:\Users\user\Downloads\eilink_ra_ds\eilink_ra_ds\data\raw_pdfs\15_9_19_ST2_1993_01_16.pdf,15_9_19,1993-01-16,3390 M,DEPTH,3390,m,33,39
2039,C:\Users\user\Downloads\eilink_ra_ds\eilink_ra_ds\data\raw_pdfs\15_9_19_ST2_1993_01_16.pdf,15_9_19,1993-01-16,"9 5/8""",BIT_SIZE,9.625,"""",9,15
2039,C:\Users\user\Downloads\eilink_ra_ds\eilink_ra_ds\data\raw_pdfs\15_9_19_ST2_1993_01_16.pdf,15_9_19,1993-01-16,"10 3/4""",BIT_SIZE,10.75,"""",31,38
2040,C:\Users\user\Downloads\eilink_ra_ds\eilink_ra_ds\data\raw_pdfs\15_9_19_ST2_1993_01_16.pdf,15_9_19,1993-01-16,"10 3/4""",BIT_SIZE,10.75,"""",9,16
2040,C:\Users\user\Downloads\eilink_ra_ds\eilink_ra_ds\data\raw_pdfs\15_9_19_ST2_1993_01_16.pdf,15_9_19,1993-01-16,CASING,EQUIPMENT,CASING,,17,23
2040,C:\Users\user\Downloads\eilink_ra_ds\eilink_ra_ds\data\raw_pdfs\15_9_19_ST2_1993_01_16.pdf,15_9_19,1993-01-16,3442 M,DEPTH,3442,m,37,43
2041,C:\Users\user\Downloads\eilink_ra_ds\eilink_ra_ds\data\raw_pdfs\15_9_19_ST2_1993_01_16.pdf,15_9_19,1993-01-16,"10 3/4""",BIT_SIZE,10.75,"""",4,11
2041,C:\Users\user\Downloads\eilink_ra_ds\eilink_ra_ds\data\raw_pdfs\15_9_19_ST2_1993_01_16.pdf,15_9_19,1993-01-16,CASING,EQUIPMENT,CASING,,12,18
2041,C:\Users\user\Downloads\eilink_ra_ds\eilink_ra_ds\data\raw_pdfs\15_9_19_ST2_1993_01_16.pdf,15_9_19,1993-01-16,"6 5/8""",BIT_SIZE,6.625,"""",33,39
2041,C:\Users\user\Downloads\eilink_ra_ds\eilink_ra_ds\data\raw_pdfs\15_9_19_ST2_1993_01_16.pdf,15_9_19,1993-01-16,DP,EQUIPMENT,DP,,40,42
2042,C:\Users\user\Downloads\eilink_ra_ds\eilink_ra_ds\data\raw_pdfs\15_9_19_ST2_1993_01_16.pdf,15_9_19,1993-01-16,"10 3/4""",BIT_SIZE,10.75,"""",4,11
2042,C:\Users\user\Downloads\eilink_ra_ds\eilink_ra_ds\data\raw_pdfs\15_9_19_ST2_1993_01_16.pdf,15_9_19,1993-01-16,CASING,EQUIPMENT,CASING,,12,18
2042,C:\Users\user\Downloads\eilink_ra_ds\eilink_ra_ds\data\raw_pdfs\15_9_19_ST2_1993_01_16.pdf,15_9_19,1993-01-16,"9 5/8""",BIT_SIZE,9.625,"""",77,83
2042,C:\Users\user\Downloads\eilink_ra_ds\eilink_ra_ds\data\raw_pdfs\15_9_19_ST2_1993_01_16.pdf,15_9_19,1993-01-16,"3569,3 M",DEPTH,3569.3,m,92,100
2043,C:\Users\user\Downloads\eilink_ra_ds\eilink_ra_ds\data\raw_pdfs\15_9_19_ST2_1993_01_16.pdf,15_9_19,1993-01-16,"1,55 SG",MEASUREMENT,1.55,SG,41,48
2044,C:\Users\user\Downloads\eilink_ra_ds\eilink_ra_ds\data\raw_pdfs\15_9_19_ST2_1993_01_17.pdf,15_9_19,1993-01-17,"1,55 SG",MEASUREMENT,1.55,SG,43,50
2044,C:\Users\user\Downloads\eilink_ra_ds\eilink_ra_ds\data\raw_pdfs\15_9_19_ST2_1993_01_17.pdf,15_9_19,1993-01-17,1437 LPM,MEASUREMENT,1437,LPM,76,84
2044,C:\Users\user\Downloads\eilink_ra_ds\eilink_ra_ds\data\raw_pdfs\15_9_19_ST2_1993_01_17.pdf,15_9_19,1993-01-17,45 BAR,MEASUREMENT,45,BAR,93,99
2045,C:\Users\user\Downloads\eilink_ra_ds\eilink_ra_ds\data\raw_pdfs\15_9_19_ST2_1993_01_17.pdf,15_9_19,1993-01-17,"1,55 SG",MEASUREMENT,1.55,SG,43,50
2045,C:\Users\user\Downloads\eilink_ra_ds\eilink_ra_ds\data\raw_pdfs\15_9_19_ST2_1993_01_17.pdf,15_9_19,1993-01-17,1440 LPM,MEASUREMENT,1440,LPM,72,80
2045,C:\Users\user\Downloads\eilink_ra_ds\eilink_ra_ds\data\raw_pdfs\15_9_19_ST2_1993_01_17.pdf,15_9_19,1993-01-17,40 BAR,MEASUREMENT,40,BAR,89,95
2046,C:\Users\user\Downloads\eilink_ra_ds\eilink_ra_ds\data\raw_pdfs\15_9_19_ST2_1993_01_17.pdf,15_9_19,1993-01-17,"1,55 SG",MEASUREMENT,1.55,SG,13,20
2046,C:\Users\user\Downloads\eilink_ra_ds\eilink_ra_ds\data\raw_pdfs\15_9_19_ST2_1993_01_17.pdf,15_9_19,1993-01-17,"1,55 SG",MEASUREMENT,1.55,SG,67,74
2047,C:\Users\user\Downloads\eilink_ra_ds\eilink_ra_ds\data\raw_pdfs\15_9_19_ST2_1993_01_17.pdf,15_9_19,1993-01-17,"1,70 SG",MEASUREMENT,1.7,SG,15,22
2047,C:\Users\user\Downloads\eilink_ra_ds\eilink_ra_ds\data\raw_pdfs\15_9_19_ST2_1993_01_17.pdf,15_9_19,1993-01-17,"1,94 SG",MEASUREMENT,1.94,SG,84,91
2047,C:\Users\user\Downloads\eilink_ra_ds\eilink_ra_ds\data\raw_pdfs\15_9_19_ST2_1993_01_17.pdf,15_9_19,1993-01-17,CEMENT,EQUIPMENT,CEMENT,,92,98
2047,C:\Users\user\Downloads\eilink_ra_ds\eilink_ra_ds\data\raw_pdfs\15_9_19_ST2_1993_01_17.pdf,15_9_19,1993-01-17,"1,55 SG",MEASUREMENT,1.55,SG,178,185
2048,C:\Users\user\Downloads\eilink_ra_ds\eilink_ra_ds\data\raw_pdfs\15_9_19_ST2_1993_01_17.pdf,15_9_19,1993-01-17,CEMENT,EQUIPMENT,CEMENT,,10,16
2048,C:\Users\user\Downloads\eilink_ra_ds\eilink_ra_ds\data\raw_pdfs\15_9_19_ST2_1993_01_17.pdf,15_9_19,1993-01-17,"1,55 SG",MEASUREMENT,1.55,SG,22,29
2048,C:\Users\user\Downloads\eilink_ra_ds\eilink_ra_ds\data\raw_pdfs\15_9_19_ST2_1993_01_17.pdf,15_9_19,1993-01-17,190 BAR,MEASUREMENT,190,BAR,86,93
2049,C:\Users\user\Downloads\eilink_ra_ds\eilink_ra_ds\data\raw_pdfs\15_9_19_ST2_1993_01_17.pdf,15_9_19,1993-01-17,20 BAR,MEASUREMENT,20,BAR,50,56
2049,C:\Users\user\Downloads\eilink_ra_ds\eilink_ra_ds\data\raw_pdfs\15_9_19_ST2_1993_01_17.pdf,15_9_19,1993-01-17,CEMENT,EQUIPMENT,CEMENT,,108,114
2049,C:\Users\user\Downloads\eilink_ra_ds\eilink_ra_ds\data\raw_pdfs\15_9_19_ST2_1993_01_17.pdf,15_9_19,1993-01-17,CASING,EQUIPMENT,CASING,,129,135
2049,C:\Users\user\Downloads\eilink_ra_ds\eilink_ra_ds\data\raw_pdfs\15_9_19_ST2_1993_01_17.pdf,15_9_19,1993-01-17,300 BAR,MEASUREMENT,300,BAR,157,164
2049,C:\Users\user\Downloads\eilink_ra_ds\eilink_ra_ds\data\raw_pdfs\15_9_19_ST2_1993_01_17.pdf,15_9_19,1993-01-17,CASING,EQUIPMENT,CASING,,187,193
2051,C:\Users\user\Downloads\eilink_ra_ds\eilink_ra_ds\data\raw_pdfs\15_9_19_ST2_1993_01_18.pdf,15_9_19,1993-01-18,CMT HEAD,EQUIPMENT,CMT HEAD,,4,12
2053,C:\Users\user\Downloads\eilink_ra_ds\eilink_ra_ds\data\raw_pdfs\15_9_19_ST2_1993_01_18.pdf,15_9_19,1993-01-18,"8 1/2""",BIT_SIZE,8.5,"""",16,22
2053,C:\Users\user\Downloads\eilink_ra_ds\eilink_ra_ds\data\raw_pdfs\15_9_19_ST2_1993_01_18.pdf,15_9_19,1993-01-18,BHA,EQUIPMENT,BHA,,23,26
2054,C:\Users\user\Downloads\eilink_ra_ds\eilink_ra_ds\data\raw_pdfs\15_9_19_ST2_1993_01_18.pdf,15_9_19,1993-01-18,"8 1/2""",BIT_SIZE,8.5,"""",9,15
2054,C:\Users\user\Downloads\eilink_ra_ds\eilink_ra_ds\data\raw_pdfs\15_9_19_ST2_1993_01_18.pdf,15_9_19,1993-01-18,BHA,EQUIPMENT,BHA,,16,19
2055,C:\Users\user\Downloads\eilink_ra_ds\eilink_ra_ds\data\raw_pdfs\15_9_19_ST2_1993_01_18.pdf,15_9_19,1993-01-18,BHA,EQUIPMENT,BHA,,9,12
2055,C:\Users\user\Downloads\eilink_ra_ds\eilink_ra_ds\data\raw_pdfs\15_9_19_ST2_1993_01_18.pdf,15_9_19,1993-01-18,115 M,DEPTH,115,m,24,29
2057,C:\Users\user\Downloads\eilink_ra_ds\eilink_ra_ds\data\raw_pdfs\15_9_19_ST2_1993_01_18.pdf,15_9_19,1993-01-18,25 M,DEPTH,25,m,150,154
2061,C:\Users\user\Downloads\eilink_ra_ds\eilink_ra_ds\data\raw_pdfs\15_9_19_ST2_1993_01_19.pdf,15_9_19,1993-01-19,21 M,DEPTH,21,m,19,23
2062,C:\Users\user\Downloads\eilink_ra_ds\eilink_ra_ds\data\raw_pdfs\15_9_19_ST2_1993_01_19.pdf,15_9_19,1993-01-19,BOP,EQUIPMENT,BOP,,30,33
2066,C:\Users\user\Downloads\eilink_ra_ds\eilink_ra_ds\data\raw_pdfs\15_9_19_ST2_1993_01_20.pdf,15_9_19,1993-01-20,25 MT,MEASUREMENT,25,MT,36,41
2067,C:\Users\user\Downloads\eilink_ra_ds\eilink_ra_ds\data\raw_pdfs\15_9_19_ST2_1993_01_20.pdf,15_9_19,1993-01-20,BOP,EQUIPMENT,BOP,,13,16
2067,C:\Users\user\Downloads\eilink_ra_ds\eilink_ra_ds\data\raw_pdfs\15_9_19_ST2_1993_01_20.pdf,15_9_19,1993-01-20,CHOKE,EQUIPMENT,CHOKE,,26,31
2068,C:\Users\user\Downloads\eilink_ra_ds\eilink_ra_ds\data\raw_pdfs\15_9_19_ST2_1993_01_20.pdf,15_9_19,1993-01-20,"1,55 SG",MEASUREMENT,1.55,SG,19,26
2070,C:\Users\user\Downloads\eilink_ra_ds\eilink_ra_ds\data\raw_pdfs\15_9_19_ST2_1993_01_20.pdf,15_9_19,1993-01-20,CEMENT,EQUIPMENT,CEMENT,,4,10
2070,C:\Users\user\Downloads\eilink_ra_ds\eilink_ra_ds\data\raw_pdfs\15_9_19_ST2_1993_01_20.pdf,15_9_19,1993-01-20,WELLHEAD,EQUIPMENT,WELLHEAD,,41,49
2071,C:\Users\user\Downloads\eilink_ra_ds\eilink_ra_ds\data\raw_pdfs\15_9_19_ST2_1993_01_20.pdf,15_9_19,1993-01-20,345 BAR,MEASUREMENT,345,BAR,66,73
2072,C:\Users\user\Downloads\eilink_ra_ds\eilink_ra_ds\data\raw_pdfs\15_9_19_ST2_1993_01_20.pdf,15_9_19,1993-01-20,BOP,EQUIPMENT,BOP,,13,16
2073,C:\Users\user\Downloads\eilink_ra_ds\eilink_ra_ds\data\raw_pdfs\15_9_19_ST2_1993_01_20.pdf,15_9_19,1993-01-20,BOP,EQUIPMENT,BOP,,90,93
2073,C:\Users\user\Downloads\eilink_ra_ds\eilink_ra_ds\data\raw_pdfs\15_9_19_ST2_1993_01_20.pdf,15_9_19,1993-01-20,BOP,EQUIPMENT,BOP,,164,167
2074,C:\Users\user\Downloads\eilink_ra_ds\eilink_ra_ds\data\raw_pdfs\15_9_19_ST2_1993_01_20.pdf,15_9_19,1993-01-20,BOP,EQUIPMENT,BOP,,13,16
2075,C:\Users\user\Downloads\eilink_ra_ds\eilink_ra_ds\data\raw_pdfs\15_9_19_ST2_1993_01_20.pdf,15_9_19,1993-01-20,BOP,EQUIPMENT,BOP,,11,14
2076,C:\Users\user\Downloads\eilink_ra_ds\eilink_ra_ds\data\raw_pdfs\15_9_19_ST2_1993_01_20.pdf,15_9_19,1993-01-20,345 BAR,MEASUREMENT,345,BAR,23,30
2079,C:\Users\user\Downloads\eilink_ra_ds\eilink_ra_ds\data\raw_pdfs\15_9_19_ST2_1993_01_20.pdf,15_9_19,1993-01-20,"8 1/2""",BIT_SIZE,8.5,"""",4,10
2079,C:\Users\user\Downloads\eilink_ra_ds\eilink_ra_ds\data\raw_pdfs\15_9_19_ST2_1993_01_20.pdf,15_9_19,1993-01-20,BHA,EQUIPMENT,BHA,,16,19
2079,C:\Users\user\Downloads\eilink_ra_ds\eilink_ra_ds\data\raw_pdfs\15_9_19_ST2_1993_01_20.pdf,15_9_19,1993-01-20,"9 5/8""",BIT_SIZE,9.625,"""",44,50
2079,C:\Users\user\Downloads\eilink_ra_ds\eilink_ra_ds\data\raw_pdfs\15_9_19_ST2_1993_01_20.pdf,15_9_19,1993-01-20,CASING,EQUIPMENT,CASING,,51,57
2079,C:\Users\user\Downloads\eilink_ra_ds\eilink_ra_ds\data\raw_pdfs\15_9_19_ST2_1993_01_20.pdf,15_9_19,1993-01-20,500 M,DEPTH,500,m,75,80
2080,C:\Users\user\Downloads\eilink_ra_ds\eilink_ra_ds\data\raw_pdfs\15_9_19_ST2_1993_01_21.pdf,15_9_19,1993-01-21,2502 M,DEPTH,2502,m,21,27
2080,C:\Users\user\Downloads\eilink_ra_ds\eilink_ra_ds\data\raw_pdfs\15_9_19_ST2_1993_01_21.pdf,15_9_19,1993-01-21,500 M,DEPTH,500,m,45,50
2081,C:\Users\user\Downloads\eilink_ra_ds\eilink_ra_ds\data\raw_pdfs\15_9_19_ST2_1993_01_21.pdf,15_9_19,1993-01-21,2502 M,DEPTH,2502,m,23,29
2081,C:\Users\user\Downloads\eilink_ra_ds\eilink_ra_ds\data\raw_pdfs\15_9_19_ST2_1993_01_21.pdf,15_9_19,1993-01-21,2510 M,DEPTH,2510,m,69,75
2082,C:\Users\user\Downloads\eilink_ra_ds\eilink_ra_ds\data\raw_pdfs\15_9_19_ST2_1993_01_21.pdf,15_9_19,1993-01-21,"8 1/2""",BIT_SIZE,8.5,"""",24,30
2082,C:\Users\user\Downloads\eilink_ra_ds\eilink_ra_ds\data\raw_pdfs\15_9_19_ST2_1993_01_21.pdf,15_9_19,1993-01-21,"9 5/8""",BIT_SIZE,9.625,"""",38,44
